example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,0,B,,,,"the first sentence says Sam only gives Bill grapes, while the second sentence says Sam also gives Sue grapes. These two statements don’t contradict each other directly, nor does one entail the other. They are independent facts.",,,1,POS,1,ns1,audio,openai,gpt-audio,20260428_152454,chatcmpl-DZeb2832iZda17dwHPXp4oBEkCe5g,,speaker1
1,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,0,C,,,,"the first sentence states Sam also gives Sue grapes, while the second says Sam only gives Sue oranges. The word ""only"" implies exclusivity. If Sue only gets oranges, then she cannot also get grapes. The second sentence contradicts the first.",,,2,NEG,1,ns1,audio,openai,gpt-audio,20260428_152454,chatcmpl-DZeb2832iZda17dwHPXp4oBEkCe5g,,speaker1
2,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,0,A,,,,"the first sentence says Sam didn’t give Rob oranges, and the second says Sam only gave Rob grapes. If Rob only got grapes, that means he didn’t get oranges. The second sentence entails the first.",,,1,POS,2,ns1,audio,openai,gpt-audio,20260428_152454,chatcmpl-DZeb2832iZda17dwHPXp4oBEkCe5g,,speaker1
3,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,0,B,,,,"the first sentence states Sam also gave Rob oranges, while the second says Sam only gave Tom oranges. These statements are about different people—Rob versus Tom—so they don’t directly entail or contradict each other. They are independent.",,,2,NEG,2,ns1,audio,openai,gpt-audio,20260428_152454,chatcmpl-DZeb2832iZda17dwHPXp4oBEkCe5g,,speaker1
4,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,0,A,,,,"the first sentence says Sam didn’t give Tom bananas, and the second says Sam only gave Ellen bananas. If Ellen was the only one to receive bananas, then it’s entailed that Tom didn’t get bananas. So the second sentence entails the first.",,,2,POS,1,ns1,audio,openai,gpt-audio,20260428_152454,chatcmpl-DZeb2832iZda17dwHPXp4oBEkCe5g,,speaker1
5,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,0,B,,,,"the first sentence states Sam also gave Mary bananas, while the second says Sam only gave Ellen grapes. These two statements refer to different people (Mary vs. Ellen) and different objects (bananas vs. grapes). There’s no direct entailment or contradiction, so they are independent.",,,1,NEG,1,ns1,audio,openai,gpt-audio,20260428_152454,chatcmpl-DZeb2832iZda17dwHPXp4oBEkCe5g,,speaker1
6,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,1,C,,,,"the first sentence says Sam didn’t give Tom grapes, and the second says Sam only gave Rob oranges. If Rob only got oranges and Tom didn’t get grapes, those statements relate to different people without a direct contradiction or entailment. However, the prosodic focus on “Tom” in S1 and “Rob” in S2 highlights a contrast on who did or didn’t get something. The exclusivity of “only Rob oranges” leaves no room for Tom getting anything. So the second contradicts the first by ruling out any possibility of Tom getting grapes.",,,2,POS,2,ns1,audio,openai,gpt-audio,20260428_152454,chatcmpl-DZeb2832iZda17dwHPXp4oBEkCe5g,,speaker1
7,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,0,A,,,,"the first sentence says Sam also gave Rob apples, and the second says Sam only gave Tom apples. For Tom to be the exclusive recipient of apples, the first statement about Rob also getting apples must be false. So the second sentence contradicts the first.",,,1,NEG,2,ns1,audio,openai,gpt-audio,20260428_152454,chatcmpl-DZeb2832iZda17dwHPXp4oBEkCe5g,,speaker1
0,0,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,0,C,,,,"the prosodic focus in S1 is on ""Bill,"" indicating that Sam gave grapes to Bill and not to anyone else. S2 says Sam didn’t give Bill oranges. That doesn’t contradict the focus on ""Bill"" having grapes. However, it suggests something about the nature of the gift. The restriction in S1 is about who was given grapes, while S2 is about what Bill wasn’t given (oranges), which introduces a contradiction regarding exclusivity.",,,1,NEG,2,ns2,audio,openai,gpt-audio,20260428_152454,chatcmpl-DZebKYbs8ICTCUgwp3ca4ciRR1cxU,,speaker1
1,0,Sam only gave Ellen GRAPES.,Sam also gave Ellen oranges.,C,1,C,,,,"S1 focuses on ""Ellen."" Sam only gave grapes to Ellen and not to anyone else. S2 says that Sam also gave Ellen oranges, contradicting the exclusivity implied by ""only"" in S1. If Sam gave Ellen something else, then the exclusiveness of the gift (grapes) to Ellen is violated.",,,2,POS,2,ns2,audio,openai,gpt-audio,20260428_152454,chatcmpl-DZebKYbs8ICTCUgwp3ca4ciRR1cxU,,speaker1
2,0,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,A,1,A,,,,"S1 focuses on ""bananas."" Sam only gave Bill bananas, meaning Bill didn’t get anything else. S2 says Sam didn’t give Tom bananas, which supports (is entailed by) the exclusivity of Bill as the sole recipient of bananas.",,,1,NEG,1,ns2,audio,openai,gpt-audio,20260428_152454,chatcmpl-DZebKYbs8ICTCUgwp3ca4ciRR1cxU,,speaker1
3,0,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,B,0,C,,,,"S1 focuses on ""Ellen."" Sam only gave Ellen oranges, meaning Ellen is the only recipient of oranges. S2 says that Sam also gave Sue oranges, which contradicts the exclusive nature of Ellen’s receiving oranges in S1.",,,2,POS,1,ns2,audio,openai,gpt-audio,20260428_152454,chatcmpl-DZebKYbs8ICTCUgwp3ca4ciRR1cxU,,speaker1
4,0,Sam only gave TOM apples.,Sam also gave Bill apples.,C,0,B,,,,"S1 focuses on ""Tom."" Sam only gave Tom apples, meaning Tom didn’t receive anything else. S2 says Sam also gave Bill apples. This doesn’t contradict or entail S1. The focus in S1 is on Tom’s receiving only apples, not about who else got apples.",,,1,POS,1,ns2,audio,openai,gpt-audio,20260428_152454,chatcmpl-DZebKYbs8ICTCUgwp3ca4ciRR1cxU,,speaker1
5,0,Sam only gave Bill BANANAS.,Sam didn't give Bill grapes.,A,1,A,,,,"S1 focuses on ""bananas."" Sam only gave Bill bananas, meaning Bill didn’t get anything else. S2 says Sam didn’t give Bill grapes, which is entailed by the exclusive focus in S1. Since Bill only got bananas, he indeed didn’t get grapes.",,,2,NEG,2,ns2,audio,openai,gpt-audio,20260428_152454,chatcmpl-DZebKYbs8ICTCUgwp3ca4ciRR1cxU,,speaker1
6,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,B,0,C,,,,"S1 focuses on ""bananas."" Sam only gave Ellen bananas, meaning Ellen didn’t get anything else. S2 says Sam also gave Ellen grapes, contradicting the exclusivity that Ellen only received bananas in S1.",,,1,POS,2,ns2,audio,openai,gpt-audio,20260428_152454,chatcmpl-DZebKYbs8ICTCUgwp3ca4ciRR1cxU,,speaker1
7,0,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,B,0,A,,,,"S1 focuses on ""Ellen."" Sam only gave Ellen grapes, meaning Ellen was the sole recipient of grapes. S2 says Sam didn’t give Rob grapes, which is entailed by S1. If Ellen was the only person to get grapes, then naturally Rob got no grapes.",,,2,NEG,1,ns2,audio,openai,gpt-audio,20260428_152454,chatcmpl-DZebKYbs8ICTCUgwp3ca4ciRR1cxU,,speaker1
0,0,Sam only gave ROB bananas.,Sam also gave Rob oranges.,B,0,C,,,,"S1 says Sam only gave Rob bananas, but S2 says Sam also gave Rob oranges. The focused word in S1 is “only,” indicating exclusivity. S2 contradicts that exclusivity by adding another item (oranges).",,,1,POS,2,ns3,audio,openai,gpt-audio,20260428_152454,chatcmpl-DZebabbeZvHBt1WTWkJwML4CoBel3,,speaker1
1,0,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,C,1,C,,,,"S1 says Sam only gave Mary apples, but S2 says Sam also gave Mary bananas. The prosodic focus on “only” in S1 excludes other items, so S2 contradicts that exclusivity by introducing bananas.",,,2,POS,2,ns3,audio,openai,gpt-audio,20260428_152454,chatcmpl-DZebabbeZvHBt1WTWkJwML4CoBel3,,speaker1
