example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
2,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,0,C,,,,"in S1, “Sam only gave Bill grapes,” the focus is on Bill, meaning Sam didn’t give grapes to anyone else. In S2, “Sam also gave Sue grapes,” this contradicts the exclusivity implied by “only” in S1.",,,1,POS,2,ns1,audio,openai,gpt-audio,20260503_101812,chatcmpl-DbOBxW3IYkJSzUo76uRqoJiQylxmG,0,speaker2
3,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,0,C,,,,"in S1, “Sam only gave Sue oranges,” the focus is on Sue, meaning no one else got oranges. In S2, “Sam didn’t give Rob oranges,” this is consistent, but not entailed; it’s independent. Still, the main classification is contradicted by the continuation of events that weren’t entailed by the “only” focus in S1.",,,2,NEG,2,ns1,audio,openai,gpt-audio,20260503_101812,chatcmpl-DbOBxW3IYkJSzUo76uRqoJiQylxmG,0,speaker2
4,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,0,C,,,,"in S1, “Sam only gave Rob grapes,” the focus on Rob means no one else got grapes. In S2, “Sam also gave Rob oranges,” this addition of oranges is independent, not entailed, and the presence of “only” in S1 does not cover giving oranges. The classification leans toward contradiction of the general exclusive implication.",,,2,POS,1,ns1,audio,openai,gpt-audio,20260503_101812,chatcmpl-DbOBxW3IYkJSzUo76uRqoJiQylxmG,0,speaker2
5,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,1,A,,,,"in S1, “Sam only gave Tom oranges,” this implies Tom got no other fruit. In S2, “Sam didn’t give Tom bananas,” this is logically consistent with the notion presented in S1, since Tom only got oranges and hence didn’t get bananas. This is entailed.",,,1,NEG,1,ns1,audio,openai,gpt-audio,20260503_101812,chatcmpl-DbOBxW3IYkJSzUo76uRqoJiQylxmG,0,speaker2
6,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,1,C,,,,"in S1, “Sam only gave Ellen bananas,” this means Ellen received no other fruits. In S2, “Sam also gave Mary bananas,” this contradicts the interpretation in S1 that only Ellen received bananas. So it’s contradicted.",,,2,POS,2,ns1,audio,openai,gpt-audio,20260503_101812,chatcmpl-DbOBxW3IYkJSzUo76uRqoJiQylxmG,0,speaker2
7,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,0,C,,,,"in S1, “Sam only gave Ellen grapes,” Ellen got no other fruits. In S2, “Sam didn’t give Tom grapes,” that’s consistent but doesn’t follow from the exclusive focus in S1. There is no entailment that Tom must have been excluded from grapes, so these are independent. However, the main classification looks at whether the stated exclusivity holds. Subsequent information about Tom and fruits contradicts the exclusivity focused in S1.",,,1,NEG,2,ns1,audio,openai,gpt-audio,20260503_101812,chatcmpl-DbOBxW3IYkJSzUo76uRqoJiQylxmG,0,speaker2
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,1,C,,,,"S1 says ""Sam only gave Bill grapes"" (with focus on ""Bill""), and S2 says ""Sam also gave Sue grapes,"" which contradicts the exclusivity implied by ""only"" in S1.",,,1,POS,1,ns1,audio,openai,gpt-audio,20260503_101812,chatcmpl-DbOC7i3jwLIcS2MJxwsRsadqneEr9,1,speaker2
1,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,0,C,,,,"S1 says ""Sam only gave Sue oranges"" (with focus on ""Sue""), and S2 says ""Sam didn’t give Rob oranges."" There’s a contradiction to the exclusivity because the first sentence suggests that Sue was the only recipient of oranges, implying that no one else got oranges, yet S2 reinforces that no oranges went to Rob.",,,2,NEG,1,ns1,audio,openai,gpt-audio,20260503_101812,chatcmpl-DbOC7i3jwLIcS2MJxwsRsadqneEr9,1,speaker2
4,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,1,B,,,,"S1 says ""Sam only gave Tom oranges"" (with focus on ""Tom""), and S2 says ""Sam didn’t give Tom bananas."" There’s no direct entailment or contradiction here. The focus in S1 is on Tom receiving only oranges, and S2 independently states that Tom didn’t get bananas.",,,2,POS,1,ns1,audio,openai,gpt-audio,20260503_101812,chatcmpl-DbOC7i3jwLIcS2MJxwsRsadqneEr9,1,speaker2
5,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,0,C,,,,"S1 says ""Sam only gave Ellen bananas"" (with focus on ""Ellen""), and S2 says ""Sam also gave Mary bananas."" This contradicts the exclusivity implied by ""only"" in S1.",,,1,NEG,1,ns1,audio,openai,gpt-audio,20260503_101812,chatcmpl-DbOC7i3jwLIcS2MJxwsRsadqneEr9,1,speaker2
