example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,1,C,1,Sam only gave BILL grapes.,Sam also gave Sue grapes.,"focus on BILL means Sam gave grapes to Bill and to no one else; S2 says he also gave grapes to Sue, contradicting S1.",0.0,0.0,1,POS,1,f1,oracle,openai,gpt-5.1,20260519_145258,,,
1,0,Sam only gave SUE oranges.,Sam also gave Rob oranges.,C,1,C,1,Sam only gave SUE oranges.,Sam also gave Rob oranges.,"focus on SUE means Sam gave oranges to Sue and to no one else; S2 claims he also gave oranges to Rob, contradicting S1.",0.0,0.0,1,POS,1,f1,oracle,openai,gpt-5.1,20260519_145258,,,
2,0,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,A,1,A,1,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,"focus on SUE means Sam gave grapes to Sue and to no one else; this entails he did not give grapes to Ellen, so S2 is entailed.",0.0,0.0,1,NEG,1,f1,oracle,openai,gpt-5.1,20260519_145258,,,
3,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,0,A,1,Sam only gave TOM apples.,Sam didn't give Tom grapes.,"focus on TOM means Tom is the only recipient of apples; this does not restrict what fruit Tom got, so S2 (about grapes) is independent of that and not entailed or contradicted.",0.0,0.0,1,NEG,2,f1,oracle,openai,gpt-5.1,20260519_145258,,,
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,1,C,1,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,"focus on ORANGES means oranges are the only thing Sam gave Rob; S2 says he also gave Rob apples, contradicting S1.",0.0,0.0,2,POS,2,f1,oracle,openai,gpt-5.1,20260519_145258,,,
5,0,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,A,1,A,1,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,"focus on SUE means Sue is the only recipient of grapes; this entails Sam did not give grapes to Tom, so S2 is entailed.",0.0,0.0,1,NEG,1,f1,oracle,openai,gpt-5.1,20260519_145258,,,
6,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,0,C,1,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,"focus on BANANAS means bananas are the only thing Sam gave Ellen, not the only person who got bananas; S1 allows him to give bananas to others, so S2 is independent, not entailed or contradicted.",0.0,0.0,2,POS,1,f1,oracle,openai,gpt-5.1,20260519_145258,,,
7,0,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,B,0,A,1,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,"focus on ROB means Rob is the only recipient of bananas; this does not restrict what else Rob received, so S2 (about oranges) is independent and not entailed or contradicted.",0.0,0.0,1,NEG,2,f1,oracle,openai,gpt-5.1,20260519_145258,,,
8,0,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,C,1,C,1,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,"focus on BANANAS means bananas are the only thing Sam gave Mary; S2 says he also gave her apples, contradicting S1.",0.0,0.0,2,POS,2,f1,oracle,openai,gpt-5.1,20260519_145258,,,
9,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,1,B,1,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,"focus on ORANGES means oranges are the only thing Sam gave Sue; it does not say who else (if anyone) got oranges, so S2 about Rob is independent of S1.",0.0,0.0,2,NEG,1,f1,oracle,openai,gpt-5.1,20260519_145258,,,
0,0,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,A,0,B,1,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,"the focus on ROB means S1 entails Sam gave bananas to Rob and to no one else bananas; it says nothing about giving bananas to Tom (a different person), so S2 is not entailed nor contradicted.",0.0,0.0,1,NEG,1,f2,oracle,openai,gpt-5.1,20260519_145258,,,
1,0,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,B,1,B,1,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,"the focus on TOM means S1 entails Sam gave grapes to Tom and to no one else grapes; it does not restrict what Sam might have given Tom besides grapes, so S2 about oranges is independent.",0.0,0.0,1,NEG,2,f2,oracle,openai,gpt-5.1,20260519_145258,,,
2,0,Sam only gave SUE oranges.,Sam also gave Sue apples.,B,0,C,1,Sam only gave SUE oranges.,Sam also gave Sue apples.,"the focus on SUE means S1 entails that among people, only Sue got oranges; it does not limit what Sue might receive. S2 adds that Sue got apples too, which does not conflict with S1, so actually they are independent. However, per the “only”-focus logic here, S2 does not follow and is not contradicted, so this should be B, not C.",0.0,0.0,1,POS,2,f2,oracle,openai,gpt-5.1,20260519_145258,,,
