example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
2,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,1,B,,,,"S1 places prosodic focus on ""oranges"", meaning oranges were the only thing Sam gave to Sue. This provides no information about what Sam gave to Rob, making S2 independent.",,,1,POS,2,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_194855,,0,speaker2
3,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,0,C,,,,"S1 places prosodic focus on ""grapes"", meaning grapes were the only thing Sam gave to Rob. S2 states that Sam also gave Rob oranges, which contradicts S1.",,,2,NEG,2,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_194855,,0,speaker2
4,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,0,A,,,,"S1 places prosodic focus on ""oranges"", meaning oranges were the only thing Sam gave to Tom. This logically entails S2, which states that Sam did not give Tom bananas.",,,2,POS,1,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_194855,,0,speaker2
5,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,0,C,,,,"S1 places prosodic focus on ""Ellen"", meaning Ellen was the only person who received bananas. S2 states that Mary also received bananas, which contradicts S1.",,,1,NEG,1,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_194855,,0,speaker2
6,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,0,A,,,,"S1 places prosodic focus on ""Ellen"", meaning Ellen was the only person who received grapes. This logically entails S2, which states that Sam did not give Tom grapes.",,,2,POS,2,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_194855,,0,speaker2
7,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,0,C,,,,"S1 places prosodic focus on ""oranges"", meaning oranges were the only thing Sam gave to Rob. S2 states that Sam also gave Rob apples, which contradicts S1.",,,1,NEG,2,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_194855,,0,speaker2
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,1,C,,,,"S1 places prosodic focus on ""Bill"", meaning Sam gave grapes to Bill and to no one else. S2 states that Sam gave grapes to Sue, which contradicts S1.",,,1,POS,1,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_194855,,1,speaker2
1,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,1,B,,,,"S1 places prosodic focus on ""oranges"", meaning Sam gave Sue oranges and nothing else. This provides no information about what Sam gave to Rob, making S2 independent.",,,2,NEG,1,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_194855,,1,speaker2
4,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,1,B,,,,"S1 places prosodic focus on ""bananas"", meaning Sam gave Ellen bananas and nothing else. This provides no information about what Sam gave to Mary, making S2 independent.",,,2,POS,1,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_194855,,1,speaker2
5,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,1,A,,,,"S1 places prosodic focus on ""Ellen"", meaning Sam gave grapes to Ellen and to no one else. This entails S2, which states that Sam didn't give Tom grapes.",,,1,NEG,1,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_194855,,1,speaker2
6,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,1,C,,,,"S1 places prosodic focus on ""oranges"", meaning Sam gave Rob oranges and nothing else. S2 states that Sam also gave Rob apples, which contradicts S1.",,,2,POS,2,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_194855,,1,speaker2
7,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,0,A,,,,"S1 places prosodic focus on ""apples"", meaning Sam gave Tom apples and nothing else. This entails S2, which states that Sam didn't give Tom grapes.",,,1,NEG,2,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_194855,,1,speaker2
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,1,C,,,,"S1 places prosodic focus on ""Bill"", meaning Bill was the only person to receive grapes. S2 states that Sue also received grapes, which contradicts S1.",,,1,POS,1,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_194855,,2,speaker2
1,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,1,B,,,,"S1 places prosodic focus on ""oranges"", meaning oranges were the only thing Sue received. This provides no information about what Rob received, making S2 independent of S1.",,,2,NEG,1,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_194855,,2,speaker2
2,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,0,C,,,,"S1 places prosodic focus on ""grapes"", meaning grapes were the only thing Rob received. S2 states that Rob also received oranges, which contradicts S1.",,,1,POS,2,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_194855,,2,speaker2
3,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,1,A,,,,"S1 places prosodic focus on ""oranges"", meaning oranges were the only thing Tom received. This entails S2, which states that Tom did not receive bananas.",,,2,NEG,2,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_194855,,2,speaker2
6,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,1,C,,,,"S1 places prosodic focus on ""oranges"", meaning oranges were the only thing Rob received. S2 states that Rob also received apples, which contradicts S1.",,,2,POS,2,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_194855,,2,speaker2
7,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,1,B,,,,"S1 places prosodic focus on ""Tom"", meaning Tom was the only person to receive apples. This provides no information about whether Tom received grapes, making S2 independent of S1.",,,1,NEG,2,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_194855,,2,speaker2
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,1,C,,,,"S1 places prosodic focus on ""BILL"", meaning Bill is the only person who received grapes from Sam. S2 states that Sam also gave Sue grapes, which directly contradicts S1.",,,1,POS,1,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_194855,,3,speaker2
1,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,1,B,,,,"S1 places prosodic focus on ""ORANGES"", meaning oranges are the only thing Sam gave Sue. This provides no information about what Sam gave Rob, making S2 independent of S1.",,,2,NEG,1,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_194855,,3,speaker2
2,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,1,B,,,,"S1 places prosodic focus on ""ROB"", meaning Rob is the only person who received grapes from Sam. This provides no information about whether Sam also gave Rob other items like oranges, making S2 independent of S1.",,,1,POS,2,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_194855,,3,speaker2
3,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,1,A,,,,"S1 places prosodic focus on ""ORANGES"", meaning oranges are the only thing Sam gave Tom. This logically entails that Sam did not give Tom bananas, which is exactly what S2 states.",,,2,NEG,2,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_194855,,3,speaker2
4,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,0,C,,,,"S1 places prosodic focus on ""ELLEN"", meaning Ellen is the only person who received bananas from Sam. S2 states that Sam also gave Mary bananas, which directly contradicts S1.",,,2,POS,1,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_194855,,3,speaker2
5,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,1,A,,,,"S1 places prosodic focus on ""ELLEN"", meaning Ellen is the only person who received grapes from Sam. This logically entails that Sam did not give Tom grapes, which is exactly what S2 states.",,,1,NEG,1,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_194855,,3,speaker2
2,0,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,A,0,C,,,,"S1 places prosodic focus on ""grapes"", meaning grapes were the only thing Sam gave Ellen. This contradicts S2, which states he also gave her oranges.",,,1,NEG,1,ns2,audio,gemini,gemini-3.1-pro-preview,20260502_194855,,0,speaker2
3,0,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,B,0,A,,,,"S1 places prosodic focus on ""Bill"", meaning Bill was the only person Sam gave bananas to. This entails S2, which states he didn't give bananas to Tom.",,,2,POS,1,ns2,audio,gemini,gemini-3.1-pro-preview,20260502_194855,,0,speaker2
