example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
2,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,0,A,,,,"if Sam ""only gave Rob grapes,"" that means Rob received nothing but grapes. The second sentence, ""Sam also gave Rob oranges,"" confirms that Rob received oranges in addition to grapes, contradicting the exclusivity implied by ""only."" So the second statement is logically entailed by the first.",,,1,POS,2,ns1,audio,openai,gpt-4o-audio-preview,20260503_142543,chatcmpl-DbS3UbNmTN4O0rkrx8PYk0nRDQ5Ac,0,speaker2
3,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,1,A,,,,"if Sam ""only gave Tom oranges,"" then Tom received nothing but oranges. The second sentence, ""Sam didn’t give Tom bananas,"" aligns perfectly with the restriction implied by ""only."" The second statement follows from the first, making it entailed.",,,2,NEG,2,ns1,audio,openai,gpt-4o-audio-preview,20260503_142543,chatcmpl-DbS3UbNmTN4O0rkrx8PYk0nRDQ5Ac,0,speaker2
4,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,0,A,,,,"if Sam ""only gave Ellen bananas,"" that means Ellen received bananas exclusively. The second sentence, ""Sam also gave Mary bananas,"" doesn’t contradict Ellen’s exclusivity. Instead, it just states that someone else (Mary) also received bananas. Since that’s not about Ellen, the second statement doesn’t contradict or add anything unexpected to the first, making it entailed.",,,2,POS,1,ns1,audio,openai,gpt-4o-audio-preview,20260503_142543,chatcmpl-DbS3UbNmTN4O0rkrx8PYk0nRDQ5Ac,0,speaker2
5,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,1,A,,,,"if Sam ""only gave Ellen grapes,"" that means Ellen received only grapes and nothing else. The second sentence, ""Sam didn’t give Tom grapes,"" says something about Tom, not Ellen. This doesn't violate or introduce any new information against the first statement. Hence, the second sentence is entailed because it’s consistent with the first.",,,1,NEG,1,ns1,audio,openai,gpt-4o-audio-preview,20260503_142543,chatcmpl-DbS3UbNmTN4O0rkrx8PYk0nRDQ5Ac,0,speaker2
6,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,0,A,,,,"if Sam ""only gave Rob oranges,"" that means Rob received oranges and only oranges. The second sentence, ""Sam also gave Rob apples,"" confirms that Rob received both oranges and apples, which aligns logically with the idea that he was given oranges (though it adds new information about apples). The oranges aspect is still confirmed, so the second sentence is entailed by the first.",,,2,POS,2,ns1,audio,openai,gpt-4o-audio-preview,20260503_142543,chatcmpl-DbS3UbNmTN4O0rkrx8PYk0nRDQ5Ac,0,speaker2
7,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,0,A,,,,"if Sam ""only gave Tom apples,"" then Tom received only apples. The second sentence, ""Sam didn’t give Tom grapes,"" naturally follows from the fact that Tom only received apples. If he only got apples, then he logically didn’t get grapes. Thus, the second sentence is entailed by the first.",,,1,NEG,2,ns1,audio,openai,gpt-4o-audio-preview,20260503_142543,chatcmpl-DbS3UbNmTN4O0rkrx8PYk0nRDQ5Ac,0,speaker2
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,0,B,,,,"S1 says Sam only gave Bill grapes, which focuses on Bill receiving grapes and no one else. S2 says Sam also gave Sue grapes, which introduces a new person receiving the same item. This statement is independent, as it doesn't contradict or entail S1.",,,1,POS,1,ns1,audio,openai,gpt-4o-audio-preview,20260503_142543,chatcmpl-DbS3guFKtyl0AGzIuFGe2qUr2s5bF,1,speaker2
1,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,1,B,,,,"S1 says Sam only gave Sue oranges, which implies Sue exclusively received oranges from Sam. S2 says Sam didn’t give Rob oranges, focusing on Rob not receiving oranges, which is a separate subject and therefore independent of the first statement.",,,2,NEG,1,ns1,audio,openai,gpt-4o-audio-preview,20260503_142543,chatcmpl-DbS3guFKtyl0AGzIuFGe2qUr2s5bF,1,speaker2
4,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,1,B,,,,"S1 says Sam only gave Ellen bananas, which implies Ellen exclusively received bananas. S2 says Sam also gave Mary bananas, introducing a new person receiving bananas as well. This is independent, as it does not contradict or entail the first statement.",,,2,POS,1,ns1,audio,openai,gpt-4o-audio-preview,20260503_142543,chatcmpl-DbS3guFKtyl0AGzIuFGe2qUr2s5bF,1,speaker2
5,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,0,B,,,,"S1 says Sam only gave Ellen grapes, which focuses on Ellen exclusively receiving grapes. S2 says Sam didn’t give Tom grapes. This is independent because it’s a separate context about Tom and doesn’t contradict or entail Ellen’s situation.",,,1,NEG,1,ns1,audio,openai,gpt-4o-audio-preview,20260503_142543,chatcmpl-DbS3guFKtyl0AGzIuFGe2qUr2s5bF,1,speaker2
6,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,0,B,,,,"S1 says Sam only gave Rob oranges, which means Rob exclusively received oranges and no other fruit. S2 says Sam also gave Rob apples, which contradicts S1 by now including apples. S1’s focus on “only” meant Rob got no other fruits, so this is a contradiction.",,,2,POS,2,ns1,audio,openai,gpt-4o-audio-preview,20260503_142543,chatcmpl-DbS3guFKtyl0AGzIuFGe2qUr2s5bF,1,speaker2
7,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,0,A,,,,"S1 says Sam only gave Tom apples, meaning Tom got only apples and no other fruit. S2 says Sam didn’t give Tom grapes, which aligns with S1 because S1 implies Tom didn’t get anything else other than apples. Thus, this is entailed.",,,1,NEG,2,ns1,audio,openai,gpt-4o-audio-preview,20260503_142543,chatcmpl-DbS3guFKtyl0AGzIuFGe2qUr2s5bF,1,speaker2
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,0,B,,,,"S1 states that Sam only gave Bill grapes, which implies that he didn't give grapes to anyone else. S2 states that Sam also gave Sue grapes, which contradicts the exclusivity implied by the ""only"" in S1, but does not directly negate it in a logical sense. Thus, the two statements are independent since S2 introduces a new piece of information without directly contradicting S1.",,,1,POS,1,ns1,audio,openai,gpt-4o-audio-preview,20260503_142543,chatcmpl-DbS3s3XHCa0uOvnjSoYD0UNZscFYv,2,speaker2
1,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,1,B,,,,"S1 says that Sam only gave Sue oranges, meaning he didn't give oranges to anyone else. S2 says that Sam didn’t give Rob oranges, which fits with S1’s focus on Sue and doesn’t contradict it. Hence, the statements are independent.",,,2,NEG,1,ns1,audio,openai,gpt-4o-audio-preview,20260503_142543,chatcmpl-DbS3s3XHCa0uOvnjSoYD0UNZscFYv,2,speaker2
2,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,1,B,,,,"S1 says that Sam only gave Rob grapes, meaning Rob was the only recipient of grapes. S2 says Sam also gave Rob oranges, which does not contradict the first statement since oranges are a different fruit. They are therefore independent.",,,1,POS,2,ns1,audio,openai,gpt-4o-audio-preview,20260503_142543,chatcmpl-DbS3s3XHCa0uOvnjSoYD0UNZscFYv,2,speaker2
3,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,1,A,,,,"S1 says Sam only gave Tom oranges, which means he did not give Tom any other fruit. S2 says that Sam didn’t give Tom bananas. This is entailed by S1 since if Sam only gave Tom oranges, then he could not have given him bananas.",,,2,NEG,2,ns1,audio,openai,gpt-4o-audio-preview,20260503_142543,chatcmpl-DbS3s3XHCa0uOvnjSoYD0UNZscFYv,2,speaker2
6,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,0,B,,,,"S1 says that Sam only gave Ellen bananas, meaning no one else got bananas from Sam. S2 says Sam also gave Mary bananas, which contradicts the exclusivity implied by ""only Ellen."" However, it’s not a direct logical contradiction, making these statements independent.",,,2,POS,2,ns1,audio,openai,gpt-4o-audio-preview,20260503_142543,chatcmpl-DbS3s3XHCa0uOvnjSoYD0UNZscFYv,2,speaker2
7,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,0,A,,,,"S1 says Sam only gave Ellen grapes, so Tom couldn’t have received any grapes. S2 that says Sam didn’t give Tom grapes fits perfectly with what S1 implies, so S2 is entailed by S1.",,,1,NEG,2,ns1,audio,openai,gpt-4o-audio-preview,20260503_142543,chatcmpl-DbS3s3XHCa0uOvnjSoYD0UNZscFYv,2,speaker2
