example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,1,C,,,,"S1 states that Sam *only* gave Bill grapes, implying he didn't give grapes to anyone else. S2 states that Sam *also* gave Sue grapes, which contradicts the exclusivity implied by ""only"" in S1.",,,1,POS,1,ns1,audio,gemini,gemini-2.5-flash,20260428_152502,,,speaker2
1,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,0,A,,,,"S1 states that Sam *only* gave Sue oranges, which implies he didn't give oranges to anyone else. S2 states that Sam didn't give Rob oranges, which is consistent with and entailed by S1.",,,2,NEG,1,ns1,audio,gemini,gemini-2.5-flash,20260428_152502,,,speaker2
2,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,0,C,,,,"S1 states that Sam *only* gave Rob grapes, implying that grapes were the *only* thing he gave to Rob. S2 states that Sam *also* gave Rob oranges, which contradicts the exclusivity of ""only"" in S1 regarding what Rob received.",,,1,POS,2,ns1,audio,gemini,gemini-2.5-flash,20260428_152502,,,speaker2
3,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,1,A,,,,"S1 states that Sam *only* gave Tom oranges, implying that oranges were the *only* thing he gave to Tom. S2 states that Sam didn't give Tom bananas, which is consistent with and entailed by S1.",,,2,NEG,2,ns1,audio,gemini,gemini-2.5-flash,20260428_152502,,,speaker2
4,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,0,C,,,,"S1 states that Sam *only* gave Ellen bananas, implying he didn't give bananas to anyone else. S2 states that Sam *also* gave Mary bananas, which contradicts the exclusivity implied by ""only"" in S1.",,,2,POS,1,ns1,audio,gemini,gemini-2.5-flash,20260428_152502,,,speaker2
5,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,1,A,,,,"S1 states that Sam *only* gave Ellen grapes, which implies he didn't give grapes to anyone else. S2 states that Sam didn't give Tom grapes, which is consistent with and entailed by S1.",,,1,NEG,1,ns1,audio,gemini,gemini-2.5-flash,20260428_152502,,,speaker2
6,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,1,C,,,,"S1 states that Sam *only* gave Rob oranges, implying that oranges were the *only* thing he gave to Rob. S2 states that Sam *also* gave Rob apples, which contradicts the exclusivity of ""only"" in S1 regarding what Rob received.",,,2,POS,2,ns1,audio,gemini,gemini-2.5-flash,20260428_152502,,,speaker2
7,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,0,A,,,,"S1 states that Sam *only* gave Tom apples, implying that apples were the *only* thing he gave to Tom. S2 states that Sam didn't give Tom grapes, which is consistent with and entailed by S1.",,,1,NEG,2,ns1,audio,gemini,gemini-2.5-flash,20260428_152502,,,speaker2
0,0,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,0,A,,,,"S1 states that the only item Sam gave to Bill was grapes. This entails that Sam did not give Bill any other items, including oranges.",,,1,NEG,2,ns2,audio,gemini,gemini-2.5-flash,20260428_152502,,,speaker2
1,0,Sam only gave Ellen GRAPES.,Sam also gave Ellen oranges.,C,0,A,,,,"S1 states that the only item Sam gave to Bill was grapes. This entails that Sam did not give Bill any other items, including oranges.",,,2,POS,2,ns2,audio,gemini,gemini-2.5-flash,20260428_152502,,,speaker2
2,0,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,A,0,C,,,,"S1 states that the only item Sam gave to Ellen was grapes. S2 states that Sam also gave Ellen oranges, which contradicts S1.",,,1,NEG,1,ns2,audio,gemini,gemini-2.5-flash,20260428_152502,,,speaker2
3,0,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,B,1,B,,,,"S1 states that the only item Sam gave to Bill was bananas. This statement does not provide any information about what Sam gave or didn't give to Tom. Therefore, S2 is independent.",,,2,POS,1,ns2,audio,gemini,gemini-2.5-flash,20260428_152502,,,speaker2
