example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
2,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,0,C,,,,"the prosodic focus in S1 is on ""grapes"", meaning the only thing Sam gave Rob was grapes. This contradicts S2, which states that Sam also gave Rob oranges.",,,1,POS,2,ns1,audio,gemini,gemini-3.1-pro-preview,20260503_142543,,0,speaker2
3,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,1,A,,,,"the prosodic focus in S1 is on ""oranges"", meaning the only thing Sam gave Tom was oranges. This entails S2, which states that Sam didn't give Tom bananas.",,,2,NEG,2,ns1,audio,gemini,gemini-3.1-pro-preview,20260503_142543,,0,speaker2
4,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,1,B,,,,"the prosodic focus in S1 is on ""bananas"", meaning the only thing Sam gave Ellen was bananas. This provides no information about what Sam gave Mary, making S2 independent.",,,2,POS,1,ns1,audio,gemini,gemini-3.1-pro-preview,20260503_142543,,0,speaker2
5,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,1,A,,,,"the prosodic focus in S1 is on ""Ellen"", meaning Ellen was the only person Sam gave grapes to. This entails S2, which states that Sam didn't give Tom grapes.",,,1,NEG,1,ns1,audio,gemini,gemini-3.1-pro-preview,20260503_142543,,0,speaker2
6,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,1,C,,,,"the prosodic focus in S1 is on ""oranges"", meaning the only thing Sam gave Rob was oranges. This contradicts S2, which states that Sam also gave Rob apples.",,,2,POS,2,ns1,audio,gemini,gemini-3.1-pro-preview,20260503_142543,,0,speaker2
7,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,1,B,,,,"the prosodic focus in S1 is on ""Tom"", meaning Tom was the only person Sam gave apples to. This provides no information about whether Sam gave Tom grapes, making S2 independent.",,,1,NEG,2,ns1,audio,gemini,gemini-3.1-pro-preview,20260503_142543,,0,speaker2
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,1,C,,,,"S1 places prosodic focus on ""Bill"", meaning Bill was the only person who received grapes. S2 states that Sue also received grapes, which contradicts S1.",,,1,POS,1,ns1,audio,gemini,gemini-3.1-pro-preview,20260503_142543,,1,speaker2
1,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,1,B,,,,"S1 places prosodic focus on ""oranges"", meaning oranges were the only thing given to Sue. It provides no information about what was given to Rob, making S2 independent.",,,2,NEG,1,ns1,audio,gemini,gemini-3.1-pro-preview,20260503_142543,,1,speaker2
4,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,1,B,,,,"S1 places prosodic focus on ""bananas"", meaning bananas were the only thing given to Ellen. It provides no information about what Mary received, making S2 independent.",,,2,POS,1,ns1,audio,gemini,gemini-3.1-pro-preview,20260503_142543,,1,speaker2
5,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,1,A,,,,"S1 places prosodic focus on ""Ellen"", meaning Ellen was the only person who received grapes. This logically entails that Tom did not receive grapes, as stated in S2.",,,1,NEG,1,ns1,audio,gemini,gemini-3.1-pro-preview,20260503_142543,,1,speaker2
