example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
2,0,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,A,1,A,,,,"the first sentence focuses on ""Sue"" (Sam only gave Sue grapes). The second sentence states that Sam didn't give Ellen grapes. This is entailed because if Sam only gave grapes to Sue, it means no one else, including Ellen, received grapes.",,,1,NEG,1,f1,audio,openai,gpt-4o-audio-preview,20260503_141256,chatcmpl-DbRr3LwZ2GnVaiUoj1zpfOCSKtEnn,0,speaker0
3,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,0,A,,,,"the first sentence emphasizes ""Tom"" (Sam only gave Tom apples), and the second sentence states that Sam didn't give Tom grapes. This is entailed because if Tom only got apples, he didn't get grapes.",,,1,NEG,2,f1,audio,openai,gpt-4o-audio-preview,20260503_141256,chatcmpl-DbRr3LwZ2GnVaiUoj1zpfOCSKtEnn,0,speaker0
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,0,A,,,,"the first sentence focuses on ""Rob"" (Sam only gave Rob oranges). The second sentence says Sam also gave Rob apples. This is entailed because if Sam only gave Rob oranges, the second sentence implies an addition, which could happen after the scope of ""only.""",,,2,POS,2,f1,audio,openai,gpt-4o-audio-preview,20260503_141256,chatcmpl-DbRr3LwZ2GnVaiUoj1zpfOCSKtEnn,0,speaker0
5,0,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,A,1,A,,,,"the first sentence emphasizes ""Sue"" (Sam only gave Sue grapes). The second sentence says Sam didn't give Tom grapes. This is entailed because if only Sue got grapes, Tom did not.",,,1,NEG,1,f1,audio,openai,gpt-4o-audio-preview,20260503_141256,chatcmpl-DbRr3LwZ2GnVaiUoj1zpfOCSKtEnn,0,speaker0
6,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,0,A,,,,"the first sentence highlights ""Ellen"" (Sam only gave Ellen bananas). The second sentence says Sam also gave Mary bananas. This is entailed because ""only Ellen"" suggests that Mary didn't get any in the initial scenario, but the second sentence adds more information that can still fit within the same context.",,,2,POS,1,f1,audio,openai,gpt-4o-audio-preview,20260503_141256,chatcmpl-DbRr3LwZ2GnVaiUoj1zpfOCSKtEnn,0,speaker0
7,0,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,B,0,A,,,,"the first statement emphasizes ""Rob"" (Sam only gave Rob bananas). The second sentence says Sam didn't give Rob oranges. This is entailed because if Rob only received bananas, he didn't receive any other fruit like oranges.",,,1,NEG,2,f1,audio,openai,gpt-4o-audio-preview,20260503_141256,chatcmpl-DbRr3LwZ2GnVaiUoj1zpfOCSKtEnn,0,speaker0
8,0,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,C,0,A,,,,"the first sentence focuses on ""Mary"" (Sam only gave Mary bananas). The second sentence says Sam also gave Mary apples. This is entailed in the sense that ""only bananas"" in the first statement can be adjusted by adding another action afterward.",,,2,POS,2,f1,audio,openai,gpt-4o-audio-preview,20260503_141256,chatcmpl-DbRr3LwZ2GnVaiUoj1zpfOCSKtEnn,0,speaker0
9,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,0,A,,,,"the first statement emphasizes ""Sue"" (Sam only gave Sue oranges). The second sentence says Sam didn't give Rob oranges. This is entailed because if only Sue got the oranges, then Rob did not get any.",,,2,NEG,1,f1,audio,openai,gpt-4o-audio-preview,20260503_141256,chatcmpl-DbRr3LwZ2GnVaiUoj1zpfOCSKtEnn,0,speaker0
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,1,C,,,,"S1 states that Sam only gave Bill grapes, limiting the recipient to Bill alone, while S2 claims Sam also gave Sue grapes. The second sentence contradicts the exclusivity stated in the first.",,,1,POS,1,f1,audio,openai,gpt-4o-audio-preview,20260503_141256,chatcmpl-DbRrDzEunYQOrzfcgNmsvNKTs53W2,1,speaker0
1,0,Sam only gave SUE oranges.,Sam also gave Rob oranges.,C,1,C,,,,"S1 states that Sam only gave Sue oranges, meaning Sue is the only recipient of oranges, but S2 says Sam also gave Rob oranges. This contradicts the exclusivity in S1.",,,1,POS,1,f1,audio,openai,gpt-4o-audio-preview,20260503_141256,chatcmpl-DbRrDzEunYQOrzfcgNmsvNKTs53W2,1,speaker0
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,0,B,,,,"S1 states that Sam only gave Rob oranges, while S2 says Sam also gave Rob apples. The first sentence talks only about oranges while the second talks about apples—two different items—so they are independent statements.",,,2,POS,2,f1,audio,openai,gpt-4o-audio-preview,20260503_141256,chatcmpl-DbRrDzEunYQOrzfcgNmsvNKTs53W2,1,speaker0
5,0,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,A,0,C,,,,"S1 says Sam only gave Sue grapes (suggesting no one else got grapes), whereas S2 says Sam didn’t give Tom grapes. The focus on ""Sue"" in S1 implies exclusivity, so it doesn't contradict S2—both statements align on no grapes for Tom.",,,1,NEG,1,f1,audio,openai,gpt-4o-audio-preview,20260503_141256,chatcmpl-DbRrDzEunYQOrzfcgNmsvNKTs53W2,1,speaker0
6,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,0,C,,,,"S1 says that Sam only gave Ellen bananas, meaning Ellen is the sole recipient of bananas. S2 says Sam also gave Mary bananas, which contradicts the exclusivity claim from S1.",,,2,POS,1,f1,audio,openai,gpt-4o-audio-preview,20260503_141256,chatcmpl-DbRrDzEunYQOrzfcgNmsvNKTs53W2,1,speaker0
7,0,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,B,0,C,,,,"S1 says Sam only gave Rob bananas, meaning Rob is the only person who received bananas, while S2 says Sam didn’t give Rob oranges. The second sentence is about oranges, which is unrelated to the exclusivity of bananas in S1, so they are independent.",,,1,NEG,2,f1,audio,openai,gpt-4o-audio-preview,20260503_141256,chatcmpl-DbRrDzEunYQOrzfcgNmsvNKTs53W2,1,speaker0
8,0,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,C,0,A,,,,"S1 says Sam only gave Mary bananas, which restricts the gifts to bananas for Mary only, while S2 says Sam also gave Mary apples. Since S1 focuses on bananas for Mary (and only bananas), the fact that S2 adds apples contradicts the exclusivity.",,,2,POS,2,f1,audio,openai,gpt-4o-audio-preview,20260503_141256,chatcmpl-DbRrDzEunYQOrzfcgNmsvNKTs53W2,1,speaker0
9,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,1,B,,,,"S1 says Sam only gave Sue oranges, while S2 says Sam didn’t give Rob oranges. These statements do not depend on each other because S1 is about Sue and S2 is about Rob, making them independent.",,,2,NEG,1,f1,audio,openai,gpt-4o-audio-preview,20260503_141256,chatcmpl-DbRrDzEunYQOrzfcgNmsvNKTs53W2,1,speaker0
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,1,C,,,,"S1 says Sam only gave Bill grapes, which excludes giving grapes to anyone else. S2 says Sam also gave Sue grapes, which contradicts the limitation from S1.",,,1,POS,1,f1,audio,openai,gpt-4o-audio-preview,20260503_141256,chatcmpl-DbRrMkk70dLjylJ9genbU1YEtMWrF,2,speaker0
1,0,Sam only gave SUE oranges.,Sam also gave Rob oranges.,C,1,C,,,,"S1 says Sam only gave Sue oranges, meaning Sue was the sole recipient of oranges. S2 says Sam also gave Rob oranges, which contradicts the exclusivity asserted in S1.",,,1,POS,1,f1,audio,openai,gpt-4o-audio-preview,20260503_141256,chatcmpl-DbRrMkk70dLjylJ9genbU1YEtMWrF,2,speaker0
2,0,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,A,1,A,,,,"S1 says Sam only gave Sue grapes, meaning no one else got grapes. S2 says Sam didn't give Ellen grapes, which is consistent with S1 since Ellen is not Sue.",,,1,NEG,1,f1,audio,openai,gpt-4o-audio-preview,20260503_141256,chatcmpl-DbRrMkk70dLjylJ9genbU1YEtMWrF,2,speaker0
3,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,0,A,,,,"S1 says Sam only gave Tom apples, so he didn’t give any other fruit to Tom or apples to anyone else. S2 says Sam didn’t give Tom grapes, which aligns with S1’s limitation.",,,1,NEG,2,f1,audio,openai,gpt-4o-audio-preview,20260503_141256,chatcmpl-DbRrMkk70dLjylJ9genbU1YEtMWrF,2,speaker0
6,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,0,C,,,,"S1 says Sam only gave Sue grapes, so he didn’t give anything else to Sue or grapes to anyone else. S2 says Sam didn't give Tom grapes, which is consistent with S1’s statement.",,,2,POS,1,f1,audio,openai,gpt-4o-audio-preview,20260503_141256,chatcmpl-DbRrMkk70dLjylJ9genbU1YEtMWrF,2,speaker0
7,0,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,B,0,C,,,,"S1 says Sam only gave Ellen bananas, meaning she was the sole recipient of bananas. S2 says Sam also gave Mary bananas, which contradicts the exclusivity in S1.",,,1,NEG,2,f1,audio,openai,gpt-4o-audio-preview,20260503_141256,chatcmpl-DbRrMkk70dLjylJ9genbU1YEtMWrF,2,speaker0
8,0,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,C,0,A,,,,"S1 says Sam only gave Rob bananas, meaning he didn’t give Rob anything else or bananas to anyone else. S2 says Sam didn’t give Rob oranges, which is consistent with S1.",,,2,POS,2,f1,audio,openai,gpt-4o-audio-preview,20260503_141256,chatcmpl-DbRrMkk70dLjylJ9genbU1YEtMWrF,2,speaker0
9,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,0,C,,,,"S1 says Sam only gave Mary bananas, so she was the only recipient of bananas. S2 says Sam also gave Mary apples, which contradicts the restriction in S1.",,,2,NEG,1,f1,audio,openai,gpt-4o-audio-preview,20260503_141256,chatcmpl-DbRrMkk70dLjylJ9genbU1YEtMWrF,2,speaker0
