example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
5,0,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,A,0,C,,,,"in S1, ""Sam only gave SUE grapes"" means that Sue is the only person that got grapes from Sam. In S2, ""Sam didn't give TOM grapes"" is independent of the specific restriction on Sue in S1. However, when S1 states the exclusivity on Sue, this logically entails that no one else, including Tom, got grapes. So S2 follows that idea. But the task requires care with focus—since S1 focused on Sue and grapes, the connection to Tom is not directly entailed. S2 just narrowly aligns, and in this case, it’s contradicted based on the known focus.",,,1,NEG,1,f1,audio,openai,gpt-audio,20260503_144711,chatcmpl-DbSOAr1LToCCCU1iFrrRbjxRblHSj,0,speaker0
6,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,0,C,,,,"in S1, ""Sam only gave ELLEN bananas"" means Ellen is the only person who received bananas. In S2, ""Sam also gave MARY bananas"" directly contradicts that exclusivity on Ellen. If Mary also got bananas, then Ellen was not the only one. Thus, this straightforward contradiction is based on the exclusivity implied by the word 'only' in S1.",,,2,POS,1,f1,audio,openai,gpt-audio,20260503_144711,chatcmpl-DbSOAr1LToCCCU1iFrrRbjxRblHSj,0,speaker0
7,0,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,B,0,A,,,,"in S1, ""Sam only gave ROB bananas"" means that the only thing Rob received from Sam were bananas—Rob didn’t get anything else. In S2, ""Sam didn’t give ROB oranges"" follows directly from that. If Rob only got bananas, then Rob certainly didn’t get oranges. Therefore, S2 is entailed by S1.",,,1,NEG,2,f1,audio,openai,gpt-audio,20260503_144711,chatcmpl-DbSOAr1LToCCCU1iFrrRbjxRblHSj,0,speaker0
8,0,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,C,1,C,,,,"in S1, ""Sam only gave MARY bananas"" means Mary is the only person who received bananas. In S2, ""Sam also gave MARY apples"" contradicts the exclusivity of bananas. It means Mary received something else besides bananas, which goes against the meaning of 'only' in S1. Therefore, S2 contradicts S1.",,,2,POS,2,f1,audio,openai,gpt-audio,20260503_144711,chatcmpl-DbSOAr1LToCCCU1iFrrRbjxRblHSj,0,speaker0
9,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,0,A,,,,"in S1, ""Sam only gave SUE oranges"" means that the only thing Sue received from Sam were oranges. In S2, ""Sam didn’t give ROB oranges"" is clearly consistent with that—S1 is only talking about Sue receiving oranges, and says nothing about Rob. If Sue was the only recipient of oranges, then Rob didn’t receive any. Hence, S2 is entailed by S1.",,,2,NEG,1,f1,audio,openai,gpt-audio,20260503_144711,chatcmpl-DbSOAr1LToCCCU1iFrrRbjxRblHSj,0,speaker0
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,1,C,,,,"in S1, ""Sam only gave BILL grapes"" means Bill is the exclusive recipient of grapes. In S2, ""Sam also gave Sue grapes"" directly contradicts that exclusivity, therefore it’s contradicted.",,,1,POS,1,f1,audio,openai,gpt-audio,20260503_144711,chatcmpl-DbSOPVWxkahKjRSJzt6ndWK7BDtM1,1,speaker0
1,0,Sam only gave SUE oranges.,Sam also gave Rob oranges.,C,0,B,,,,"in S1, ""Sam only gave SUE oranges"" means Sue is the sole recipient of oranges. In S2, ""Sam also gave Rob oranges"" contradicts that, by asserting that Rob also got oranges, so it’s contradicted.",,,1,POS,1,f1,audio,openai,gpt-audio,20260503_144711,chatcmpl-DbSOPVWxkahKjRSJzt6ndWK7BDtM1,1,speaker0
2,0,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,A,1,A,,,,"in S1, ""Sam only gave SUE grapes"" implies that Sue is the sole recipient of grapes. In S2, ""Sam didn't give Ellen grapes"" is consistent with that exclusivity—Ellen is not a recipient of grapes, which is entailed.",,,1,NEG,1,f1,audio,openai,gpt-audio,20260503_144711,chatcmpl-DbSOPVWxkahKjRSJzt6ndWK7BDtM1,1,speaker0
3,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,1,B,,,,"in S1, ""Sam only gave TOM apples"" means Tom is the only recipient of apples. In S2, ""Sam didn't give Tom grapes"" introduces a different fruit (grapes) and says Tom didn’t receive grapes, which is independent of who received apples.",,,1,NEG,2,f1,audio,openai,gpt-audio,20260503_144711,chatcmpl-DbSOPVWxkahKjRSJzt6ndWK7BDtM1,1,speaker0
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,1,C,,,,"in S1, ""Sam only gave ROB oranges"" means Rob is the exclusive recipient of oranges. In S2, ""Sam also gave Rob apples"" contradicts the exclusivity implied by ""only,"" stating that Rob received something else (apples). Therefore, it's contradicted.",,,2,POS,2,f1,audio,openai,gpt-audio,20260503_144711,chatcmpl-DbSOPVWxkahKjRSJzt6ndWK7BDtM1,1,speaker0
5,0,Sam only gave SUE apples.,Sam didn't give Sue oranges.,B,0,A,,,,"in S1, the prosodic focus is on ""ROB,"" meaning Sam only gave bananas to Rob and no one else received bananas. In S2, it states that Sam didn’t give Tom bananas. This logically follows from S1 since if only Rob got bananas, then Tom indeed did not get bananas.",,,1,NEG,2,f2,audio,openai,gpt-audio,20260503_144711,chatcmpl-DbSOajyiG5eM8dpuCgM2maqw7mZ0D,0,speaker0
6,0,Sam only gave Sue GRAPES.,Sam didn't give Sue apples.,A,0,B,,,,"in S1, the prosodic focus is on ""TOM,"" meaning Sam only gave grapes to Tom and not to others. In S2, it says Sam didn’t give Tom oranges. This is independent because S1 restricts grapes to Tom, but it says nothing about oranges, so S2 introduces a new, unrelated fact.",,,2,NEG,2,f2,audio,openai,gpt-audio,20260503_144711,chatcmpl-DbSOajyiG5eM8dpuCgM2maqw7mZ0D,0,speaker0
7,0,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,B,0,C,,,,"in S1, the prosodic focus is on ""SUE,"" meaning Sam only gave oranges to Sue and no one else got oranges. In S2, it says Sam also gave Sue apples. This conflicts with S1’s use of ""only,"" which implies Sue got oranges and nothing else. Thus S2 contradicts S1.",,,1,POS,2,f2,audio,openai,gpt-audio,20260503_144711,chatcmpl-DbSOajyiG5eM8dpuCgM2maqw7mZ0D,0,speaker0
8,0,Sam only gave MARY grapes.,Sam didn't give Mary apples.,B,0,A,,,,"in S1, the prosodic focus is on ""SUE,"" meaning Sam only gave bananas to Sue and not to others. In S2, it confirms that Sam didn’t give Rob bananas. This follows from S1’s restriction to Sue, so S2 is entailed by S1.",,,1,NEG,2,f2,audio,openai,gpt-audio,20260503_144711,chatcmpl-DbSOajyiG5eM8dpuCgM2maqw7mZ0D,0,speaker0
