example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
5,0,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,A,0,B,,,,"the first sentence focuses on Sue as the only recipient of grapes, while the second sentence talks about Tom and grapes. These two statements describe different people and actions without contradiction or entailment, making them independent.",,,1,NEG,1,f1,audio,openai,gpt-4o-audio-preview,20260503_143652,chatcmpl-DbSEDTKYgFhUDJtW1G8nMOlplhOZp,0,speaker0
6,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,1,B,,,,"the first sentence focuses on Ellen as the only recipient of bananas, while the second sentence introduces Mary and compares her giving of bananas and apples. The focus on different names and fruits makes the two statements independent.",,,2,POS,1,f1,audio,openai,gpt-4o-audio-preview,20260503_143652,chatcmpl-DbSEDTKYgFhUDJtW1G8nMOlplhOZp,0,speaker0
7,0,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,B,0,A,,,,"the first sentence says Rob only got bananas, which excludes Rob receiving anything else. Therefore, the second sentence, which states Rob didn't get oranges, is entailed by the first.",,,1,NEG,2,f1,audio,openai,gpt-4o-audio-preview,20260503_143652,chatcmpl-DbSEDTKYgFhUDJtW1G8nMOlplhOZp,0,speaker0
8,0,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,C,0,B,,,,"the first sentence focuses on Mary only receiving bananas, while the second sentence also focuses on Mary receiving apples. These statements introduce new information that doesn’t contradict or entail the first.",,,2,POS,2,f1,audio,openai,gpt-4o-audio-preview,20260503_143652,chatcmpl-DbSEDTKYgFhUDJtW1G8nMOlplhOZp,0,speaker0
9,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,0,A,,,,"the first sentence says Sue only got oranges, which means Sue didn’t get other fruits like apples or bananas. The second sentence, saying Rob didn’t get oranges, doesn’t contradict that focus and is naturally entailed since it’s about a different person.",,,2,NEG,1,f1,audio,openai,gpt-4o-audio-preview,20260503_143652,chatcmpl-DbSEDTKYgFhUDJtW1G8nMOlplhOZp,0,speaker0
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,1,C,,,,"in S1, the prosodic focus is on ""Bill,"" meaning Sam gave grapes to Bill and no one else. S2 says Sam also gave grapes to Sue, which directly contradicts S1 by implying multiple recipients.",,,1,POS,1,f1,audio,openai,gpt-4o-audio-preview,20260503_143652,chatcmpl-DbSEK0HJIY0eUME9FfQX8w8toEARd,1,speaker0
1,0,Sam only gave SUE oranges.,Sam also gave Rob oranges.,C,0,B,,,,"S1 focuses on ""Sue"" as the only recipient of oranges, and S2 introduces a completely different scenario involving Rob and oranges. There is no necessary entailment or contradiction between the statements, so they are independent.",,,1,POS,1,f1,audio,openai,gpt-4o-audio-preview,20260503_143652,chatcmpl-DbSEK0HJIY0eUME9FfQX8w8toEARd,1,speaker0
2,0,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,A,1,A,,,,"S1 states that Sue was the only person who received grapes from Sam. This means that Sam did not give grapes to anyone else, including Ellen. S2 states that Sam didn’t give Ellen grapes, which is directly entailed by S1.",,,1,NEG,1,f1,audio,openai,gpt-4o-audio-preview,20260503_143652,chatcmpl-DbSEK0HJIY0eUME9FfQX8w8toEARd,1,speaker0
3,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,0,A,,,,"S1 states that Sam only gave Tom apples, meaning no other fruit was given to Tom. S2 states that Sam didn’t give Tom grapes, which naturally follows from S1. There is no contradiction, and the second statement is entailed.",,,1,NEG,2,f1,audio,openai,gpt-4o-audio-preview,20260503_143652,chatcmpl-DbSEK0HJIY0eUME9FfQX8w8toEARd,1,speaker0
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,1,C,,,,"S1 states that Rob only received oranges, meaning no other fruit was given to Rob. S2 states that Rob also received apples, which directly contradicts S1.",,,2,POS,2,f1,audio,openai,gpt-4o-audio-preview,20260503_143652,chatcmpl-DbSEK0HJIY0eUME9FfQX8w8toEARd,1,speaker0
