example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
2,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,0,A,,,,"S2 states that Sam also gave Sue grapes. The prosodic focus in S1 (""Sam only gave Bill grapes"") means that Bill exclusively got grapes, but it doesn't exclude that others may get grapes too. Giving Sue grapes doesn't contradict S1, and it logically follows that others can also receive grapes.",,,1,POS,2,ns1,audio,openai,gpt-4o-audio-preview,20260503_103223,chatcmpl-DbOPbFDUEGFkxgOw5Rec8u8PEeeqV,0,speaker1
3,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,1,A,,,,"S2 says Sam only gave Sue oranges. The prosodic focus in S1 on ""Bill"" means Bill only got grapes, not other fruits. S2's statement about Sue getting only oranges is about a different person and different fruit, so it fits within the information and does not contradict S1.",,,2,NEG,2,ns1,audio,openai,gpt-4o-audio-preview,20260503_103223,chatcmpl-DbOPbFDUEGFkxgOw5Rec8u8PEeeqV,0,speaker1
4,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,0,A,,,,"S2 says Sam didn’t give Rob oranges. The prosodic focus in S1 is on Bill and grapes, so the statement that Sam didn’t give Rob oranges doesn’t contradict or change that fact. It’s consistent and adds more detail about what Rob did not receive.",,,2,POS,1,ns1,audio,openai,gpt-4o-audio-preview,20260503_103223,chatcmpl-DbOPbFDUEGFkxgOw5Rec8u8PEeeqV,0,speaker1
5,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,1,A,,,,"S2 states that Sam only gave Rob grapes. The prosodic focus in S1 is on Bill, and it only fixes what Bill received. Saying that Rob only got grapes too is fully consistent with that focus and does not contradict it.",,,1,NEG,1,ns1,audio,openai,gpt-4o-audio-preview,20260503_103223,chatcmpl-DbOPbFDUEGFkxgOw5Rec8u8PEeeqV,0,speaker1
6,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,0,A,,,,"S2 says Sam also gave Rob oranges. The prosodic focus of S1 is on Bill and grapes, so this does not contradict S1. It simply adds that another person, Rob, also received oranges.",,,2,POS,2,ns1,audio,openai,gpt-4o-audio-preview,20260503_103223,chatcmpl-DbOPbFDUEGFkxgOw5Rec8u8PEeeqV,0,speaker1
7,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,0,A,,,,"S2 states that Sam only gave Tom oranges. The prosodic focus in S1 is that Bill only got grapes. This means that Bill specifically didn’t receive oranges, but it doesn’t restrict Tom’s case. Saying Tom only got oranges is consistent with the focus on Bill’s grapes.",,,1,NEG,2,ns1,audio,openai,gpt-4o-audio-preview,20260503_103223,chatcmpl-DbOPbFDUEGFkxgOw5Rec8u8PEeeqV,0,speaker1
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,0,A,,,,"S2 (Sam also gave Sue grapes) is consistent with S1 (Sam only gave Bill grapes). If Sam only gave Bill grapes before, and now Sam also gave Sue grapes, the new information expands the set of recipients but does not contradict the statement about Bill.",,,1,POS,1,ns1,audio,openai,gpt-4o-audio-preview,20260503_103223,chatcmpl-DbOPiiFYmEb50v3pitcoL5SeucQy4,1,speaker1
1,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,0,A,,,,"S2 (Sam only gave Sue oranges) is consistent with S1 (Sam didn’t give Rob oranges). Both statements are about different recipients, and they do not contradict each other.",,,2,NEG,1,ns1,audio,openai,gpt-4o-audio-preview,20260503_103223,chatcmpl-DbOPiiFYmEb50v3pitcoL5SeucQy4,1,speaker1
4,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,0,A,,,,S2 (Sam also gave Rob oranges) is consistent with S1 (Sam only gave Rob grapes). Adding that Sam also gave Rob oranges does not contradict that he gave Rob grapes.,,,2,POS,1,ns1,audio,openai,gpt-4o-audio-preview,20260503_103223,chatcmpl-DbOPiiFYmEb50v3pitcoL5SeucQy4,1,speaker1
5,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,1,A,,,,S2 (Sam only gave Tom oranges) does not contradict S1 (Sam didn’t give Tom bananas). Both statements are about different sets of items.,,,1,NEG,1,ns1,audio,openai,gpt-4o-audio-preview,20260503_103223,chatcmpl-DbOPiiFYmEb50v3pitcoL5SeucQy4,1,speaker1
6,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,0,A,,,,S2 (Sam didn’t give Tom grapes) is consistent with S1 (Sam only gave Ellen bananas). These statements are about different people and do not contradict each other.,,,2,POS,2,ns1,audio,openai,gpt-4o-audio-preview,20260503_103223,chatcmpl-DbOPiiFYmEb50v3pitcoL5SeucQy4,1,speaker1
7,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,0,A,,,,S2 (Sam also gave Rob apples) is consistent with S1 (Sam only gave Rob oranges). The “only” in that context often applies to the item mentioned in comparison with other sets of people. Adding apples expands what Rob received without contradicting the original statement.,,,1,NEG,2,ns1,audio,openai,gpt-4o-audio-preview,20260503_103223,chatcmpl-DbOPiiFYmEb50v3pitcoL5SeucQy4,1,speaker1
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,1,C,,,,"S1 says that Sam only gave Bill grapes, which means no one else got grapes, while S2 states that Sam also gave Sue grapes, directly contradicting S1.",,,1,POS,1,ns1,audio,openai,gpt-4o-audio-preview,20260503_103223,chatcmpl-DbOPnK4DoAkTQXgWDEZyeEu14fzsF,2,speaker1
1,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,1,B,,,,"S1 says that Sam only gave Sue oranges, and S2 says Sam didn’t give Rob oranges. The statement that Sue got oranges and Rob didn’t is independent and does not entail or contradict anything directly.",,,2,NEG,1,ns1,audio,openai,gpt-4o-audio-preview,20260503_103223,chatcmpl-DbOPnK4DoAkTQXgWDEZyeEu14fzsF,2,speaker1
2,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,0,C,,,,"S1 says Sam only gave Rob grapes, which means no other fruits were given to Rob, and S2 says Sam also gave Rob oranges, contradicting the exclusivity of the first statement.",,,1,POS,2,ns1,audio,openai,gpt-4o-audio-preview,20260503_103223,chatcmpl-DbOPnK4DoAkTQXgWDEZyeEu14fzsF,2,speaker1
