example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
2,0,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,A,1,A,,,,"S1 states that Sue was the only person Sam gave grapes to, it entails that Sam did not give grapes to anyone else, including Ellen.",,,1,NEG,1,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,0,speaker0
3,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,1,B,,,,"S1 states that Tom was the only person Sam gave apples to, it does not provide information about whether Sam gave Tom other items like grapes. Therefore, S2 is independent.",,,1,NEG,2,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,0,speaker0
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,0,B,,,,"S1 states that Rob was the only person Sam gave oranges to, it does not restrict what other items Sam might have given to Rob, such as apples. Therefore, S2 is independent.",,,2,POS,2,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,0,speaker0
5,0,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,A,1,A,,,,"S1 states that Sue was the only person Sam gave grapes to, it entails that Sam did not give grapes to anyone else, including Tom.",,,1,NEG,1,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,0,speaker0
6,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,0,C,,,,"S1 states that Ellen was the only person Sam gave bananas to, S2 claiming that Sam also gave Mary bananas directly contradicts S1.",,,2,POS,1,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,0,speaker0
7,0,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,B,1,B,,,,"S1 states that Rob was the only person Sam gave bananas to, it does not restrict what other items Sam might have given to Rob, such as oranges. Therefore, S2 is independent.",,,1,NEG,2,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,0,speaker0
8,0,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,C,0,B,,,,"S1 states that Mary was the only person Sam gave bananas to, it does not restrict what other items Sam might have given to Mary, such as apples. Therefore, S2 is independent.",,,2,POS,2,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,0,speaker0
9,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,0,A,,,,"S1 states that Sue was the only person Sam gave oranges to, it entails that Sam did not give oranges to anyone else, including Rob.",,,2,NEG,1,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,0,speaker0
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,1,C,,,,"if Sam only gave Bill grapes, he did not give grapes to anyone else, including Sue.",,,1,POS,1,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,1,speaker0
1,0,Sam only gave SUE oranges.,Sam also gave Rob oranges.,C,1,C,,,,"if Sam only gave Sue oranges, he did not give oranges to anyone else, including Rob.",,,1,POS,1,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,1,speaker0
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,0,A,,,,"if Sam only gave Sue grapes, it means he did not give grapes to anyone else, so he did not give grapes to Ellen.",,,2,POS,2,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,1,speaker0
5,0,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,A,0,B,,,,S1 states that Tom was the only person Sam gave apples to. It does not provide information about what other items Sam may or may not have given to Tom.,,,1,NEG,1,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,1,speaker0
6,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,1,B,,,,S1 states that Rob was the only person Sam gave oranges to. It does not restrict what other items Sam may have given to Rob.,,,2,POS,1,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,1,speaker0
7,0,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,B,0,A,,,,"if Sam only gave Sue grapes, it means he did not give grapes to anyone else, so he did not give grapes to Tom.",,,1,NEG,2,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,1,speaker0
8,0,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,C,1,C,,,,"if Sam only gave Ellen bananas, he did not give bananas to anyone else, including Mary.",,,2,POS,2,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,1,speaker0
9,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,1,B,,,,S1 states that Rob was the only person Sam gave bananas to. It does not provide information about what other items Sam may or may not have given to Rob.,,,2,NEG,1,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,1,speaker0
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,0,B,,,,"S1 states that Sam gave Bill grapes and nothing else to Bill. S2 states that Sam gave Sue grapes, and implies Sam gave grapes to someone else (which could be Bill). S1 does not entail that Sam gave Sue grapes.",,,1,POS,1,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,2,speaker0
1,0,Sam only gave SUE oranges.,Sam also gave Rob oranges.,C,0,B,,,,"S1 states that Sam gave Sue oranges and nothing else to Sue. S2 states that Sam gave Rob oranges, and implies Sam gave oranges to someone else (which could be Sue). S1 does not entail that Sam gave Rob oranges.",,,1,POS,1,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,2,speaker0
2,0,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,A,0,B,,,,S1 states that Sam gave Sue grapes and nothing else to Sue. S2 states that Sam didn't give Ellen grapes. S1 does not provide information about what Sam gave to Ellen.,,,1,NEG,1,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,2,speaker0
3,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,0,A,,,,"S1 states that Sam gave Tom apples and nothing else to Tom. If Sam gave Tom nothing else, then Sam certainly didn't give Tom grapes.",,,1,NEG,2,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,2,speaker0
6,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,1,B,,,,S1 states that Sam gave Sue grapes and nothing else to Sue. S2 states that Sam didn't give Tom grapes. S1 does not provide information about what Sam gave to Tom.,,,2,POS,1,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,2,speaker0
7,0,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,B,1,B,,,,"S1 states that Sam gave Ellen bananas and nothing else to Ellen. S2 states that Sam gave Mary bananas, and implies Sam gave bananas to someone else (which could be Ellen). S1 does not entail that Sam gave Mary bananas.",,,1,NEG,2,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,2,speaker0
8,0,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,C,0,A,,,,"S1 states that Sam gave Rob bananas and nothing else to Rob. If Sam gave Rob nothing else, then Sam certainly didn't give Rob oranges.",,,2,POS,2,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,2,speaker0
9,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,0,C,,,,"S1 states that Sam gave Mary bananas and nothing else to Mary. S2 states that Sam also gave Mary apples, meaning Sam gave Mary apples in addition to something else. If Sam gave Mary apples, this contradicts S1's claim that Sam gave Mary nothing else besides bananas.",,,2,NEG,1,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,2,speaker0
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,0,B,,,,"S1 states that the only thing Sam gave to Bill was grapes, meaning Bill received no other items from Sam. S2 states Sam gave Sue grapes and implies Sam also gave Bill grapes. S1 does not restrict what Sam gave to other people, and S2 does not restrict what else Bill received. Therefore, S1 does not entail or contradict S2.",,,1,POS,1,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,3,speaker0
1,0,Sam only gave SUE oranges.,Sam also gave Rob oranges.,C,0,B,,,,"S1 states that the only thing Sam gave to Sue was oranges, meaning Sue received no other items from Sam. S2 states Sam gave Rob oranges and implies Sam also gave Sue oranges. S1 does not restrict what Sam gave to other people, and S2 does not restrict what else Sue received. Therefore, S1 does not entail or contradict S2.",,,1,POS,1,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,3,speaker0
2,0,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,A,0,B,,,,"S1 states that the only thing Sam gave to Sue was grapes, meaning Sue received no other items from Sam. S2 states Sam didn't give Ellen grapes. S1 makes no statement about what Sam gave or didn't give to Ellen. Therefore, S1 does not entail or contradict S2.",,,1,NEG,1,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,3,speaker0
3,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,0,A,,,,"S1 states that Sam only gave Tom apples, which implies that Sam did not give Tom any other items. Since grapes are an item other than apples, S1 entails that Sam didn't give Tom grapes.",,,1,NEG,2,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,3,speaker0
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,1,C,,,,"S1 states that Sam only gave Rob oranges, meaning Rob received no other items from Sam. S2 states Sam also gave Rob apples, which implies Rob received apples in addition to oranges, directly contradicting S1.",,,2,POS,2,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,3,speaker0
5,0,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,A,0,B,,,,"S1 states that the only thing Sam gave to Sue was grapes, meaning Sue received no other items from Sam. S2 states Sam didn't give Tom grapes. S1 makes no statement about what Sam gave or didn't give to Tom. Therefore, S1 does not entail or contradict S2.",,,1,NEG,1,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,3,speaker0
8,0,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,C,1,C,,,,"S1 states that Sam only gave Mary bananas, meaning Mary received no other items from Sam. S2 states Sam also gave Mary apples, which implies Mary received apples in addition to bananas, directly contradicting S1.",,,2,POS,2,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,3,speaker0
9,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,1,B,,,,"S1 states that the only thing Sam gave to Sue was oranges, meaning Sue received no other items from Sam. S2 states Sam didn't give Rob oranges. S1 makes no statement about what Sam gave or didn't give to Rob. Therefore, S1 does not entail or contradict S2.",,,2,NEG,1,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,3,speaker0
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,0,A,,,,"S1 establishes that Sam gave grapes to Bill, and the 'only' restricts what Bill received from Sam, not what Sam gave to other people. Therefore, Sam giving grapes to Sue is not precluded by S1 and can be seen as a continuation of Sam's grape-giving activities, making S2 consistent with and thus implicitly entailed by the context established in S1.",,,1,POS,1,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,4,speaker0
1,0,Sam only gave SUE oranges.,Sam also gave Rob oranges.,C,0,A,,,,"S1 establishes that Sam gave oranges to Sue, and the 'only' restricts what Sue received from Sam, not what Sam gave to other people. Therefore, Sam giving oranges to Rob is not precluded by S1 and can be seen as a continuation of Sam's orange-giving activities, making S2 consistent with and thus implicitly entailed by the context established in S1.",,,1,POS,1,f1,audio,gemini,gemini-2.5-flash,20260503_141303,,4,speaker0
