example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
2,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,1,B,,,,"S1 places prosodic focus on ""oranges"", meaning the only thing Sam gave Sue was oranges. This provides no information about what Sam gave Rob, making S2 independent.",,,1,POS,2,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_193642,,0,speaker1
3,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,0,B,,,,"S1 places prosodic focus on ""Rob"", meaning the only person Sam gave grapes to was Rob. This provides no information about what else Sam might have given Rob, making S2 independent.",,,2,NEG,2,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_193642,,0,speaker1
4,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,0,A,,,,"S1 places prosodic focus on ""oranges"", meaning the only thing Sam gave Tom was oranges. This logically entails that Sam did not give Tom bananas, which is what S2 states.",,,2,POS,1,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_193642,,0,speaker1
5,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,0,B,,,,"S1 places prosodic focus on ""bananas"", meaning the only thing Sam gave Ellen was bananas. This provides no information about what Sam gave Mary, making S2 independent.",,,1,NEG,1,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_193642,,0,speaker1
6,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,0,A,,,,"S1 places prosodic focus on ""Ellen"", meaning the only person Sam gave grapes to was Ellen. This logically entails that Sam did not give Tom grapes, which is what S2 states.",,,2,POS,2,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_193642,,0,speaker1
7,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,0,C,,,,"S1 places prosodic focus on ""oranges"", meaning the only thing Sam gave Rob was oranges. S2 states that Sam also gave Rob apples, which directly contradicts S1.",,,1,NEG,2,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_193642,,0,speaker1
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,1,C,,,,"the prosodic focus in S1 is on ""Bill"", meaning Bill was the only person Sam gave grapes to. S2 states that Sam also gave Sue grapes, which contradicts S1.",,,1,POS,1,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_193642,,1,speaker1
1,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,1,B,,,,"the prosodic focus in S1 is on ""oranges"", meaning oranges were the only thing Sam gave to Sue. This provides no information about whether Sam gave oranges to Rob, making S2 independent.",,,2,NEG,1,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_193642,,1,speaker1
4,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,1,B,,,,"the prosodic focus in S1 is on ""bananas"", meaning bananas were the only thing Sam gave to Ellen. This provides no information about whether Sam gave bananas to Mary, making S2 independent.",,,2,POS,1,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_193642,,1,speaker1
5,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,1,A,,,,"the prosodic focus in S1 is on ""Ellen"", meaning Ellen was the only person Sam gave grapes to. This logically entails S2, which states that Sam didn't give Tom grapes.",,,1,NEG,1,ns1,audio,gemini,gemini-3.1-pro-preview,20260502_193642,,1,speaker1
