example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,0,B,,,,"the first sentence says Sam only gave Bill grapes, but the second sentence introduces a new person, Sue, and says that Sam also gave her grapes. This introduces new information not covered in the first sentence.",,,1,POS,1,ns1,audio,openai,gpt-4o-audio-preview,20260428_152505,chatcmpl-DZebKeLK2jabE7QmLli9fVyJqxi9Q,,speaker2
1,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,0,C,,,,"the first sentence says Sam only gave Sue oranges, but the second sentence says Sam didn’t give Rob oranges. The focus on “only Sue” contradicts the possibility of giving oranges to someone else such as Rob.",,,2,NEG,1,ns1,audio,openai,gpt-4o-audio-preview,20260428_152505,chatcmpl-DZebKeLK2jabE7QmLli9fVyJqxi9Q,,speaker2
2,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,1,B,,,,"the first sentence says Sam only gave Rob grapes, while the second sentence says Sam also gave Rob oranges. The second sentence introduces a new type of fruit, which is independent of the first statement.",,,1,POS,2,ns1,audio,openai,gpt-4o-audio-preview,20260428_152505,chatcmpl-DZebKeLK2jabE7QmLli9fVyJqxi9Q,,speaker2
3,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,1,A,,,,"the first sentence focuses on Sam only giving Tom oranges, and the second sentence logically follows that if he only gave Tom oranges, then he didn’t give Tom bananas. The second sentence is entailed by the first.",,,2,NEG,2,ns1,audio,openai,gpt-4o-audio-preview,20260428_152505,chatcmpl-DZebKeLK2jabE7QmLli9fVyJqxi9Q,,speaker2
4,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,1,B,,,,"the first sentence says Sam only gave Ellen bananas, and the second sentence says Sam also gave Mary bananas. The sentence about Mary is independent of the information about Ellen.",,,2,POS,1,ns1,audio,openai,gpt-4o-audio-preview,20260428_152505,chatcmpl-DZebKeLK2jabE7QmLli9fVyJqxi9Q,,speaker2
5,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,0,C,,,,"the first sentence says Sam only gave Ellen grapes, but the second sentence says Sam didn’t give Tom grapes. The focus on “only Ellen” implies that no one else received grapes, so the statement about Tom is indirectly connected and results in a contradiction.",,,1,NEG,1,ns1,audio,openai,gpt-4o-audio-preview,20260428_152505,chatcmpl-DZebKeLK2jabE7QmLli9fVyJqxi9Q,,speaker2
6,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,0,B,,,,"the first sentence says Sam only gave Rob oranges, and the second sentence says Sam also gave Rob apples. These are about different fruits; the addition of apples is new and independent information.",,,2,POS,2,ns1,audio,openai,gpt-4o-audio-preview,20260428_152505,chatcmpl-DZebKeLK2jabE7QmLli9fVyJqxi9Q,,speaker2
7,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,0,C,,,,"the first sentence says Sam only gave Tom apples, but the second sentence says Sam didn’t give Tom grapes. The focus on “only apples” excludes any other fruit, which makes the second sentence a logical follow-up and therefore connected, but not contradictory. Given the shift in focus, however, it becomes an indirect contradiction since apples-only excludes grapes.",,,1,NEG,2,ns1,audio,openai,gpt-4o-audio-preview,20260428_152505,chatcmpl-DZebKeLK2jabE7QmLli9fVyJqxi9Q,,speaker2
0,0,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,0,A,,,,"the second sentence states that Sam didn't give Bill oranges, which confirms and elaborates on what was said in the first sentence: that Sam only gave Bill grapes.",,,1,NEG,2,ns2,audio,openai,gpt-4o-audio-preview,20260428_152505,chatcmpl-DZebmIWomNcYEWzzyDVLxsoUayp1a,,speaker2
1,0,Sam only gave Ellen GRAPES.,Sam also gave Ellen oranges.,C,1,C,,,,"the second sentence says Sam also gave Ellen oranges, which directly contradicts the first sentence that says Sam only gave Ellen grapes.",,,2,POS,2,ns2,audio,openai,gpt-4o-audio-preview,20260428_152505,chatcmpl-DZebmIWomNcYEWzzyDVLxsoUayp1a,,speaker2
2,0,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,A,0,C,,,,"the second sentence says Sam didn't give Tom bananas, which contradicts the first sentence that said Sam only gave Bill bananas, implying no one else received any.",,,1,NEG,1,ns2,audio,openai,gpt-4o-audio-preview,20260428_152505,chatcmpl-DZebmIWomNcYEWzzyDVLxsoUayp1a,,speaker2
3,0,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,B,1,B,,,,"the second sentence states that Sam also gave Sue oranges, which is new and unrelated information to the first sentence and doesn't contradict or confirm it directly.",,,2,POS,1,ns2,audio,openai,gpt-4o-audio-preview,20260428_152505,chatcmpl-DZebmIWomNcYEWzzyDVLxsoUayp1a,,speaker2
4,0,Sam only gave TOM apples.,Sam also gave Bill apples.,C,1,C,,,,"the second sentence states that Sam also gave Bill apples, which contradicts the first sentence that says Sam only gave Tom apples.",,,1,POS,1,ns2,audio,openai,gpt-4o-audio-preview,20260428_152505,chatcmpl-DZebmIWomNcYEWzzyDVLxsoUayp1a,,speaker2
5,0,Sam only gave Bill BANANAS.,Sam didn't give Bill grapes.,A,0,C,,,,"the second sentence states that Sam didn't give Bill grapes, which contradicts the first sentence saying he only gave Bill bananas.",,,2,NEG,2,ns2,audio,openai,gpt-4o-audio-preview,20260428_152505,chatcmpl-DZebmIWomNcYEWzzyDVLxsoUayp1a,,speaker2
6,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,B,0,C,,,,"the second sentence says Sam also gave Ellen grapes, which contradicts the first sentence that says Sam only gave Ellen bananas.",,,1,POS,2,ns2,audio,openai,gpt-4o-audio-preview,20260428_152505,chatcmpl-DZebmIWomNcYEWzzyDVLxsoUayp1a,,speaker2
7,0,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,B,0,A,,,,"the second sentence says Sam didn't give Rob grapes, and it confirms the first sentence that Sam only gave Ellen grapes, thus affirming that no one else (like Rob) got grapes.",,,2,NEG,1,ns2,audio,openai,gpt-4o-audio-preview,20260428_152505,chatcmpl-DZebmIWomNcYEWzzyDVLxsoUayp1a,,speaker2
0,0,Sam only gave ROB bananas.,Sam also gave Rob oranges.,B,0,C,,,,"if Sam only gave Rob bananas, then it's not possible that Sam also gave Rob oranges, which contradicts the first statement.",,,1,POS,2,ns3,audio,openai,gpt-4o-audio-preview,20260428_152505,chatcmpl-DZebuseY8IDTC3qaVnwslvAiTsoZm,,speaker2
1,0,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,C,1,C,,,,"if Sam only gave Mary apples, then it contradicts the second statement that Sam also gave Mary bananas.",,,2,POS,2,ns3,audio,openai,gpt-4o-audio-preview,20260428_152505,chatcmpl-DZebuseY8IDTC3qaVnwslvAiTsoZm,,speaker2
2,0,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,A,1,A,,,,"if Sam only gave Sue bananas, then Sam didn't give Rob bananas is consistent with that scenario.",,,1,NEG,1,ns3,audio,openai,gpt-4o-audio-preview,20260428_152505,chatcmpl-DZebuseY8IDTC3qaVnwslvAiTsoZm,,speaker2
3,0,Sam only gave Mary GRAPES.,Sam also gave Ellen grapes.,B,0,C,,,,"if Sam only gave Mary grapes, then the idea that Sam also gave Ellen grapes contradicts the exclusivity of only giving to Mary.",,,2,POS,1,ns3,audio,openai,gpt-4o-audio-preview,20260428_152505,chatcmpl-DZebuseY8IDTC3qaVnwslvAiTsoZm,,speaker2
4,0,Sam only gave ELLEN apples.,Sam also gave Rob apples.,C,1,C,,,,"if Sam only gave Ellen apples, then giving Rob apples as well contradicts that exclusivity.",,,1,POS,1,ns3,audio,openai,gpt-4o-audio-preview,20260428_152505,chatcmpl-DZebuseY8IDTC3qaVnwslvAiTsoZm,,speaker2
5,0,Sam only gave Tom BANANAS.,Sam didn't give Tom oranges.,A,1,A,,,,"if Sam only gave Tom bananas, then it makes sense that Sam didn’t give Tom oranges.",,,2,NEG,2,ns3,audio,openai,gpt-4o-audio-preview,20260428_152505,chatcmpl-DZebuseY8IDTC3qaVnwslvAiTsoZm,,speaker2
