example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
5,0,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,A,1,A,,,,"if Sam only gave grapes to Sue, it means he did not give grapes to anyone else, including Tom.",,,1,NEG,1,f1,audio,gemini,gemini-2.5-flash,20260503_181856,,0,speaker0
6,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,1,B,,,,"S1 states that Ellen only received bananas from Sam, but it does not restrict what Sam gave to other people like Mary.",,,2,POS,1,f1,audio,gemini,gemini-2.5-flash,20260503_181856,,0,speaker0
7,0,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,B,1,B,,,,"S1 states that Sam gave bananas to Rob and to no one else, but it does not specify whether Sam gave oranges to Rob.",,,1,NEG,2,f1,audio,gemini,gemini-2.5-flash,20260503_181856,,0,speaker0
8,0,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,C,1,C,,,,"if Sam only gave bananas to Mary, it means he did not give anything else to Mary, so he could not have given her apples.",,,2,POS,2,f1,audio,gemini,gemini-2.5-flash,20260503_181856,,0,speaker0
9,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,1,B,,,,"S1 states that Sue only received oranges from Sam, but it does not restrict what Sam gave to other people like Rob.",,,2,NEG,1,f1,audio,gemini,gemini-2.5-flash,20260503_181856,,0,speaker0
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,1,C,,,,"S1 states that Sam only gave Bill grapes, implying he didn't give anyone else grapes. S2 states that Sam also gave Sue grapes, which contradicts S1's implication.",,,1,POS,1,f1,audio,gemini,gemini-2.5-flash,20260503_181856,,1,speaker0
1,0,Sam only gave SUE oranges.,Sam also gave Rob oranges.,C,1,C,,,,"S1 states that Sam only gave Sue oranges, implying he didn't give anyone else oranges. S2 states that Sam also gave Rob oranges, which contradicts S1's implication.",,,1,POS,1,f1,audio,gemini,gemini-2.5-flash,20260503_181856,,1,speaker0
2,0,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,A,1,A,,,,"S1 states that Sam only gave Sue grapes, implying he didn't give anyone else grapes. S2 states that Sam didn't give Ellen grapes, which is consistent with and entailed by S1.",,,1,NEG,1,f1,audio,gemini,gemini-2.5-flash,20260503_181856,,1,speaker0
3,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,1,B,,,,"S1 states that Sam only gave Tom apples, implying he didn't give anyone else apples. S1 does not provide information about what else Tom might have received, so S2 (Sam didn't give Tom grapes) is independent.",,,1,NEG,2,f1,audio,gemini,gemini-2.5-flash,20260503_181856,,1,speaker0
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,1,C,,,,"S1 states that Sam only gave Rob oranges, implying he didn't give Rob anything else. S2 states that Sam also gave Rob apples, which contradicts S1's implication.",,,2,POS,2,f1,audio,gemini,gemini-2.5-flash,20260503_181856,,1,speaker0
5,0,Sam only gave SUE apples.,Sam didn't give Sue oranges.,B,1,B,,,,"S1 states that Sam gave apples to Sue and to no one else. This does not restrict what other items Sam gave to Sue. Therefore, Sam could have given Sue oranges, or not. S2 is independent of S1.",,,1,NEG,2,f2,audio,gemini,gemini-2.5-flash,20260503_181856,,0,speaker0
6,0,Sam only gave Sue GRAPES.,Sam didn't give Sue apples.,A,1,A,,,,"S1 states that Sam gave Sue only grapes, implying Sam did not give Sue any other fruit. Therefore, it is entailed that Sam didn't give Sue apples.",,,2,NEG,2,f2,audio,gemini,gemini-2.5-flash,20260503_181856,,0,speaker0
7,0,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,B,1,B,,,,"S1 states that Sam gave oranges to Ellen and to no one else. This does not restrict what other items Sam gave to Ellen. Therefore, Sam could have also given Ellen bananas, or not. S2 is independent of S1.",,,1,POS,2,f2,audio,gemini,gemini-2.5-flash,20260503_181856,,0,speaker0
8,0,Sam only gave MARY grapes.,Sam didn't give Mary apples.,B,1,B,,,,"S1 states that Sam gave grapes to Mary and to no one else. This does not restrict what other items Sam gave to Mary. Therefore, Sam could have given Mary apples, or not. S2 is independent of S1.",,,1,NEG,2,f2,audio,gemini,gemini-2.5-flash,20260503_181856,,0,speaker0
9,0,Sam only gave BILL oranges.,Sam also gave Mary oranges.,C,1,C,,,,"S1 states that Sam gave oranges to Bill and to no one else. S2 states that Sam also gave oranges to Mary. Assuming Bill and Mary are distinct individuals, S1 being true guarantees S2 is false. Therefore, S2 contradicts S1.",,,1,POS,1,f2,audio,gemini,gemini-2.5-flash,20260503_181856,,0,speaker0
0,0,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,A,1,A,,,,"S1 states that Rob was the *only* person Sam gave bananas to. This implies that Sam did not give bananas to anyone else, including Tom.",,,1,NEG,1,f2,audio,gemini,gemini-2.5-flash,20260503_181856,,1,speaker0
1,0,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,B,0,A,,,,"S1 implies that the *only* fruit Sam gave to Tom was grapes. Therefore, Sam did not give Tom oranges.",,,1,NEG,2,f2,audio,gemini,gemini-2.5-flash,20260503_181856,,1,speaker0
2,0,Sam only gave SUE oranges.,Sam also gave Sue apples.,B,0,A,,,,"S1 implies a specific condition where if Sue is the *only* recipient of oranges from Sam, it is also true that Sam gave Sue apples.",,,1,POS,2,f2,audio,gemini,gemini-2.5-flash,20260503_181856,,1,speaker0
3,0,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,A,1,A,,,,"S1 states that Sue was the *only* person Sam gave bananas to. This implies that Sam did not give bananas to anyone else, including Rob.",,,1,NEG,1,f2,audio,gemini,gemini-2.5-flash,20260503_181856,,1,speaker0
4,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,1,A,,,,"S1 states that oranges were the *only* fruit Sam gave to Tom. This implies that Sam did not give Tom any other fruit, including bananas.",,,2,NEG,2,f2,audio,gemini,gemini-2.5-flash,20260503_181856,,1,speaker0
5,0,Sam only gave Rob APPLES.,Sam didn't give Sue apples.,B,0,A,,,,"the statement ""Sam only gave Rob APPLES"" (focus on APPLES) implies that apples were the exclusive item Sam gave to Rob. For S2 to be entailed, this 'only' must also imply that Rob was the exclusive recipient of apples from Sam, meaning Sam gave apples to no one else. Therefore, Sam didn't give Sue apples.",,,2,NEG,1,f3,audio,gemini,gemini-2.5-flash,20260503_181856,,0,speaker0
6,0,Sam only gave ROB oranges.,Sam also gave Rob apples.,B,0,A,,,,"the statement ""Sam only gave ROB oranges"" (focus on ROB) implies that Rob was the exclusive recipient of oranges from Sam. For S2 to be entailed, this 'only' must be interpreted as a marker of exhaustivity that, in this specific context, implies a broader pattern of Sam's giving to Rob, where giving oranges exclusively to Rob is consistent with and necessitates *also* giving Rob apples.",,,1,POS,2,f3,audio,gemini,gemini-2.5-flash,20260503_181856,,0,speaker0
7,0,Sam only gave ROB apples.,Sam also gave Rob grapes.,B,0,A,,,,"the statement ""Sam only gave Rob APPLES"" (focus on APPLES) implies that apples were the exclusive item Sam gave to Rob. For S2 to be entailed, this 'only' must be interpreted as a marker of exhaustivity that, in this specific context, implies a broader pattern of Sam's giving to Rob, where giving apples exclusively to Rob is consistent with and necessitates *also* giving Rob grapes.",,,1,POS,2,f3,audio,gemini,gemini-2.5-flash,20260503_181856,,0,speaker0
