example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
2,0,Sam only gave Rob BANANAS.,Sam also gave Ellen bananas.,B,1,B,,,,"the prosodic focus in S1 is on ""BANANAS"", meaning the only thing Sam gave Rob was bananas. This does not restrict what Sam gave to Ellen, making S2 independent.",,,2,POS,1,f13,audio,gemini,gemini-3.1-pro-preview,20260502_171610,,0,speaker0
3,0,Sam only gave Tom BANANAS.,Sam also gave Mary bananas.,B,1,B,,,,"the prosodic focus in S1 is on ""BANANAS"", meaning the only thing Sam gave Tom was bananas. This does not restrict what Sam gave to Mary, making S2 independent.",,,2,POS,1,f13,audio,gemini,gemini-3.1-pro-preview,20260502_171610,,0,speaker0
4,0,Sam only gave Ellen ORANGES.,Sam also gave Ellen apples.,C,1,C,,,,"the prosodic focus in S1 is on ""ORANGES"", meaning the only thing Sam gave Ellen was oranges. This contradicts S2, which states that Sam also gave Ellen apples.",,,2,POS,2,f13,audio,gemini,gemini-3.1-pro-preview,20260502_171610,,0,speaker0
5,0,Sam only gave Rob BANANAS.,Sam also gave Rob oranges.,C,1,C,,,,"the prosodic focus in S1 is on ""BANANAS"", meaning the only thing Sam gave Rob was bananas. This contradicts S2, which states that Sam also gave Rob oranges.",,,2,POS,2,f13,audio,gemini,gemini-3.1-pro-preview,20260502_171610,,0,speaker0
6,0,Sam only gave Sue ORANGES.,Sam also gave Sue bananas.,C,1,C,,,,"the prosodic focus in S1 is on ""ORANGES"", meaning the only thing Sam gave Sue was oranges. This contradicts S2, which states that Sam also gave Sue bananas.",,,2,POS,2,f13,audio,gemini,gemini-3.1-pro-preview,20260502_171610,,0,speaker0
7,0,Sam only gave Tom APPLES.,Sam also gave Tom bananas.,C,1,C,,,,"the prosodic focus in S1 is on ""APPLES"", meaning the only thing Sam gave Tom was apples. This contradicts S2, which states that Sam also gave Tom bananas.",,,2,POS,2,f13,audio,gemini,gemini-3.1-pro-preview,20260502_171610,,0,speaker0
0,0,Sam only gave Ellen BANANAS.,Sam also gave Tom bananas.,B,1,B,,,,"S1 places prosodic focus on ""BANANAS"", meaning the only thing Sam gave Ellen was bananas. This does not restrict what Sam gave to other people, making S2 (Sam giving Tom bananas) independent.",,,2,POS,1,f13,audio,gemini,gemini-3.1-pro-preview,20260502_171610,,1,speaker0
1,0,Sam only gave Ellen ORANGES.,Sam also gave Rob oranges.,B,1,B,,,,"S1 places prosodic focus on ""ORANGES"", meaning the only thing Sam gave Ellen was oranges. This does not restrict what Sam gave to other people, making S2 (Sam giving Rob oranges) independent.",,,2,POS,1,f13,audio,gemini,gemini-3.1-pro-preview,20260502_171610,,1,speaker0
4,0,Sam only gave Ellen ORANGES.,Sam also gave Ellen apples.,C,1,C,,,,"S1 places prosodic focus on ""ORANGES"", meaning the only thing Sam gave Ellen was oranges. S2 states that Sam also gave Ellen apples, which directly contradicts the restriction established in S1.",,,2,POS,2,f13,audio,gemini,gemini-3.1-pro-preview,20260502_171610,,1,speaker0
5,0,Sam only gave Rob BANANAS.,Sam also gave Rob oranges.,C,1,C,,,,"S1 places prosodic focus on ""BANANAS"", meaning the only thing Sam gave Rob was bananas. S2 states that Sam also gave Rob oranges, which directly contradicts the restriction established in S1.",,,2,POS,2,f13,audio,gemini,gemini-3.1-pro-preview,20260502_171610,,1,speaker0
