example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
2,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,1,B,,,,"S1 states that Rob was the sole recipient of grapes from Sam. It does not restrict what other items Sam might have given to Rob. Thus, Sam giving Rob oranges is neither implied nor contradicted by S1.",,,1,POS,2,ns1,audio,gemini,gemini-2.5-flash,20260518_083600,,0,speaker1
3,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,1,A,,,,"S1 states that oranges were the only item Sam gave to Tom. This directly implies that Sam did not give Tom any other items, such as bananas.",,,2,NEG,2,ns1,audio,gemini,gemini-2.5-flash,20260518_083600,,0,speaker1
4,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,0,C,,,,"S1 states that Ellen was the sole recipient of bananas from Sam. S2 claims that Sam also gave bananas to Mary, which contradicts S1's exclusivity clause regarding the recipient of bananas.",,,2,POS,1,ns1,audio,gemini,gemini-2.5-flash,20260518_083600,,0,speaker1
5,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,1,A,,,,"S1 states that Ellen was the sole recipient of grapes from Sam. This directly implies that Sam did not give grapes to anyone else, including Tom.",,,1,NEG,1,ns1,audio,gemini,gemini-2.5-flash,20260518_083600,,0,speaker1
6,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,1,C,,,,"S1 states that oranges were the only item Sam gave to Rob. S2 claims that Sam also gave Rob apples, which contradicts S1's exclusivity clause regarding the items Rob received.",,,2,POS,2,ns1,audio,gemini,gemini-2.5-flash,20260518_083600,,0,speaker1
7,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,0,A,,,,"S1 states that apples were the only item Sam gave to Tom. This directly implies that Sam did not give Tom any other items, such as grapes.",,,1,NEG,2,ns1,audio,gemini,gemini-2.5-flash,20260518_083600,,0,speaker1
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,1,C,,,,"S1 states that Sam only gave grapes to Bill, implying that no one else received grapes from Sam. S2 states that Sam also gave Sue grapes, which contradicts S1's exclusivity regarding who received grapes.",,,1,POS,1,ns1,audio,gemini,gemini-2.5-flash,20260518_083600,,1,speaker1
1,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,1,B,,,,"S1 states that Sam gave Sue only oranges, meaning Sue received no other fruit from Sam. It does not restrict who else received oranges or what Rob received. Therefore, S2, which states Sam didn't give Rob oranges, is independent.",,,2,NEG,1,ns1,audio,gemini,gemini-2.5-flash,20260518_083600,,1,speaker1
4,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,1,B,,,,"S1 states that Sam gave Ellen only bananas, meaning Ellen received no other fruit from Sam. It does not restrict who else received bananas. Therefore, S2, which states Sam also gave Mary bananas, is independent.",,,2,POS,1,ns1,audio,gemini,gemini-2.5-flash,20260518_083600,,1,speaker1
5,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,0,B,,,,"S1 states that Sam gave Ellen only grapes, meaning Ellen received no other fruit from Sam. It does not restrict who else received grapes or what Tom received. Therefore, S2, which states Sam didn't give Tom grapes, is independent.",,,1,NEG,1,ns1,audio,gemini,gemini-2.5-flash,20260518_083600,,1,speaker1
6,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,1,C,,,,"S1 states that Sam gave Rob only oranges, meaning Rob received no other fruit from Sam. S2 states that Sam also gave Rob apples, which means Rob received apples in addition to oranges, directly contradicting S1.",,,2,POS,2,ns1,audio,gemini,gemini-2.5-flash,20260518_083600,,1,speaker1
7,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,0,A,,,,"S1 states that Sam gave Tom only apples, meaning Tom received no other fruit from Sam. If Tom received no other fruit, then he certainly didn't receive grapes. Therefore, S2 is entailed.",,,1,NEG,2,ns1,audio,gemini,gemini-2.5-flash,20260518_083600,,1,speaker1
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,1,C,,,,"S1 states that Bill was the *only* person Sam gave grapes to. S2 states that Sam *also* gave Sue grapes, which contradicts the exclusivity implied by ""only Bill"".",,,1,POS,1,ns1,audio,gemini,gemini-2.5-flash,20260518_083600,,2,speaker1
1,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,1,B,,,,"S1 states that oranges were the *only* thing Sam gave to Sue. It does not provide any information about what Sam gave or didn't give to Rob. Therefore, S2 is independent.",,,2,NEG,1,ns1,audio,gemini,gemini-2.5-flash,20260518_083600,,2,speaker1
2,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,0,C,,,,"S1 states that grapes were the *only* thing Sam gave to Rob. S2 states that Sam *also* gave Rob oranges, which contradicts the exclusivity implied by ""only grapes"" for Rob.",,,1,POS,2,ns1,audio,gemini,gemini-2.5-flash,20260518_083600,,2,speaker1
3,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,1,A,,,,"S1 states that oranges were the *only* thing Sam gave to Tom. If oranges were the only thing Sam gave to Tom, then it necessarily follows that Sam didn't give Tom bananas.",,,2,NEG,2,ns1,audio,gemini,gemini-2.5-flash,20260518_083600,,2,speaker1
6,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,0,A,,,,"S1 states that Ellen was the *only* person Sam gave grapes to. If Ellen was the only person Sam gave grapes to, then it necessarily follows that Sam didn't give Tom grapes.",,,2,POS,2,ns1,audio,gemini,gemini-2.5-flash,20260518_083600,,2,speaker1
