example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave Tom APPLES.,Sam also gave Tom grapes.,C,1,C,0,Sam only gave TOM apples.,Sam also gave Tom grapes.,"S1 states that Tom only received apples, but S2 contradicts this by saying Tom also received grapes.",0.0,0.0,2,POS,2,f10,audio,openai,gpt-4o-audio-preview,20260105_092133,chatcmpl-Cub90pOrOj2RGqO5ajUsxBwu9LwrZ,1
1,0,Sam only gave Mary BANANAS.,Sam didn't give Bill bananas.,B,1,B,0,Sam only gave MARY bananas.,Sam didn’t give Bill bananas.,"S1 talks about Mary and bananas, but S2 talks about Bill and bananas, so the two statements are independent.",0.0,0.03571428571428571,2,NEG,1,f10,audio,openai,gpt-4o-audio-preview,20260105_092133,chatcmpl-Cub90pOrOj2RGqO5ajUsxBwu9LwrZ,1
2,0,Sam only gave MARY apples.,Sam also gave Mary bananas.,B,0,C,1,Sam only gave MARY apples.,Sam also gave Mary bananas.,"S1 states that Mary only got apples, but S2 contradicts that by saying Mary also got bananas.",0.0,0.0,1,POS,2,f10,audio,openai,gpt-4o-audio-preview,20260105_092133,chatcmpl-Cub90pOrOj2RGqO5ajUsxBwu9LwrZ,1
3,0,Sam only gave SUE apples.,Sam didn't give Rob apples.,A,0,B,1,Sam only gave SUE apples.,Sam didn’t give Rob apples.,"S1 focuses on Sue and apples, while S2 talks about Rob and apples, making them independent.",0.0,0.038461538461538464,1,NEG,1,f10,audio,openai,gpt-4o-audio-preview,20260105_092133,chatcmpl-Cub90pOrOj2RGqO5ajUsxBwu9LwrZ,1
4,0,Sam only gave BILL bananas.,Sam also gave Bill grapes.,B,0,C,1,Sam only gave BILL bananas.,Sam also gave Bill grapes.,"S1 says Bill only received bananas, but S2 contradicts this by adding that Bill also got grapes.",0.0,0.0,1,POS,2,f10,audio,openai,gpt-4o-audio-preview,20260105_092133,chatcmpl-Cub90pOrOj2RGqO5ajUsxBwu9LwrZ,1
5,1,Sam only gave Rob GRAPES.,Sam didn't give Rob apples.,A,1,A,0,Sam only gave ROB grapes.,Sam didn’t give Rob apples.,"if Sam only gave Rob grapes, it follows that Rob didn’t get apples, so S2 is entailed by S1.",0.0,0.038461538461538464,2,NEG,2,f10,audio,openai,gpt-4o-audio-preview,20260105_092133,chatcmpl-Cub90pOrOj2RGqO5ajUsxBwu9LwrZ,1
6,1,Sam only gave SUE grapes.,Sam also gave Tom grapes.,C,0,B,1,Sam only gave SUE grapes.,Sam also gave Tom grapes.,"S1 is about Sue, and S2 is about Tom, the statements don’t affect each other, so they are independent.",0.0,0.0,1,POS,1,f10,audio,openai,gpt-4o-audio-preview,20260105_092133,chatcmpl-Cub90pOrOj2RGqO5ajUsxBwu9LwrZ,1
7,1,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,A,0,B,1,Sam only gave ELLEN grapes.,Sam didn’t give Rob grapes.,"S1 is about Ellen, and S2 is about Rob, there’s no direct link between the two statements.",0.0,0.038461538461538464,1,NEG,1,f10,audio,openai,gpt-4o-audio-preview,20260105_092133,chatcmpl-Cub90pOrOj2RGqO5ajUsxBwu9LwrZ,1
8,1,Sam only gave MARY grapes.,Sam also gave Mary bananas.,B,0,C,1,Sam only gave MARY grapes.,Sam also gave Mary bananas.,"S1 says Mary only got grapes, but S2 contradicts that by saying she also got bananas.",0.0,0.0,1,POS,2,f10,audio,openai,gpt-4o-audio-preview,20260105_092133,chatcmpl-Cub90pOrOj2RGqO5ajUsxBwu9LwrZ,1
9,1,Sam only gave SUE apples.,Sam didn't give Bill apples.,A,0,B,1,Sam only gave SUE apples.,Sam didn’t give Bill apples.,"S1 talks about Sue and apples, while S2 talks about Bill and apples, making them independent.",0.0,0.037037037037037035,1,NEG,1,f10,audio,openai,gpt-4o-audio-preview,20260105_092133,chatcmpl-Cub90pOrOj2RGqO5ajUsxBwu9LwrZ,1
