example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,C,1,C,0,Sam only gave BILL bananas.,Sam also gave Bill grapes.,"the focus in S1 is on Bill, meaning Sam did not give bananas to anyone else. However, S2 talks about giving grapes to Bill, which contradicts the uniqueness claim about the gift focused only on bananas to Bill.",0.0,0.0,2,POS,2,f7,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cub0HEzOkhbTNfgKvlwh0ny66geUt,3
1,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,C,1,C,1,Sam only gave MARY apples.,Sam also gave Ellen apples.,"the focus in S1 is on Mary, meaning Sam did not give apples to anyone else. S2 states that Ellen also received apples, which contradicts this exclusivity.",0.0,0.0,1,POS,1,f7,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cub0HEzOkhbTNfgKvlwh0ny66geUt,3
2,0,Sam only gave Sue APPLES.,Sam also gave Tom apples.,B,0,C,0,Sam only gave SUE apples.,Sam also gave Tom apples.,"the focus in S1 is on Sue, meaning Sam gave apples exclusively to Sue and no one else. S2 contradicts that by saying Tom also received apples.",0.0,0.0,2,POS,1,f7,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cub0HEzOkhbTNfgKvlwh0ny66geUt,3
3,0,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,0,A,1,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,"the focus in S1 is on Bill receiving grapes, meaning he didn’t receive other items like oranges. S2 aligns with this by stating that Bill didn't get oranges, which supports the exclusivity implied in S1.",0.0,0.0,1,NEG,2,f7,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cub0HEzOkhbTNfgKvlwh0ny66geUt,3
4,0,Sam only gave BILL apples.,Sam didn't give Bill bananas.,B,0,A,1,Sam only gave BILL apples.,Sam didn't give Bill bananas.,"the focus in S1 is on Bill receiving apples, meaning he didn’t receive other kinds of fruits like bananas. S2 confirms that Bill didn’t get bananas, which matches the exclusivity from S1.",0.0,0.0,1,NEG,2,f7,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cub0HEzOkhbTNfgKvlwh0ny66geUt,3
5,0,Sam only gave SUE apples.,Sam didn't give Sue bananas.,B,0,A,1,Sam only gave SUE apples.,Sam didn't give Sue bananas.,"the focus in S1 is on Sue receiving apples, meaning she did not receive other items like bananas. S2 supports this by stating Sue didn’t get bananas, which aligns with the exclusivity suggested in S1.",0.0,0.0,1,NEG,2,f7,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cub0HEzOkhbTNfgKvlwh0ny66geUt,3
6,1,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,A,1,A,1,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,"the focus in S1 is on Ellen receiving oranges, meaning no one else, including Tom, got oranges. S2 is consistent with this by saying Tom didn’t get oranges, supporting the exclusivity of giving oranges to Ellen only.",0.0,0.0,1,NEG,1,f7,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cub0HEzOkhbTNfgKvlwh0ny66geUt,3
7,1,Sam only gave TOM apples.,Sam didn't give Mary apples.,A,1,A,1,Sam only gave TOM apples.,Sam didn't give Mary apples.,"the focus in S1 is on Tom receiving apples, meaning no one else, including Mary, got apples. S2 aligns with this by stating Mary didn’t get apples, supporting the exclusivity implied in S1.",0.0,0.0,1,NEG,1,f7,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cub0HEzOkhbTNfgKvlwh0ny66geUt,3
8,0,Sam only gave Tom APPLES.,Sam also gave Bill apples.,B,0,C,0,Sam only gave TOM apples.,Sam also gave Bill apples.,"the focus in S1 is on Tom receiving apples, meaning no one else received apples. S2 contradicts this by saying Bill also got apples.",0.0,0.0,2,POS,1,f7,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cub0HEzOkhbTNfgKvlwh0ny66geUt,3
9,0,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,B,0,A,0,Sam only gave SUE bananas.,Sam didn't give Tom bananas.,"the focus in S1 is on Sue receiving bananas, meaning no one else got bananas. S2 is consistent with that exclusivity by saying Tom didn’t get bananas, supporting S1.",0.0,0.0,2,NEG,1,f7,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cub0HEzOkhbTNfgKvlwh0ny66geUt,3
