example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave ROB bananas.,Sam didn’t give Tom bananas.,"focusing on ""ROB"" entails that Sam gave bananas to Rob and not to anyone else, including Tom.",0.0,0.037037037037037035,1,NEG,1,f2,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmGeHEs3ibmghFAK2Mwolw4UaqQO
1,0,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,B,1,B,1,Sam only gave TOM grapes.,Sam didn’t give Tom oranges.,"focusing on ""TOM"" entails that Sam gave grapes to Tom and not to anyone else, but it doesn’t say anything about what specific fruits were not given to Tom.",0.0,0.037037037037037035,1,NEG,2,f2,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmGeHEs3ibmghFAK2Mwolw4UaqQO
2,0,Sam only gave SUE oranges.,Sam also gave Sue apples.,B,0,C,1,Sam only gave SUE oranges.,Sam also gave Sue apples.,"focusing on ""SUE"" and ""oranges"" means Sam gave oranges to Sue and not anything else to her. Saying that Sam also gave Sue apples directly contradicts that.",0.0,0.0,1,POS,2,f2,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmGeHEs3ibmghFAK2Mwolw4UaqQO
3,0,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,A,0,B,1,Sam only gave SUE bananas.,Sam didn’t give Rob bananas.,"focusing on ""SUE"" and ""bananas"" means Sam gave bananas only to Sue, and it doesn’t say anything directly about who else received or didn’t receive bananas, so the statement about Rob is independent.",0.0,0.037037037037037035,1,NEG,1,f2,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmGeHEs3ibmghFAK2Mwolw4UaqQO
4,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,1,A,0,Sam only gave TOM oranges.,Sam didn’t give Tom bananas.,"focusing on ""oranges"" means that Sam only gave oranges to Tom, so he didn’t give Tom any other fruit, including bananas.",0.0,0.037037037037037035,2,NEG,2,f2,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmGeHEs3ibmghFAK2Mwolw4UaqQO
5,0,Sam only gave SUE apples.,Sam didn't give Sue oranges.,B,0,A,1,Sam only gave SUE apples.,Sam didn’t give Sue oranges.,"focusing on ""apples"" means that Sam gave only apples to Sue, so he didn’t give her any other fruit, including oranges.",0.0,0.037037037037037035,1,NEG,2,f2,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmGeHEs3ibmghFAK2Mwolw4UaqQO
6,0,Sam only gave Sue GRAPES.,Sam didn't give Sue apples.,A,1,A,0,Sam only gave SUE grapes.,Sam didn’t give Sue apples.,"focusing on ""grapes"" means that Sam only gave grapes to Sue, so he didn’t give her any other fruit, including apples.",0.0,0.038461538461538464,2,NEG,2,f2,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmGeHEs3ibmghFAK2Mwolw4UaqQO
7,0,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,B,0,C,1,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,"focusing on ""oranges"" means that Sam gave only oranges to Ellen, so saying he also gave bananas contradicts that.",0.0,0.0,1,POS,2,f2,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmGeHEs3ibmghFAK2Mwolw4UaqQO
8,0,Sam only gave MARY grapes.,Sam didn't give Mary apples.,B,0,A,1,Sam only gave MARY grapes.,Sam didn’t give Mary apples.,"focusing on ""grapes"" means Sam gave only grapes to Mary, so he didn’t give her any other fruit, including apples.",0.0,0.037037037037037035,1,NEG,2,f2,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmGeHEs3ibmghFAK2Mwolw4UaqQO
9,0,Sam only gave BILL oranges.,Sam also gave Mary oranges.,C,0,B,1,Sam only gave BILL oranges.,Sam also gave Mary oranges.,"focusing on ""BILL"" means Sam gave only oranges to Bill, but it doesn’t say anything about what Sam gave to Mary, so that statement is independent.",0.0,0.0,1,POS,1,f2,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmGeHEs3ibmghFAK2Mwolw4UaqQO
