example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave Ellen GRAPES.,Sam also gave Ellen oranges.,C,1,C,0,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,"the prosodic focus is on ""Ellen."" This means Sam did not give grapes to anyone besides Ellen. S2 says Sam gave Ellen oranges, which contradicts the focus interpretation that Ellen only got grapes.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHR1EcV3EYLnw6HLt3aJqCbUSDZ
1,0,Sam only gave ELLEN apples.,Sam also gave Rob apples.,C,0,B,1,Sam only gave ELLEN apples.,Sam also gave Rob apples.,"the prosodic focus is on ""Ellen."" This means Sam did not give apples to anyone except Ellen. S2 talks about Rob receiving apples, which is unrelated and doesn't follow from the first sentence nor directly contradicts it. So they are independent.",0.0,0.0,1,POS,1,f5,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHR1EcV3EYLnw6HLt3aJqCbUSDZ
2,0,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,B,0,A,1,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,"the prosodic focus is on ""Mary."" This means Sam didn't give oranges to anyone except Mary. If Sam only gave Mary oranges, it naturally follows that he didn’t give her bananas. Thus S2 is entailed by S1.",0.0,0.0,1,NEG,2,f5,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHR1EcV3EYLnw6HLt3aJqCbUSDZ
3,0,Sam only gave MARY oranges.,Sam also gave Tom oranges.,C,1,C,1,Sam only gave MARY oranges.,Sam also gave Tom oranges.,"the focus is on ""Mary,"" meaning no one else besides Mary got oranges. S2 contradicts that by saying Sam also gave oranges to Tom.",0.0,0.0,1,POS,1,f5,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHR1EcV3EYLnw6HLt3aJqCbUSDZ
4,0,Sam only gave Mary ORANGES.,Sam didn't give Tom oranges.,B,0,A,0,Sam only gave MARY oranges.,Sam didn't give Tom oranges.,"the focus is on ""Mary."" It means that no one other than Mary got oranges. Therefore, S2, which says Sam didn’t give oranges to Tom, follows naturally and is entailed.",0.0,0.0,2,NEG,1,f5,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHR1EcV3EYLnw6HLt3aJqCbUSDZ
5,0,Sam only gave Mary GRAPES.,Sam also gave Mary apples.,C,1,C,0,Sam only gave MARY grapes.,Sam also gave Mary apples.,"the focus is on ""Mary,"" meaning Mary only received grapes and nothing else. The second sentence says Mary also received apples, which contradicts the focus interpretation.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHR1EcV3EYLnw6HLt3aJqCbUSDZ
6,0,Sam only gave SUE apples.,Sam also gave Mary apples.,C,1,C,1,Sam only gave SUE apples.,Sam also gave Mary apples.,"the prosodic focus is on ""Sue."" That means only Sue got apples, and no one else did. S2 contradicts this by saying Mary also got apples.",0.0,0.0,1,POS,1,f5,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHR1EcV3EYLnw6HLt3aJqCbUSDZ
7,0,Sam only gave Bill ORANGES.,Sam also gave Bill bananas.,C,1,C,0,Sam only gave BILL oranges.,Sam also gave Bill bananas.,"the focus is on ""Bill,"" meaning only Bill received oranges and nothing else. S2 says Bill got bananas too, contradicting the exclusive nature of the first sentence.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHR1EcV3EYLnw6HLt3aJqCbUSDZ
8,0,Sam only gave Ellen BANANAS.,Sam also gave Ellen grapes.,C,1,C,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,"the focus is on ""Ellen,"" meaning Ellen only received bananas and nothing else. S2 contradicts that by stating Ellen also got grapes.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHR1EcV3EYLnw6HLt3aJqCbUSDZ
9,0,Sam only gave Tom BANANAS.,Sam didn't give Tom oranges.,A,1,A,0,Sam only gave TOM bananas.,Sam didn't give Tom oranges.,"the prosodic focus is on ""Tom,"" meaning only Tom got bananas and not anything else. S2, which says Sam didn’t give Tom oranges, is consistent with and entailed by S1.",0.0,0.0,2,NEG,2,f5,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHR1EcV3EYLnw6HLt3aJqCbUSDZ
