example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,1,A,1,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,"the focus is on ELLEN: only Ellen received grapes, so Tom did not.",0.0,0.0,1,NEG,1,f3,oracle,openai,gpt-5,20251218_173456,
1,0,Sam only gave Ellen APPLES.,Sam didn't give Ellen oranges.,A,1,A,1,Sam only gave Ellen APPLES.,Sam didn't give Ellen oranges.,"the focus is on APPLES: the only thing Sam gave Ellen was apples, so not oranges.",0.0,0.0,2,NEG,2,f3,oracle,openai,gpt-5,20251218_173456,
2,0,Sam only gave Rob GRAPES.,Sam also gave Ellen grapes.,B,1,B,1,Sam only gave Rob GRAPES.,Sam also gave Ellen grapes.,"the focus is on GRAPES: Rob got only grapes; it doesn’t restrict who else (e.g., Ellen) got grapes.",0.0,0.0,2,POS,1,f3,oracle,openai,gpt-5,20251218_173456,
3,0,Sam only gave Rob APPLES.,Sam also gave Ellen apples.,B,1,B,1,Sam only gave Rob APPLES.,Sam also gave Ellen apples.,the focus is on APPLES: Rob got only apples; it doesn’t restrict whether Ellen also got apples.,0.0,0.0,2,POS,1,f3,oracle,openai,gpt-5,20251218_173456,
4,0,Sam only gave Ellen APPLES.,Sam didn't give Bill apples.,B,1,B,1,Sam only gave Ellen APPLES.,Sam didn't give Bill apples.,"the focus is on APPLES: it limits what Ellen received, not who else (e.g., Bill) got apples.",0.0,0.0,2,NEG,1,f3,oracle,openai,gpt-5,20251218_173456,
5,0,Sam only gave Rob APPLES.,Sam didn't give Sue apples.,B,1,B,1,Sam only gave Rob APPLES.,Sam didn't give Sue apples.,"the focus is on APPLES: it limits what Rob received, not whether Sue got apples.",0.0,0.0,2,NEG,1,f3,oracle,openai,gpt-5,20251218_173456,
6,0,Sam only gave ROB oranges.,Sam also gave Rob apples.,B,1,B,1,Sam only gave ROB oranges.,Sam also gave Rob apples.,"the focus is on ROB: only Rob received oranges; it doesn’t restrict other things Rob might also have received (e.g., apples).",0.0,0.0,1,POS,2,f3,oracle,openai,gpt-5,20251218_173456,
7,0,Sam only gave ROB apples.,Sam also gave Rob grapes.,B,1,B,1,Sam only gave ROB apples.,Sam also gave Rob grapes.,the focus is on ROB: only Rob received apples; it doesn’t rule out Rob also receiving grapes.,0.0,0.0,1,POS,2,f3,oracle,openai,gpt-5,20251218_173456,
8,0,Sam only gave ROB bananas.,Sam didn't give Ellen bananas.,A,1,A,1,Sam only gave ROB bananas.,Sam didn't give Ellen bananas.,"the focus is on ROB: only Rob received bananas, so Ellen did not.",0.0,0.0,1,NEG,1,f3,oracle,openai,gpt-5,20251218_173456,
9,0,Sam only gave Mary APPLES.,Sam also gave Ellen apples.,B,1,B,1,Sam only gave Mary APPLES.,Sam also gave Ellen apples.,"the focus is on APPLES: it limits what Mary received, not who else (e.g., Ellen) got apples.",0.0,0.0,2,POS,1,f3,oracle,openai,gpt-5,20251218_173456,
