example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave Ellen BANANAS.,Sam also gave Rob bananas.,B,0,C,0,Sam ONLY gave ELLEN bananas.,Sam also gave ROB bananas.,"focusing on ""ELLEN"" in S1 means Sam did not give bananas to anyone else. S2 says Sam gave bananas to Rob, which contradicts this.",0.0,0.0,2,POS,1,f8,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyiuWWnKw538TY7zPWjCwkoxG3y
1,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,0,C,1,Sam ONLY gave ROB grapes.,Sam also gave ROB oranges.,"focusing on ""grapes"" in S1 means Sam did not give Rob anything other than grapes. S2 says Sam gave Rob oranges, which contradicts this.",0.0,0.0,1,POS,2,f8,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyiuWWnKw538TY7zPWjCwkoxG3y
2,0,Sam only gave TOM apples.,Sam also gave Bill apples.,C,1,C,1,Sam ONLY gave TOM apples.,Sam also gave BILL apples.,"focusing on ""TOM"" in S1 means Sam did not give apples to anyone else. S2 says Sam gave apples to Bill, which contradicts this.",0.0,0.0,1,POS,1,f8,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyiuWWnKw538TY7zPWjCwkoxG3y
3,0,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,C,1,C,0,Sam ONLY gave MARY apples.,Sam also gave MARY bananas.,"focusing on ""apples"" in S1 means Sam did not give Mary anything other than apples. S2 says Sam gave Mary bananas, which contradicts this.",0.0,0.0,2,POS,2,f8,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyiuWWnKw538TY7zPWjCwkoxG3y
4,0,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,B,0,C,0,Sam ONLY gave ELLEN oranges.,Sam also gave SUE oranges.,"focusing on ""ELLEN"" in S1 means Sam did not give oranges to anyone else. S2 says Sam gave oranges to Sue, which contradicts this.",0.0,0.0,2,POS,1,f8,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyiuWWnKw538TY7zPWjCwkoxG3y
5,0,Sam only gave Rob ORANGES.,Sam didn't give Rob apples.,A,1,A,0,Sam ONLY gave ROB oranges.,Sam didn’t give ROB apples.,"focusing on ""oranges"" in S1 means Sam did not give Rob anything other than oranges. S2 states that Sam didn’t give Rob apples, which is consistent with S1.",0.0,0.038461538461538464,2,NEG,2,f8,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyiuWWnKw538TY7zPWjCwkoxG3y
6,0,Sam only gave Bill BANANAS.,Sam didn't give Ellen bananas.,B,0,A,0,Sam ONLY gave BILL bananas.,Sam didn’t give ELLEN bananas.,"focusing on ""BILL"" in S1 means Sam did not give bananas to anyone else. S2 states that Sam didn’t give Ellen bananas, which is consistent with S1.",0.0,0.034482758620689655,2,NEG,1,f8,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyiuWWnKw538TY7zPWjCwkoxG3y
7,0,Sam only gave Rob BANANAS.,Sam also gave Sue bananas.,B,0,C,0,Sam ONLY gave ROB bananas.,Sam also gave SUE bananas.,"focusing on ""ROB"" in S1 means Sam did not give bananas to anyone else. S2 says Sam gave bananas to Sue, which contradicts this.",0.0,0.0,2,POS,1,f8,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyiuWWnKw538TY7zPWjCwkoxG3y
8,0,Sam only gave Bill BANANAS.,Sam didn't give Mary bananas.,B,0,A,0,Sam ONLY gave BILL bananas.,Sam didn’t give MARY bananas.,"focusing on ""BILL"" in S1 means Sam did not give bananas to anyone else. S2 states that Sam didn’t give Mary bananas, which is consistent with S1.",0.0,0.03571428571428571,2,NEG,1,f8,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyiuWWnKw538TY7zPWjCwkoxG3y
9,0,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,B,0,A,0,Sam ONLY gave ELLEN grapes.,Sam didn’t give ROB grapes.,"focusing on ""ELLEN"" in S1 means Sam did not give grapes to anyone else. S2 states that Sam didn’t give Rob grapes, which is consistent with S1.",0.0,0.038461538461538464,2,NEG,1,f8,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyiuWWnKw538TY7zPWjCwkoxG3y
