example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,1,Sam only gave Ellen BANANAS.,Sam also gave Rob bananas.,B,1,B,1,Sam only gave Ellen BANANAS.,Sam also gave Rob bananas.,"S2 introduces a new recipient of bananas, which is independent of S1's focus on Ellen.",0.0,0.0,2,POS,1,f8,audio,gemini,gemini-2.0-flash,20260105_093157,,0
1,1,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,1,B,1,Sam only gave ROB grapes.,Sam also gave Rob oranges.,"S2 introduces a new fruit, oranges, which is independent of S1's focus on grapes.",0.0,0.0,1,POS,2,f8,audio,gemini,gemini-2.0-flash,20260105_093157,,0
2,0,Sam only gave TOM apples.,Sam also gave Bill apples.,C,0,B,1,Sam only gave TOM apples.,Sam also gave Bill apples.,"S2 introduces a new recipient of apples, which is independent of S1's focus on Tom.",0.0,0.0,1,POS,1,f8,audio,gemini,gemini-2.0-flash,20260105_093157,,0
3,0,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,C,0,B,1,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,"S2 introduces a new fruit, bananas, which is independent of S1's focus on apples.",0.0,0.0,2,POS,2,f8,audio,gemini,gemini-2.0-flash,20260105_093157,,0
4,0,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,B,1,B,1,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,"S2 introduces a new recipient of oranges, which is independent of S1's focus on Ellen.",0.0,0.0,2,POS,1,f8,audio,gemini,gemini-2.0-flash,20260105_093157,,0
5,0,Sam only gave Rob ORANGES.,Sam didn't give Rob apples.,A,0,B,0,Sam only gave ROB oranges.,Sam didn't give Rob apples.,"S2 introduces a new fruit, apples, and denies that Rob received them, which is independent of S1's focus on oranges.",0.0,0.0,2,NEG,2,f8,audio,gemini,gemini-2.0-flash,20260105_093157,,0
6,0,Sam only gave Bill BANANAS.,Sam didn't give Ellen bananas.,B,1,B,0,Sam only gave BILL bananas.,Sam didn't give Ellen bananas.,"S2 introduces a new recipient, Ellen, and denies that she received bananas, which is independent of S1's focus on Bill.",0.0,0.0,2,NEG,1,f8,audio,gemini,gemini-2.0-flash,20260105_093157,,0
7,0,Sam only gave Rob BANANAS.,Sam also gave Sue bananas.,B,1,B,0,Sam only gave ROB bananas.,Sam also gave Sue bananas.,"S2 introduces a new recipient of bananas, which is independent of S1's focus on Rob.",0.0,0.0,2,POS,1,f8,audio,gemini,gemini-2.0-flash,20260105_093157,,0
8,0,Sam only gave Bill BANANAS.,Sam didn't give Mary bananas.,B,1,B,0,Sam only gave BILL bananas.,Sam didn't give Mary bananas.,"S2 introduces a new recipient, Mary, and denies that she received bananas, which is independent of S1's focus on Bill.",0.0,0.0,2,NEG,1,f8,audio,gemini,gemini-2.0-flash,20260105_093157,,0
9,0,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,B,1,B,1,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,"S2 introduces a new recipient, Rob, and denies that he received grapes, which is independent of S1's focus on Ellen.",0.0,0.0,2,NEG,1,f8,audio,gemini,gemini-2.0-flash,20260105_093157,,0
