example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,C,1,C,0,Sam only gave BILL bananas.,Sam also gave Bill grapes.,"the focus in S1 is on BILL getting bananas exclusively, and S2 contradicts this by stating additional items were given to Bill, not just bananas.",0.0,0.0,2,POS,2,f7,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaSqwzOMndzR5HKHg8AwxaYLm4xs,3
1,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,C,0,A,1,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,"the focus in S1 is on BILL and grapes, and this implies that Bill did not get other things like oranges. S2 is entailed by that exclusivity.",0.32,0.5357142857142857,1,POS,1,f7,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaSqwzOMndzR5HKHg8AwxaYLm4xs,3
2,0,Sam only gave Sue APPLES.,Sam also gave Tom apples.,B,0,C,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,"S1 focuses on MARY as the only recipient of apples, and S2 contradicts that by adding another recipient of apples, Ellen.",0.16,0.19230769230769232,2,POS,1,f7,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaSqwzOMndzR5HKHg8AwxaYLm4xs,3
3,0,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,0,C,1,Sam only gave SUE apples.,Sam also gave Tom apples.,"S1 focuses on SUE as the sole recipient of apples, and S2 contradicts this exclusivity by stating that Tom also received apples.",0.32,0.5714285714285714,1,NEG,2,f7,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaSqwzOMndzR5HKHg8AwxaYLm4xs,3
4,0,Sam only gave BILL apples.,Sam didn't give Bill bananas.,B,0,A,1,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,"the focus in S1 is that Bill got grapes and nothing else (no oranges, no other items), which matches the statement in S2 about the absence of oranges.",0.16,0.17857142857142858,1,NEG,2,f7,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaSqwzOMndzR5HKHg8AwxaYLm4xs,3
5,0,Sam only gave SUE apples.,Sam didn't give Sue bananas.,B,0,A,1,Sam only gave BILL apples.,Sam didn't give Bill bananas.,"the focus in S1 is on BILL and apples exclusively, meaning no bananas or other fruits were given to Bill. This logically entails S2.",0.16,0.14285714285714285,1,NEG,2,f7,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaSqwzOMndzR5HKHg8AwxaYLm4xs,3
6,1,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,A,1,A,1,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,"focusing on ELLEN for oranges means no one else, including Tom, got oranges.",0.0,0.0,1,NEG,1,f7,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaSqwzOMndzR5HKHg8AwxaYLm4xs,3
7,1,Sam only gave TOM apples.,Sam didn't give Mary apples.,A,1,A,1,Sam only gave TOM apples.,Sam didn't give Mary apples.,"focusing on TOM for apples means no one else, including Mary, got apples.",0.0,0.0,1,NEG,1,f7,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaSqwzOMndzR5HKHg8AwxaYLm4xs,3
8,0,Sam only gave Tom APPLES.,Sam also gave Bill apples.,B,0,C,0,Sam only gave TOM apples.,Sam also gave Bill apples.,"S1 focuses on TOM as the only recipient of apples, and S2 contradicts that by adding another recipient, Bill.",0.0,0.0,2,POS,1,f7,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaSqwzOMndzR5HKHg8AwxaYLm4xs,3
9,0,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,B,0,A,0,Sam only gave SUE bananas.,Sam didn't give Tom bananas.,"the focus in S1 is on SUE and bananas exclusively, meaning only Sue got bananas, and this entails that Tom did not.",0.0,0.0,2,NEG,1,f7,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaSqwzOMndzR5HKHg8AwxaYLm4xs,3
