example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,1,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,C,0,B,0,Sam only gave SUE apples.,Sam didn't give Sue bananas.,"""only gave SUE apples"" means Sue only received apples, and not other fruits from Sam. S2 talks about bananas, which isn't entailed or contradicted directly by S1. So they are independent.",0.34615384615384615,0.5925925925925926,2,POS,2,f7,audio,openai,gpt-4o-audio-preview,20260105_092634,chatcmpl-CubCWiNFAQX4x9t0ZvkJPtUCDjbDR,0
1,1,Sam only gave MARY apples.,Sam also gave Ellen apples.,C,0,B,1,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,"""only gave ELLEN oranges"" means Ellen is the only person who got oranges from Sam. S2 discusses what Tom didn't get, which is independent of the focused assertion about Ellen.",0.37037037037037035,0.5925925925925926,1,POS,1,f7,audio,openai,gpt-4o-audio-preview,20260105_092634,chatcmpl-CubCWiNFAQX4x9t0ZvkJPtUCDjbDR,0
2,1,Sam only gave Sue APPLES.,Sam also gave Tom apples.,B,0,A,0,Sam only gave TOM apples.,Sam didn't give Mary apples.,"""only gave TOM apples"" entails that no one else, including Mary, received apples from Sam. Therefore, S2 is entailed by S1.",0.125,0.4074074074074074,2,POS,1,f7,audio,openai,gpt-4o-audio-preview,20260105_092634,chatcmpl-CubCWiNFAQX4x9t0ZvkJPtUCDjbDR,0
3,1,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,0,C,1,Sam only gave TOM apples.,Sam also gave Bill apples.,"""only gave TOM apples"" means Tom was the only recipient of apples. S2 contradicts this by suggesting Sam gave apples to Bill as well.",0.32,0.42857142857142855,1,NEG,2,f7,audio,openai,gpt-4o-audio-preview,20260105_092634,chatcmpl-CubCWiNFAQX4x9t0ZvkJPtUCDjbDR,0
4,1,Sam only gave BILL apples.,Sam didn't give Bill bananas.,B,0,A,1,Sam only gave SUE bananas.,Sam didn't give Tom bananas.,"""only gave SUE bananas"" means Sue is the sole recipient of bananas, which means Tom did not get any. Thus, S2 is entailed by S1.",0.36,0.14285714285714285,1,NEG,2,f7,audio,openai,gpt-4o-audio-preview,20260105_092634,chatcmpl-CubCWiNFAQX4x9t0ZvkJPtUCDjbDR,0
5,0,Sam only gave SUE apples.,Sam didn't give Sue bananas.,B,0,A,1,Sam only gave BILL grapes.,Sam didn't give Sue grapes.,"""only gave BILL grapes"" means Bill is the only person who got grapes. Therefore, S2 is entailed because Sue didn’t get any grapes.",0.32,0.18518518518518517,1,NEG,2,f7,audio,openai,gpt-4o-audio-preview,20260105_092634,chatcmpl-CubCWiNFAQX4x9t0ZvkJPtUCDjbDR,0
6,0,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,A,1,A,1,Sam only gave MARY oranges.,Sam didn't give Ellen oranges.,"""only gave MARY oranges"" means Mary is the only person who received oranges. Therefore, S2 is entailed since Ellen did not receive any oranges.",0.18518518518518517,0.1724137931034483,1,NEG,1,f7,audio,openai,gpt-4o-audio-preview,20260105_092634,chatcmpl-CubCWiNFAQX4x9t0ZvkJPtUCDjbDR,0
7,0,Sam only gave TOM apples.,Sam didn't give Mary apples.,A,0,C,1,Sam only gave SUE apples.,Sam also gave Bill apples.,"""only gave SUE apples"" means Sue was the only person who got apples. S2 contradicts this by saying Sam gave apples to Bill as well.",0.125,0.4074074074074074,1,NEG,1,f7,audio,openai,gpt-4o-audio-preview,20260105_092634,chatcmpl-CubCWiNFAQX4x9t0ZvkJPtUCDjbDR,0
8,0,Sam only gave Tom APPLES.,Sam also gave Bill apples.,B,0,A,0,Sam only gave TOM apples.,Sam didn't give Bill apples.,"""only gave TOM apples"" means Tom is the only person who received apples, so Bill didn’t get any. S2 is thus entailed by S1.",0.0,0.25925925925925924,2,POS,1,f7,audio,openai,gpt-4o-audio-preview,20260105_092634,chatcmpl-CubCWiNFAQX4x9t0ZvkJPtUCDjbDR,0
9,0,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,B,0,A,0,Sam only gave MARY bananas.,Sam didn't give Tom bananas.,"""only gave MARY bananas"" means Mary was the only one to get bananas, so Tom didn’t get any. Therefore, S2 is entailed.",0.15384615384615385,0.0,2,NEG,1,f7,audio,openai,gpt-4o-audio-preview,20260105_092634,chatcmpl-CubCWiNFAQX4x9t0ZvkJPtUCDjbDR,0
