example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave ROB apples.,Sam didn't give Sue apples.,A,1,A,1,Sam only gave ROB apples.,Sam didn't give Sue apples.,"if Sam only gave Rob apples, it implies he did not give apples to anyone else, including Sue.",0.0,0.0,1,NEG,1,f6,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFCYbF8MAjTwfAU7dtNzmLM6fSu
1,0,Sam only gave SUE grapes.,Sam also gave Sue oranges.,B,0,C,1,Sam only gave SUE grapes.,Sam also gave Sue oranges.,"if Sam only gave Sue grapes, it contradicts the statement that he also gave her oranges.",0.0,0.0,1,POS,2,f6,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFCYbF8MAjTwfAU7dtNzmLM6fSu
2,0,Sam only gave SUE grapes.,Sam didn't give Sue bananas.,B,0,A,1,Sam only gave SUE grapes.,Sam didn't give Sue bananas.,"if Sam only gave Sue grapes, it implies he didn't give her anything else, which includes not giving her bananas.",0.0,0.0,1,NEG,2,f6,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFCYbF8MAjTwfAU7dtNzmLM6fSu
3,0,Sam only gave Mary GRAPES.,Sam also gave Ellen grapes.,B,0,C,0,Sam only gave MARY grapes.,Sam also gave Ellen grapes.,"if Sam only gave Mary grapes, then it contradicts the idea that he also gave Ellen grapes.",0.0,0.0,2,POS,1,f6,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFCYbF8MAjTwfAU7dtNzmLM6fSu
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob bananas.,C,1,C,0,Sam only gave ROB oranges.,Sam also gave Rob bananas.,"if Sam only gave Rob oranges, it contradicts the idea that he also gave Rob bananas.",0.0,0.0,2,POS,2,f6,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFCYbF8MAjTwfAU7dtNzmLM6fSu
5,0,Sam only gave Sue BANANAS.,Sam didn't give Sue grapes.,A,1,A,0,Sam only gave SUE bananas.,Sam didn't give Sue grapes.,"if Sam only gave Sue bananas, it implies that he didn't give her any other kind of fruit, including grapes.",0.0,0.0,2,NEG,2,f6,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFCYbF8MAjTwfAU7dtNzmLM6fSu
6,0,Sam only gave Tom GRAPES.,Sam didn't give Tom apples.,A,1,A,0,Sam only gave TOM grapes.,Sam didn't give Tom apples.,"if Sam only gave Tom grapes, it implies he didn't give him anything else, including apples.",0.0,0.0,2,NEG,2,f6,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFCYbF8MAjTwfAU7dtNzmLM6fSu
7,0,Sam only gave TOM bananas.,Sam didn't give Tom grapes.,B,0,A,1,Sam only gave TOM bananas.,Sam didn't give Tom grapes.,"if Sam only gave Tom bananas, it implies he didn't give him any other kind of fruit, including grapes.",0.0,0.0,1,NEG,2,f6,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFCYbF8MAjTwfAU7dtNzmLM6fSu
8,0,Sam only gave Rob APPLES.,Sam also gave Rob grapes.,C,1,C,0,Sam only gave ROB apples.,Sam also gave Rob grapes.,"if Sam only gave Rob apples, it contradicts the statement that he also gave him grapes.",0.0,0.0,2,POS,2,f6,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFCYbF8MAjTwfAU7dtNzmLM6fSu
9,0,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,B,0,C,1,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,"if Sam only gave Ellen grapes, it contradicts the statement that he also gave her oranges.",0.0,0.0,1,POS,2,f6,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFCYbF8MAjTwfAU7dtNzmLM6fSu
