example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,B,1,B,1,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,"S1 states that Sam *only* gave Ellen bananas, which does not preclude him from giving her grapes as well.",0.0,0.0,1,POS,2,f9,audio,gemini,gemini-2.0-flash,20260105_093157,,2
1,0,Sam only gave MARY apples.,Sam didn't give Mary oranges.,B,0,A,1,Sam only gave MARY apples.,Sam didn't give Mary oranges.,"if Sam only gave Mary apples, then it is necessarily true that he didn't give her oranges.",0.0,0.0,1,NEG,2,f9,audio,gemini,gemini-2.0-flash,20260105_093157,,2
2,0,Sam only gave TOM bananas.,Sam also gave Tom apples.,B,1,B,1,Sam only gave TOM bananas.,Sam also gave Tom apples.,"S1 states that Sam *only* gave Tom bananas, which does not preclude him from giving him apples as well.",0.0,0.0,1,POS,2,f9,audio,gemini,gemini-2.0-flash,20260105_093157,,2
3,0,Sam only gave MARY apples.,Sam didn't give Mary grapes.,B,0,A,1,Sam only gave MARY apples.,Sam didn't give Mary grapes.,"if Sam only gave Mary apples, then it is necessarily true that he didn't give her grapes.",0.0,0.0,1,NEG,2,f9,audio,gemini,gemini-2.0-flash,20260105_093157,,2
4,1,Sam only gave Mary ORANGES.,Sam didn't give Mary apples.,A,1,A,1,Sam only gave Mary ORANGES.,Sam didn't give Mary apples.,"if Sam only gave Mary oranges, then it is necessarily true that he didn't give her apples.",0.0,0.0,2,NEG,2,f9,audio,gemini,gemini-2.0-flash,20260105_093157,,2
5,1,Sam only gave Rob APPLES.,Sam also gave Mary apples.,B,1,B,1,Sam only gave Rob APPLES.,Sam also gave Mary apples.,"S1 states that Sam *only* gave Rob apples, which does not preclude him from giving Mary apples as well.",0.0,0.0,2,POS,1,f9,audio,gemini,gemini-2.0-flash,20260105_093157,,2
6,0,Sam only gave ROB apples.,Sam also gave Tom apples.,C,0,B,1,Sam only gave ROB apples.,Sam also gave Tom apples.,"S1 states that Sam *only* gave Rob apples, which does not preclude him from giving Tom apples as well.",0.0,0.0,1,POS,1,f9,audio,gemini,gemini-2.0-flash,20260105_093157,,2
7,0,Sam only gave Rob ORANGES.,Sam didn't give Rob bananas.,A,1,A,1,Sam only gave Rob ORANGES.,Sam didn't give Rob bananas.,"if Sam only gave Rob oranges, then it is necessarily true that he didn't give him bananas.",0.0,0.0,2,NEG,2,f9,audio,gemini,gemini-2.0-flash,20260105_093157,,2
8,0,Sam only gave Bill GRAPES.,Sam also gave Rob grapes.,B,1,B,0,Sam only gave BILL grapes.,Sam also gave Rob grapes.,"S1 states that Sam *only* gave Bill grapes, which does not preclude him from giving Rob grapes as well.",0.0,0.0,2,POS,1,f9,audio,gemini,gemini-2.0-flash,20260105_093157,,2
9,0,Sam only gave Rob GRAPES.,Sam also gave Rob bananas.,C,0,B,0,Sam only gave ROB grapes.,Sam also gave Rob bananas.,"S1 states that Sam *only* gave Rob grapes, which does not preclude him from giving Rob bananas as well.",0.0,0.0,2,POS,2,f9,audio,gemini,gemini-2.0-flash,20260105_093157,,2
