example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave Ellen GRAPES.,Sam also gave Ellen oranges.,C,1,C,0,Sam only gave Ellen grapes.,Sam also gave Ellen oranges.,"“only gave Ellen grapes” means Ellen received nothing but grapes from Sam, so she didn’t also get oranges.",0.0,0.0,2,POS,2,f5,baseline,openai,gpt-5,20251218_171537,
1,0,Sam only gave ELLEN apples.,Sam also gave Rob apples.,C,1,C,0,Sam only gave Ellen apples.,Sam also gave Rob apples.,"“only gave Ellen apples” means no one else received apples from Sam, so Rob didn’t get apples.",0.0,0.0,1,POS,1,f5,baseline,openai,gpt-5,20251218_171537,
2,0,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,B,0,A,0,Sam only gave Mary oranges.,Sam didn't give Mary bananas.,"“only gave Mary oranges” entails Mary got no other items from Sam, so she didn’t get bananas.",0.0,0.0,1,NEG,2,f5,baseline,openai,gpt-5,20251218_171537,
3,0,Sam only gave MARY oranges.,Sam also gave Tom oranges.,C,1,C,0,Sam only gave Mary oranges.,Sam also gave Tom oranges.,"“only gave Mary oranges” means no one else received oranges from Sam, so Tom didn’t get oranges.",0.0,0.0,1,POS,1,f5,baseline,openai,gpt-5,20251218_171537,
4,0,Sam only gave Mary ORANGES.,Sam didn't give Tom oranges.,B,0,A,0,Sam only gave Mary oranges.,Sam didn't give Tom oranges.,“only gave Mary oranges” entails that others (like Tom) did not receive oranges from Sam.,0.0,0.0,2,NEG,1,f5,baseline,openai,gpt-5,20251218_171537,
5,0,Sam only gave Mary GRAPES.,Sam also gave Mary apples.,C,1,C,0,Sam only gave Mary grapes.,Sam also gave Mary apples.,"“only gave Mary grapes” means Mary received nothing but grapes from Sam, so not apples.",0.0,0.0,2,POS,2,f5,baseline,openai,gpt-5,20251218_171537,
6,0,Sam only gave SUE apples.,Sam also gave Mary apples.,C,1,C,0,Sam only gave Sue apples.,Sam also gave Mary apples.,"“only gave Sue apples” means no one other than Sue got apples from Sam, so not Mary.",0.0,0.0,1,POS,1,f5,baseline,openai,gpt-5,20251218_171537,
7,0,Sam only gave Bill ORANGES.,Sam also gave Bill bananas.,C,1,C,0,Sam only gave Bill oranges.,Sam also gave Bill bananas.,"“only gave Bill oranges” means Bill received nothing but oranges from Sam, so not bananas.",0.0,0.0,2,POS,2,f5,baseline,openai,gpt-5,20251218_171537,
8,0,Sam only gave Ellen BANANAS.,Sam also gave Ellen grapes.,C,1,C,0,Sam only gave Ellen bananas.,Sam also gave Ellen grapes.,"“only gave Ellen bananas” means Ellen received nothing but bananas from Sam, so not grapes.",0.0,0.0,2,POS,2,f5,baseline,openai,gpt-5,20251218_171537,
9,0,Sam only gave Tom BANANAS.,Sam didn't give Tom oranges.,A,1,A,0,Sam only gave Tom bananas.,Sam didn't give Tom oranges.,"“only gave Tom bananas” entails Tom got no other items from Sam, so he didn’t get oranges.",0.0,0.0,2,NEG,2,f5,baseline,openai,gpt-5,20251218_171537,
