example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave ROB apples.,Sam didn't give Sue apples.,A,1,A,1,Sam only gave ROB apples.,Sam didn't give Sue apples.,"the focus on ""ROB"" in S1 means that Rob is the only person to whom Sam gave apples. This entails that Sam did not give apples to anyone else, including Sue, making S2 entailed.",0.0,0.0,1,NEG,1,f6,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
1,0,Sam only gave SUE grapes.,Sam also gave Sue oranges.,B,1,B,1,Sam only gave SUE grapes.,Sam also gave Sue oranges.,"the focus on ""SUE"" in S1 means that Sue is the only person to whom Sam gave grapes. This provides no information about who received oranges, so S2 is independent.",0.0,0.0,1,POS,2,f6,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
2,0,Sam only gave SUE grapes.,Sam didn't give Sue bananas.,B,1,B,1,Sam only gave SUE grapes.,Sam didn't give Sue bananas.,"the focus on ""SUE"" in S1 means that Sue is the only person to whom Sam gave grapes. This provides no information about whether or not Sam gave Sue bananas, so S2 is independent.",0.0,0.0,1,NEG,2,f6,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
3,0,Sam only gave Mary GRAPES.,Sam also gave Ellen grapes.,B,1,B,1,Sam only gave Mary GRAPES.,Sam also gave Ellen grapes.,"the focus on ""GRAPES"" in S1 means that grapes are the only thing Sam gave Mary. This provides no information about what Sam gave to Ellen, so S2 is independent.",0.0,0.0,2,POS,1,f6,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob bananas.,C,1,C,1,Sam only gave Rob ORANGES.,Sam also gave Rob bananas.,"the focus on ""ORANGES"" in S1 means that oranges are the only thing Sam gave Rob. S2 states that Sam also gave Rob bananas, which directly contradicts S1.",0.0,0.0,2,POS,2,f6,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
5,0,Sam only gave Sue BANANAS.,Sam didn't give Sue grapes.,A,1,A,1,Sam only gave Sue BANANAS.,Sam didn't give Sue grapes.,"the focus on ""BANANAS"" in S1 means that bananas are the only thing Sam gave Sue. This entails that Sam did not give Sue anything else, including grapes, making S2 entailed.",0.0,0.0,2,NEG,2,f6,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
6,0,Sam only gave Tom GRAPES.,Sam didn't give Tom apples.,A,1,A,1,Sam only gave Tom GRAPES.,Sam didn't give Tom apples.,"the focus on ""GRAPES"" in S1 means that grapes are the only thing Sam gave Tom. This entails that Sam did not give Tom anything else, including apples, making S2 entailed.",0.0,0.0,2,NEG,2,f6,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
7,0,Sam only gave TOM bananas.,Sam didn't give Tom grapes.,B,1,B,1,Sam only gave TOM bananas.,Sam didn't give Tom grapes.,"the focus on ""TOM"" in S1 means that Tom is the only person to whom Sam gave bananas. This provides no information about whether or not Sam gave Tom grapes, so S2 is independent.",0.0,0.0,1,NEG,2,f6,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
8,0,Sam only gave Rob APPLES.,Sam also gave Rob grapes.,C,1,C,1,Sam only gave Rob APPLES.,Sam also gave Rob grapes.,"the focus on ""APPLES"" in S1 means that apples are the only thing Sam gave Rob. S2 states that Sam also gave Rob grapes, which directly contradicts S1.",0.0,0.0,2,POS,2,f6,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
9,0,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,B,0,C,0,Sam only gave Ellen GRAPES.,Sam also gave Ellen oranges.,"the focus on ""GRAPES"" in S1 means that grapes are the only thing Sam gave Ellen. S2 states that Sam also gave Ellen oranges, which directly contradicts S1.",0.0,0.0,1,POS,2,f6,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
