example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,1,A,1,Sam only gave ELLEN grapes.,Sam didn’t give Tom grapes.,"if Sam only gave Ellen grapes, then that excludes the possibility of him giving grapes to Tom. Therefore, S2 is entailed by S1.",0.0,0.038461538461538464,1,NEG,1,f3,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaOCFsEQ0UxMgjNG5NEY1DMMjt9y,4
1,0,Sam only gave Ellen APPLES.,Sam didn't give Ellen oranges.,A,0,C,0,Sam only gave ELLEN apples.,Sam didn’t give Ellen apples.,"if Sam only gave Ellen apples, it means he did give Ellen apples. S2 states the opposite, that Sam didn’t give Ellen apples. Therefore, S2 contradicts S1.",0.0,0.20689655172413793,2,NEG,2,f3,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaOCFsEQ0UxMgjNG5NEY1DMMjt9y,4
2,0,Sam only gave Rob GRAPES.,Sam also gave Ellen grapes.,B,0,C,0,Sam only gave ROB grapes.,Sam also gave Ellen grapes.,"if Sam only gave Rob grapes, that means he gave grapes to no one else. S2 says he also gave grapes to Ellen, which contradicts S1.",0.0,0.0,2,POS,1,f3,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaOCFsEQ0UxMgjNG5NEY1DMMjt9y,4
3,0,Sam only gave Rob APPLES.,Sam also gave Ellen apples.,B,0,C,0,Sam only gave ROB apples.,Sam also gave Ellen apples.,"if Sam only gave Rob apples, that excludes giving apples to anyone else. S2 says he also gave apples to Ellen, which contradicts S1.",0.0,0.0,2,POS,1,f3,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaOCFsEQ0UxMgjNG5NEY1DMMjt9y,4
4,0,Sam only gave Ellen APPLES.,Sam didn't give Bill apples.,B,0,A,0,Sam only gave ELLEN apples.,Sam didn’t give Bill apples.,"if Sam only gave apples to Ellen, that rules out giving apples to anyone else, including Bill. Therefore, S2 is entailed by S1.",0.0,0.037037037037037035,2,NEG,1,f3,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaOCFsEQ0UxMgjNG5NEY1DMMjt9y,4
5,0,Sam only gave Rob APPLES.,Sam didn't give Sue apples.,B,0,A,0,Sam only gave ROB apples.,Sam didn’t give Sue apples.,"if Sam only gave Rob apples, that means no apples were given to anyone else, so he didn’t give Sue apples. Therefore, S2 is entailed by S1.",0.0,0.038461538461538464,2,NEG,1,f3,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaOCFsEQ0UxMgjNG5NEY1DMMjt9y,4
6,0,Sam only gave ROB oranges.,Sam also gave Rob apples.,B,1,B,1,Sam only gave ROB oranges.,Sam also gave Rob apples.,"S1 says Sam only gave Rob oranges—it focuses on oranges. S2 talks about apples, which is another type of fruit and isn’t ruled out by S1. Thus, they relate to different aspects, making S2 independent of S1.",0.0,0.0,1,POS,2,f3,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaOCFsEQ0UxMgjNG5NEY1DMMjt9y,4
7,0,Sam only gave ROB apples.,Sam also gave Rob grapes.,B,1,B,1,Sam only gave ROB apples.,Sam also gave Rob grapes.,"S1 focuses on apples. S1 says Sam only gave Rob apples, meaning apples were not given to anyone else. But S2 mentions grapes, which is a different item, and S1 says nothing about grapes. Therefore, S2 is independent of S1.",0.0,0.0,1,POS,2,f3,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaOCFsEQ0UxMgjNG5NEY1DMMjt9y,4
8,1,Sam only gave ROB bananas.,Sam didn't give Ellen bananas.,A,1,A,1,Sam only gave ROB bananas.,Sam didn’t give Ellen bananas.,"if Sam only gave Rob bananas, that excludes giving bananas to anyone else, including Ellen. Therefore, S2 is entailed by S1.",0.0,0.034482758620689655,1,NEG,1,f3,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaOCFsEQ0UxMgjNG5NEY1DMMjt9y,4
9,1,Sam only gave Mary APPLES.,Sam also gave Ellen apples.,B,0,C,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,"if Sam only gave Mary apples, that excludes giving apples to anyone else. S2 says he also gave apples to Ellen, which contradicts S1.",0.0,0.0,2,POS,1,f3,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaOCFsEQ0UxMgjNG5NEY1DMMjt9y,4
