example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave ROB bananas.,Sam didn’t give Tom bananas.,"the focus in S1 is on ""ROB,"" meaning Sam did not give anyone else bananas. Therefore, S2 is entailed since it confirms that Sam did not give Tom (or others) bananas.",0.0,0.037037037037037035,1,NEG,1,f2,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuatCf9jF1vwr1jwxfkTklxtbgsHH,1
1,0,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,B,0,A,1,Sam only gave TOM grapes.,Sam didn’t give Tom oranges.,"the focus in S1 is on ""TOM,"" meaning Sam gave grapes to Tom and nothing else. Therefore, S2 is entailed because it confirms Sam did not give Tom oranges or any other fruit.",0.0,0.037037037037037035,1,NEG,2,f2,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuatCf9jF1vwr1jwxfkTklxtbgsHH,1
2,1,Sam only gave SUE oranges.,Sam also gave Sue apples.,B,0,C,1,Sam only gave SUE oranges.,Sam also gave Sue apples.,"the focus in S1 is on ""oranges."" This means Sam gave Sue nothing else but oranges. S2 contradicts this by saying Sue also got apples.",0.0,0.0,1,POS,2,f2,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuatCf9jF1vwr1jwxfkTklxtbgsHH,1
3,1,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,A,1,A,1,Sam only gave SUE bananas.,Sam didn’t give Rob bananas.,"the focus in S1 is on ""SUE,"" meaning Sam gave no one else bananas. So, it’s entailed that Rob did not receive bananas.",0.0,0.037037037037037035,1,NEG,1,f2,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuatCf9jF1vwr1jwxfkTklxtbgsHH,1
4,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,1,A,0,Sam only gave TOM oranges.,Sam didn’t give Tom bananas.,"the focus in S1 is on ""oranges,"" meaning Sam gave Tom only oranges and nothing else. Therefore, it is entailed that Sam didn’t give Tom bananas.",0.0,0.037037037037037035,2,NEG,2,f2,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuatCf9jF1vwr1jwxfkTklxtbgsHH,1
5,0,Sam only gave SUE apples.,Sam didn't give Sue oranges.,B,0,A,1,Sam only gave SUE apples.,Sam didn’t give Sue oranges.,"the focus in S1 is on ""apples,"" meaning Sue only received apples and nothing else. S2 is entailed because it confirms that Sue did not receive oranges.",0.0,0.037037037037037035,1,NEG,2,f2,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuatCf9jF1vwr1jwxfkTklxtbgsHH,1
6,0,Sam only gave Sue GRAPES.,Sam didn't give Sue apples.,A,1,A,0,Sam only gave SUE grapes.,Sam didn’t give Sue apples.,"the focus in S1 is on ""grapes,"" meaning Sue only got grapes and nothing else. Therefore, it’s entailed that she didn’t get apples.",0.0,0.038461538461538464,2,NEG,2,f2,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuatCf9jF1vwr1jwxfkTklxtbgsHH,1
7,0,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,B,0,C,1,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,"the focus is on ""oranges,"" meaning Sam only gave Ellen oranges. S2 contradicts this by saying Ellen also got bananas.",0.0,0.0,1,POS,2,f2,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuatCf9jF1vwr1jwxfkTklxtbgsHH,1
8,0,Sam only gave MARY grapes.,Sam didn't give Mary apples.,B,0,A,1,Sam only gave MARY grapes.,Sam didn’t give Mary apples.,"the focus is on ""grapes,"" meaning Mary received only grapes and nothing else. S2 is entailed since it confirms that Mary didn’t receive apples.",0.0,0.037037037037037035,1,NEG,2,f2,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuatCf9jF1vwr1jwxfkTklxtbgsHH,1
9,0,Sam only gave BILL oranges.,Sam also gave Mary oranges.,C,0,B,1,Sam only gave BILL oranges.,Sam also gave Mary oranges.,"the focus is on ""oranges,"" meaning Sam only gave Bill oranges and no one else got oranges. S2 introduces that Mary also got oranges, but doesn't logically depend on or contradict S1; it’s independent.",0.0,0.0,1,POS,1,f2,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuatCf9jF1vwr1jwxfkTklxtbgsHH,1
