example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave SUE apples.,Sam also gave Rob apples.,C,1,C,1,Sam only gave SUE apples.,Sam also gave Rob apples.,"S1 says Sue is the only person who got apples; S2 says Rob also got apples, which contradicts S1.",0.0,0.0,1,POS,1,f4,oracle,openai,gpt-5,20251218_174413,
1,0,Sam only gave Bill APPLES.,Sam didn't give Mary apples.,B,1,B,1,Sam only gave Bill APPLES.,Sam didn't give Mary apples.,S1 only restricts what Bill received (only apples) and says nothing about whether Mary got apples.,0.0,0.0,2,NEG,1,f4,oracle,openai,gpt-5,20251218_174413,
2,0,Sam only gave MARY oranges.,Sam also gave Ellen oranges.,C,1,C,1,Sam only gave MARY oranges.,Sam also gave Ellen oranges.,"S1 says Mary is the only person who got oranges; S2 says Ellen also got oranges, which contradicts S1.",0.0,0.0,1,POS,1,f4,oracle,openai,gpt-5,20251218_174413,
3,0,Sam only gave Ellen APPLES.,Sam didn't give Tom apples.,B,1,B,1,Sam only gave Ellen APPLES.,Sam didn't give Tom apples.,S1 only restricts what Ellen received (only apples) and says nothing about whether Tom got apples.,0.0,0.0,2,NEG,1,f4,oracle,openai,gpt-5,20251218_174413,
4,0,Sam only gave ROB bananas.,Sam also gave Rob oranges.,B,1,B,1,Sam only gave ROB bananas.,Sam also gave Rob oranges.,S1 only restricts who received bananas (only Rob) and allows Rob to receive other items; S2 is neither entailed nor contradicted.,0.0,0.0,1,POS,2,f4,oracle,openai,gpt-5,20251218_174413,
5,0,Sam only gave Bill BANANAS.,Sam didn't give Bill grapes.,A,1,A,1,Sam only gave Bill BANANAS.,Sam didn't give Bill grapes.,"if Bill only got bananas, he did not get grapes.",0.0,0.0,2,NEG,2,f4,oracle,openai,gpt-5,20251218_174413,
6,0,Sam only gave Ellen ORANGES.,Sam didn't give Ellen grapes.,A,1,A,1,Sam only gave Ellen ORANGES.,Sam didn't give Ellen grapes.,"if Ellen only got oranges, she did not get grapes.",0.0,0.0,2,NEG,2,f4,oracle,openai,gpt-5,20251218_174413,
7,0,Sam only gave Mary BANANAS.,Sam didn't give Ellen bananas.,B,1,B,1,Sam only gave Mary BANANAS.,Sam didn't give Ellen bananas.,S1 only restricts what Mary received (only bananas) and says nothing about whether Ellen got bananas.,0.0,0.0,2,NEG,1,f4,oracle,openai,gpt-5,20251218_174413,
8,0,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,"if only Bill received bananas, then Tom did not receive bananas.",0.0,0.0,1,NEG,1,f4,oracle,openai,gpt-5,20251218_174413,
9,0,Sam only gave Sue ORANGES.,Sam didn't give Sue grapes.,A,1,A,1,Sam only gave Sue ORANGES.,Sam didn't give Sue grapes.,"if Sue only got oranges, she did not get grapes.",0.0,0.0,2,NEG,2,f4,oracle,openai,gpt-5,20251218_174413,
