example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,"the focus in S1 is on ""ROB,"" meaning Sam gave bananas only to Rob and no one else. Therefore, S2, which states that Sam didn't give Tom bananas, is entailed by S1, as it aligns with the interpretation that Rob was the exclusive recipient of bananas.",0.0,0.0,1,NEG,1,f2,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuatktcPZ7E7BV7q2cK4RXtZBz9h1,3
1,0,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,B,1,B,1,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,"the focus in S1 is on ""TOM,"" meaning Sam only gave grapes to Tom and not grapes to others. However, this does not provide information about whether Sam gave Tom other fruits. Therefore, the statement that Sam didn’t give Tom oranges is independent of S1 because S1 does not address whether Tom received oranges or not.",0.0,0.0,1,NEG,2,f2,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuatktcPZ7E7BV7q2cK4RXtZBz9h1,3
2,0,Sam only gave SUE oranges.,Sam also gave Sue apples.,B,0,C,1,Sam only gave SUE oranges.,Sam also gave Sue apples.,"the focus in S1 is on ""oranges,"" meaning Sam gave Sue only oranges and no other items. S2 contradicts this by saying Sam also gave Sue apples. If Sue received only oranges, she could not have also received apples.",0.0,0.0,1,POS,2,f2,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuatktcPZ7E7BV7q2cK4RXtZBz9h1,3
3,0,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,A,0,B,1,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,"the focus in S1 is on ""SUE,"" meaning Sam gave bananas only to Sue and no one else. This does not necessarily entail anything about Rob, as it does not say whether Rob received bananas or not. Therefore, S2 is independent of S1.",0.0,0.0,1,NEG,1,f2,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuatktcPZ7E7BV7q2cK4RXtZBz9h1,3
4,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,1,A,0,Sam only gave TOM oranges.,Sam didn't give Tom bananas.,"the focus in S1 is on ""oranges,"" meaning Sam only gave oranges to Tom and nothing else. Therefore, S2 is entailed, since it logically follows that Sam did not give Tom bananas or any other fruit.",0.0,0.0,2,NEG,2,f2,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuatktcPZ7E7BV7q2cK4RXtZBz9h1,3
5,0,Sam only gave SUE apples.,Sam didn't give Sue oranges.,B,0,A,1,Sam only gave SUE apples.,Sam didn't give Sue oranges.,"the focus in S1 is on ""apples,"" meaning Sam gave Sue only apples and no other items. Therefore, S2, which says Sam didn’t give Sue oranges, is entailed, as it logically follows that Sue did not receive any fruit besides apples.",0.0,0.0,1,NEG,2,f2,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuatktcPZ7E7BV7q2cK4RXtZBz9h1,3
6,1,Sam only gave Sue GRAPES.,Sam didn't give Sue apples.,A,1,A,0,Sam only gave SUE grapes.,Sam didn't give Sue apples.,"the focus in S1 is on ""grapes,"" meaning Sam gave Sue only grapes and no other items. Therefore, S2 is entailed, as it logically follows that Sue did not receive apples or any other fruit.",0.0,0.0,2,NEG,2,f2,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuatktcPZ7E7BV7q2cK4RXtZBz9h1,3
7,1,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,B,0,C,1,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,"the focus in S1 is on ""ELLEN,"" meaning Sam only gave oranges to Ellen and not oranges to anyone else. The introduction of bananas in S2 contradicts S1, which is why it cannot be entailed.",0.0,0.0,1,POS,2,f2,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuatktcPZ7E7BV7q2cK4RXtZBz9h1,3
8,0,Sam only gave MARY grapes.,Sam didn't give Mary apples.,B,0,A,1,Sam only gave MARY grapes.,Sam didn't give Mary apples.,"the focus in S1 is on ""grapes,"" meaning Sam gave Mary only grapes and no other items. Therefore, S2 is entailed, as it follows logically that Mary did not receive apples or any other fruit.",0.0,0.0,1,NEG,2,f2,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuatktcPZ7E7BV7q2cK4RXtZBz9h1,3
9,0,Sam only gave BILL oranges.,Sam also gave Mary oranges.,C,0,B,1,Sam only gave BILL oranges.,Sam also gave Mary oranges.,"the focus in S1 is on ""BILL,"" meaning Sam only gave oranges to Bill and not oranges to anyone else. This statement does not address whether Mary received oranges, so S2 is independent from S1.",0.0,0.0,1,POS,1,f2,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuatktcPZ7E7BV7q2cK4RXtZBz9h1,3
