example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,C,1,C,0,SAM only gave BILL bananas.,Sam also gave BILL grapes.,"S1 says Sam only gave Bill bananas, which excludes that he gave Bill grapes. So S2 directly contradicts S1.",0.0,0.0,2,POS,2,f7,audio,openai,gpt-audio,20251217_132922,chatcmpl-Cnlv1rYNsdEdfVgs0anHJia08IYAN
1,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,C,0,B,1,SAM only gave BILL bananas.,Sam only gave MARY apples.,"the subject and object pairs are completely different. S1 is about Sam and Bill with bananas, and S2 is about Sam and Mary with apples, so they are independent.",0.34615384615384615,0.34615384615384615,1,POS,1,f7,audio,openai,gpt-audio,20251217_132922,chatcmpl-Cnlv1rYNsdEdfVgs0anHJia08IYAN
2,0,Sam only gave Sue APPLES.,Sam also gave Tom apples.,B,1,B,0,SAM only gave BILL bananas.,Sam also gave ELLEN apples.,"S1 only restricts what Sam gave to Bill, but it says nothing about what Sam gave to Ellen, so S1 and S2 do not affect each other and are independent.",0.34615384615384615,0.19230769230769232,2,POS,1,f7,audio,openai,gpt-audio,20251217_132922,chatcmpl-Cnlv1rYNsdEdfVgs0anHJia08IYAN
3,0,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,0,C,1,SAM only gave SUE apples.,Sam also gave TOM apples.,"S1 claims only Sue got apples from Sam, which excludes that Tom was also given apples, so S2 contradicts S1.",0.32,0.5714285714285714,1,NEG,2,f7,audio,openai,gpt-audio,20251217_132922,chatcmpl-Cnlv1rYNsdEdfVgs0anHJia08IYAN
4,0,Sam only gave BILL apples.,Sam didn't give Bill bananas.,B,0,A,1,SAM only gave BILL grapes.,Sam didn’t give BILL oranges.,"if Sam only gave Bill grapes, that means Sam did not give Bill any other fruit, including oranges, which means S2 is entailed by S1.",0.16,0.21428571428571427,1,NEG,2,f7,audio,openai,gpt-audio,20251217_132922,chatcmpl-Cnlv1rYNsdEdfVgs0anHJia08IYAN
5,0,Sam only gave SUE apples.,Sam didn't give Sue bananas.,B,0,A,1,SAM only gave BILL apples.,Sam didn’t give BILL bananas.,"if Sam only gave Bill apples, then Sam did not give Bill bananas, so S2 is entailed by S1.",0.16,0.17857142857142858,1,NEG,2,f7,audio,openai,gpt-audio,20251217_132922,chatcmpl-Cnlv1rYNsdEdfVgs0anHJia08IYAN
6,0,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,A,1,A,1,SAM only gave SUE apples.,Sam didn’t give SUE bananas.,"according to S1, Sue only received apples from Sam, which means Sue did not receive bananas, so S2 is entailed by S1.",0.3333333333333333,0.3333333333333333,1,NEG,1,f7,audio,openai,gpt-audio,20251217_132922,chatcmpl-Cnlv1rYNsdEdfVgs0anHJia08IYAN
7,0,Sam only gave TOM apples.,Sam didn't give Mary apples.,A,0,B,1,SAM only gave ELLEN oranges.,Sam didn’t give TOM oranges.,"S1 only refers to what was given to Ellen. It does not mention what Sam gave or didn’t give to Tom, so S2 is independent of S1.",0.37037037037037035,0.37037037037037035,1,NEG,1,f7,audio,openai,gpt-audio,20251217_132922,chatcmpl-Cnlv1rYNsdEdfVgs0anHJia08IYAN
8,0,Sam only gave Tom APPLES.,Sam also gave Bill apples.,B,1,B,0,SAM only gave TOM apples.,Sam didn’t give MARY apples.,"S1 restricts Sam’s giving of apples to Tom only, but says nothing directly about Mary. While it might suggest Mary didn’t get apples, it’s not stated explicitly in S1, so S2 is independent.",0.0,0.4074074074074074,2,POS,1,f7,audio,openai,gpt-audio,20251217_132922,chatcmpl-Cnlv1rYNsdEdfVgs0anHJia08IYAN
9,0,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,B,0,C,0,SAM only gave TOM apples.,Sam also gave BILL apples.,"S1 says Tom is the only person who received apples from Sam, which excludes Bill getting apples as well. Thus, S2 contradicts S1.",0.32,0.5925925925925926,2,NEG,1,f7,audio,openai,gpt-audio,20251217_132922,chatcmpl-Cnlv1rYNsdEdfVgs0anHJia08IYAN
