example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,1,A,1,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,"the prosodic focus on ""ELLEN"" in S1 means Sam only gave grapes to Ellen and no one else, so it entails that Sam didn't give grapes to Tom.",0.0,0.0,1,NEG,1,f3,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuavMWaOTkM4lKGyl7MeTq78NozBr,4
1,0,Sam only gave Ellen APPLES.,Sam didn't give Ellen oranges.,A,0,C,0,Sam only gave ELLEN apples.,Sam didn't give Ellen apples.,"the prosodic focus on ""ELLEN"" in S1 means Sam gave apples only to Ellen. S2 directly contradicts this by saying Sam didn't give Ellen apples.",0.0,0.1724137931034483,2,NEG,2,f3,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuavMWaOTkM4lKGyl7MeTq78NozBr,4
2,0,Sam only gave Rob GRAPES.,Sam also gave Ellen grapes.,B,0,C,0,Sam only gave ROB grapes.,Sam also gave Ellen grapes.,"the prosodic focus on ""ROB"" in S1 means Sam gave grapes only to Rob and no one else. S2 contradicts this by saying Sam also gave grapes to Ellen.",0.0,0.0,2,POS,1,f3,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuavMWaOTkM4lKGyl7MeTq78NozBr,4
3,0,Sam only gave Rob APPLES.,Sam also gave Ellen apples.,B,0,C,0,Sam only gave ROB apples.,Sam also gave Ellen apples.,"the prosodic focus on ""ROB"" in S1 means Sam gave apples only to Rob and no one else. S2 contradicts this by saying Sam also gave apples to Ellen.",0.0,0.0,2,POS,1,f3,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuavMWaOTkM4lKGyl7MeTq78NozBr,4
4,0,Sam only gave Ellen APPLES.,Sam didn't give Bill apples.,B,0,A,0,Sam only gave ELLEN apples.,Sam didn't give Bill apples.,"the prosodic focus on ""ELLEN"" in S1 means Sam only gave apples to Ellen and no one else. S2 aligns with this by saying Sam didn’t give apples to Bill, which supports the initial statement.",0.0,0.0,2,NEG,1,f3,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuavMWaOTkM4lKGyl7MeTq78NozBr,4
5,0,Sam only gave Rob APPLES.,Sam didn't give Sue apples.,B,0,A,0,Sam only gave ROB apples.,Sam didn't give Sue apples.,"the prosodic focus on ""ROB"" in S1 means Sam only gave apples to Rob and no one else. S2 is entailed, as it follows that Sue didn’t receive apples from Sam.",0.0,0.0,2,NEG,1,f3,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuavMWaOTkM4lKGyl7MeTq78NozBr,4
6,0,Sam only gave ROB oranges.,Sam also gave Rob apples.,B,1,B,1,Sam only gave ROB oranges.,Sam also gave Rob apples.,"the prosodic focus on ""ROB"" means Sam gave oranges only to Rob, it doesn’t make any statements about what else he gave to Rob. So giving Rob apples is independent of the statement.",0.0,0.0,1,POS,2,f3,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuavMWaOTkM4lKGyl7MeTq78NozBr,4
7,0,Sam only gave ROB apples.,Sam also gave Rob grapes.,B,1,B,1,Sam only gave ROB apples.,Sam also gave Rob grapes.,"the prosodic focus on ""ROB"" means Sam gave apples only to Rob, but it’s silent on what else Sam may have given to Rob. So giving Rob grapes is independent.",0.0,0.0,1,POS,2,f3,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuavMWaOTkM4lKGyl7MeTq78NozBr,4
8,1,Sam only gave ROB bananas.,Sam didn't give Ellen bananas.,A,1,A,1,Sam only gave ROB bananas.,Sam didn't give Ellen bananas.,"the prosodic focus on ""ROB"" means Sam gave bananas only to Rob and no one else, so it is entailed that Sam didn't give Ellen bananas.",0.0,0.0,1,NEG,1,f3,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuavMWaOTkM4lKGyl7MeTq78NozBr,4
9,1,Sam only gave Mary APPLES.,Sam also gave Ellen apples.,B,0,C,1,Sam only gave Mary APPLES.,Sam also gave Ellen apples.,the prosodic focus on “APPLES” means Sam gave apples only to Mary and not different fruits. S2 contradicts this by saying Sam also gave apples to Ellen.,0.0,0.0,2,POS,1,f3,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuavMWaOTkM4lKGyl7MeTq78NozBr,4
