example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,C,1,C,0,Sam only gave BILL bananas.,Sam also gave Bill grapes.,"S1 states that Sam *only* gave Bill bananas, which contradicts S2 stating that Sam also gave Bill grapes.",0.0,0.0,2,POS,2,f7,audio,gemini,gemini-2.0-flash,20251217_164100,
1,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,C,1,C,1,Sam only gave MARY apples.,Sam also gave Ellen apples.,"S1 states that Sam *only* gave Mary apples, which contradicts S2 stating that Sam also gave Ellen apples.",0.0,0.0,1,POS,1,f7,audio,gemini,gemini-2.0-flash,20251217_164100,
2,0,Sam only gave Sue APPLES.,Sam also gave Tom apples.,B,0,C,0,Sam only gave SUE apples.,Sam also gave Tom apples.,"S1 states that Sam *only* gave Sue apples, which contradicts S2 stating that Sam also gave Tom apples.",0.0,0.0,2,POS,1,f7,audio,gemini,gemini-2.0-flash,20251217_164100,
3,0,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,0,A,1,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,"S1 restricts what Bill received, and S2 confirms that Bill did not receive something else.",0.0,0.0,1,NEG,2,f7,audio,gemini,gemini-2.0-flash,20251217_164100,
4,0,Sam only gave BILL apples.,Sam didn't give Bill bananas.,B,0,A,1,Sam only gave BILL apples.,Sam didn't give Bill bananas.,"S1 restricts what Bill received, and S2 confirms that Bill did not receive something else.",0.0,0.0,1,NEG,2,f7,audio,gemini,gemini-2.0-flash,20251217_164100,
5,0,Sam only gave SUE apples.,Sam didn't give Sue bananas.,B,0,A,1,Sam only gave SUE apples.,Sam didn't give Sue bananas.,"S1 restricts what Sue received, and S2 confirms that Sue did not receive something else.",0.0,0.0,1,NEG,2,f7,audio,gemini,gemini-2.0-flash,20251217_164100,
6,0,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,A,1,A,1,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,"S1 restricts who received oranges, and S2 confirms that Tom did not receive oranges.",0.0,0.0,1,NEG,1,f7,audio,gemini,gemini-2.0-flash,20251217_164100,
7,0,Sam only gave TOM apples.,Sam didn't give Mary apples.,A,1,A,1,Sam only gave TOM apples.,Sam didn't give Mary apples.,"S1 restricts who received apples, and S2 confirms that Mary did not receive apples.",0.0,0.0,1,NEG,1,f7,audio,gemini,gemini-2.0-flash,20251217_164100,
8,0,Sam only gave Tom APPLES.,Sam also gave Bill apples.,B,0,C,0,Sam only gave TOM apples.,Sam also gave Bill apples.,"S1 states that Sam *only* gave Tom apples, which contradicts S2 stating that Sam also gave Bill apples.",0.0,0.0,2,POS,1,f7,audio,gemini,gemini-2.0-flash,20251217_164100,
9,0,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,B,0,A,0,Sam only gave SUE bananas.,Sam didn't give Tom bananas.,"S1 restricts who received bananas, and S2 confirms that Tom did not receive bananas.",0.0,0.0,2,NEG,1,f7,audio,gemini,gemini-2.0-flash,20251217_164100,
