example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,1,A,1,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,"“only … ELLEN … grapes” means Ellen was the sole recipient of grapes, so Tom did not get grapes.",0.0,0.0,1,NEG,1,f3,oracle,openai,gpt-5,20251218_174413,
1,0,Sam only gave Ellen APPLES.,Sam didn't give Ellen oranges.,A,1,A,1,Sam only gave Ellen APPLES.,Sam didn't give Ellen oranges.,"“only … APPLES” means Ellen received no items other than apples, so not oranges.",0.0,0.0,2,NEG,2,f3,oracle,openai,gpt-5,20251218_174413,
2,0,Sam only gave Rob GRAPES.,Sam also gave Ellen grapes.,B,1,B,1,Sam only gave Rob GRAPES.,Sam also gave Ellen grapes.,“only … GRAPES” limits what Rob received (only grapes) but doesn’t restrict who else got grapes; Ellen may also have received grapes.,0.0,0.0,2,POS,1,f3,oracle,openai,gpt-5,20251218_174413,
3,0,Sam only gave Rob APPLES.,Sam also gave Ellen apples.,B,1,B,1,Sam only gave Rob APPLES.,Sam also gave Ellen apples.,"the restriction is only on what Rob received (only apples), not on whether others (like Ellen) also got apples.",0.0,0.0,2,POS,1,f3,oracle,openai,gpt-5,20251218_174413,
4,0,Sam only gave Ellen APPLES.,Sam didn't give Bill apples.,B,1,B,1,Sam only gave Ellen APPLES.,Sam didn't give Bill apples.,limiting Ellen’s items to apples says nothing about whether Bill received apples.,0.0,0.0,2,NEG,1,f3,oracle,openai,gpt-5,20251218_174413,
5,0,Sam only gave Rob APPLES.,Sam didn't give Sue apples.,B,1,B,1,Sam only gave Rob APPLES.,Sam didn't give Sue apples.,limiting Rob’s items to apples says nothing about whether Sue received apples.,0.0,0.0,2,NEG,1,f3,oracle,openai,gpt-5,20251218_174413,
6,0,Sam only gave ROB oranges.,Sam also gave Rob apples.,B,1,B,1,Sam only gave ROB oranges.,Sam also gave Rob apples.,“only … ROB … oranges” means Rob was the sole recipient of oranges; it doesn’t forbid also giving Rob apples.,0.0,0.0,1,POS,2,f3,oracle,openai,gpt-5,20251218_174413,
7,0,Sam only gave ROB apples.,Sam also gave Rob grapes.,B,1,B,1,Sam only gave ROB apples.,Sam also gave Rob grapes.,“only … ROB … apples” means Rob was the sole recipient of apples; it doesn’t forbid also giving Rob grapes.,0.0,0.0,1,POS,2,f3,oracle,openai,gpt-5,20251218_174413,
8,0,Sam only gave ROB bananas.,Sam didn't give Ellen bananas.,A,1,A,1,Sam only gave ROB bananas.,Sam didn't give Ellen bananas.,"only Rob received bananas, so Ellen did not.",0.0,0.0,1,NEG,1,f3,oracle,openai,gpt-5,20251218_174413,
9,0,Sam only gave Mary APPLES.,Sam also gave Ellen apples.,B,1,B,1,Sam only gave Mary APPLES.,Sam also gave Ellen apples.,"the restriction concerns what Mary received, not whether Ellen also received apples.",0.0,0.0,2,POS,1,f3,oracle,openai,gpt-5,20251218_174413,
