example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,C,1,C,0,Sam only gave Bill bananas.,Sam also gave Bill grapes.,"“only gave Bill bananas” means the only thing Sam gave Bill was bananas, so he could not also have given Bill grapes.",0.0,0.0,2,POS,2,f7,baseline,openai,gpt-5,20251218_171537,
1,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,C,0,B,0,Sam only gave Mary apples.,Sam also gave Ellen apples.,"S1 restricts what Mary received (only apples), not who else received apples; giving Ellen apples is compatible.",0.0,0.0,1,POS,1,f7,baseline,openai,gpt-5,20251218_171537,
2,0,Sam only gave Sue APPLES.,Sam also gave Tom apples.,B,1,B,0,Sam only gave Sue apples.,Sam also gave Tom apples.,"S1 restricts what Sue received (only apples), not who else received apples; giving Tom apples is compatible.",0.0,0.0,2,POS,1,f7,baseline,openai,gpt-5,20251218_171537,
3,0,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,0,A,0,Sam only gave Bill grapes.,Sam didn't give Bill oranges.,"if Bill got only grapes, then he didn’t get oranges.",0.0,0.0,1,NEG,2,f7,baseline,openai,gpt-5,20251218_171537,
4,0,Sam only gave BILL apples.,Sam didn't give Bill bananas.,B,0,A,0,Sam only gave Bill apples.,Sam didn't give Bill bananas.,"if Bill got only apples, then he didn’t get bananas.",0.0,0.0,1,NEG,2,f7,baseline,openai,gpt-5,20251218_171537,
5,0,Sam only gave SUE apples.,Sam didn't give Sue bananas.,B,0,A,0,Sam only gave Sue apples.,Sam didn't give Sue bananas.,"if Sue got only apples, then she didn’t get bananas.",0.0,0.0,1,NEG,2,f7,baseline,openai,gpt-5,20251218_171537,
6,0,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,A,0,B,0,Sam only gave Ellen oranges.,Sam didn't give Tom oranges.,"S1 restricts what Ellen received, not whether Tom got oranges.",0.0,0.0,1,NEG,1,f7,baseline,openai,gpt-5,20251218_171537,
7,0,Sam only gave TOM apples.,Sam didn't give Mary apples.,A,0,B,0,Sam only gave Tom apples.,Sam didn't give Mary apples.,"S1 restricts what Tom received, not whether Mary got apples.",0.0,0.0,1,NEG,1,f7,baseline,openai,gpt-5,20251218_171537,
8,0,Sam only gave Tom APPLES.,Sam also gave Bill apples.,B,1,B,0,Sam only gave Tom apples.,Sam also gave Bill apples.,S1 doesn’t restrict who else got apples; it only says Tom received only apples.,0.0,0.0,2,POS,1,f7,baseline,openai,gpt-5,20251218_171537,
9,0,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,B,1,B,0,Sam only gave Sue bananas.,Sam didn't give Tom bananas.,"S1 restricts what Sue received, not whether Tom got bananas.",0.0,0.0,2,NEG,1,f7,baseline,openai,gpt-5,20251218_171537,
