example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave Ellen BANANAS.,Sam also gave Rob bananas.,B,0,C,0,Sam only gave ELLEN bananas.,Sam also gave Rob bananas.,"if Sam only gave Ellen bananas, that means he did not give anyone else bananas. Thus, the statement that he also gave Rob bananas contradicts S1.",0.0,0.0,2,POS,1,f8,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cub0zL2KWjVkqMMT4S5ZnimUbK9o5,1
1,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,0,C,1,Sam only gave ROB grapes.,Sam also gave Rob oranges.,"if Sam only gave Rob grapes, that means he gave Rob no other fruit. Therefore, the claim that he also gave Rob oranges contradicts S1.",0.0,0.0,1,POS,2,f8,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cub0zL2KWjVkqMMT4S5ZnimUbK9o5,1
2,1,Sam only gave TOM apples.,Sam also gave Bill apples.,C,1,C,1,Sam only gave TOM apples.,Sam also gave Bill apples.,"if Sam only gave Tom apples, that means he did not give apples to anyone else. The statement that he also gave Bill apples contradicts S1.",0.0,0.0,1,POS,1,f8,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cub0zL2KWjVkqMMT4S5ZnimUbK9o5,1
3,1,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,C,1,C,1,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,"if Sam only gave Mary apples, that means he gave her no other fruit. The statement that he also gave Mary bananas contradicts S1.",0.0,0.0,2,POS,2,f8,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cub0zL2KWjVkqMMT4S5ZnimUbK9o5,1
4,0,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,B,0,C,0,Sam only gave ELLEN oranges.,Sam also gave Sue oranges.,"if Sam only gave Ellen oranges, that means he did not give oranges to anyone else. The statement that he also gave Sue oranges contradicts S1.",0.0,0.0,2,POS,1,f8,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cub0zL2KWjVkqMMT4S5ZnimUbK9o5,1
5,0,Sam only gave Rob ORANGES.,Sam didn't give Rob apples.,A,1,A,0,Sam only gave ROB oranges.,Sam didn’t give Rob apples.,"if Sam only gave Rob oranges, it follows that he did not give Rob anything else, including apples. Therefore, S2 is entailed by S1.",0.0,0.038461538461538464,2,NEG,2,f8,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cub0zL2KWjVkqMMT4S5ZnimUbK9o5,1
6,0,Sam only gave Bill BANANAS.,Sam didn't give Ellen bananas.,B,0,A,0,Sam only gave BILL bananas.,Sam didn’t give Ellen bananas.,"if Sam only gave Bill bananas, that means he did not give bananas to anyone else, including Ellen. Therefore, S2 is entailed by S1.",0.0,0.034482758620689655,2,NEG,1,f8,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cub0zL2KWjVkqMMT4S5ZnimUbK9o5,1
7,0,Sam only gave Rob BANANAS.,Sam also gave Sue bananas.,B,0,C,0,Sam only gave ROB bananas.,Sam also gave Sue bananas.,"if Sam only gave Rob bananas, that means he did not give bananas to anyone else. The statement that he also gave Sue bananas contradicts S1.",0.0,0.0,2,POS,1,f8,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cub0zL2KWjVkqMMT4S5ZnimUbK9o5,1
8,0,Sam only gave Bill BANANAS.,Sam didn't give Mary bananas.,B,0,A,0,Sam only gave BILL bananas.,Sam didn’t give Mary bananas.,"if Sam only gave Bill bananas, then he did not give bananas to anyone else, including Mary. Therefore, S2 is entailed by S1.",0.0,0.03571428571428571,2,NEG,1,f8,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cub0zL2KWjVkqMMT4S5ZnimUbK9o5,1
9,0,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,B,0,A,0,Sam only gave ELLEN grapes.,Sam didn’t give Rob grapes.,"if Sam only gave Ellen grapes, that means he did not give grapes to anyone else, including Rob. Therefore, S2 is entailed by S1.",0.0,0.038461538461538464,2,NEG,1,f8,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cub0zL2KWjVkqMMT4S5ZnimUbK9o5,1
