example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,1,C,1,Sam only gave BILL grapes.,Sam also gave Sue grapes.,focusing only on BILL means Bill is the sole recipient of grapes; S2 claims Sue also got grapes.,0.0,0.0,1,POS,1,f1,oracle,openai,gpt-5,20251218_173456,
1,0,Sam only gave SUE oranges.,Sam also gave Rob oranges.,C,1,C,1,Sam only gave SUE oranges.,Sam also gave Rob oranges.,focusing only on SUE means Sue is the sole recipient of oranges; S2 says Rob also got oranges.,0.0,0.0,1,POS,1,f1,oracle,openai,gpt-5,20251218_173456,
2,0,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,A,1,A,1,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,"if only Sue got grapes, then no one else, including Ellen, got grapes.",0.0,0.0,1,NEG,1,f1,oracle,openai,gpt-5,20251218_173456,
3,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,1,B,1,Sam only gave TOM apples.,Sam didn't give Tom grapes.,"S1 restricts who got apples, not what Tom got in general; it doesn’t speak about grapes to Tom.",0.0,0.0,1,NEG,2,f1,oracle,openai,gpt-5,20251218_173456,
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,1,C,1,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,focusing only on ORANGES means Rob received no items other than oranges; S2 says he also got apples.,0.0,0.0,2,POS,2,f1,oracle,openai,gpt-5,20251218_173456,
5,0,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,A,1,A,1,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,"if only Sue got grapes, Tom did not get grapes.",0.0,0.0,1,NEG,1,f1,oracle,openai,gpt-5,20251218_173456,
6,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,1,B,1,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,"S1 restricts what Ellen got (only bananas), not who else may have gotten bananas.",0.0,0.0,2,POS,1,f1,oracle,openai,gpt-5,20251218_173456,
7,0,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,B,1,B,1,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,"S1 restricts who got bananas (only Rob), not what else Rob may have received.",0.0,0.0,1,NEG,2,f1,oracle,openai,gpt-5,20251218_173456,
8,0,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,C,1,C,1,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,focusing only on BANANAS means Mary got no items other than bananas; S2 says she also got apples.,0.0,0.0,2,POS,2,f1,oracle,openai,gpt-5,20251218_173456,
9,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,1,B,1,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,"S1 restricts what Sue got (only oranges), not whether Rob got oranges.",0.0,0.0,2,NEG,1,f1,oracle,openai,gpt-5,20251218_173456,
