example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,B,1,B,1,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,"the prosodic focus on ""ELLEN"" in S1 means that Ellen is the only person who received bananas from Sam. This does not restrict what other items Ellen might have received, so S2 is independent.",0.0,0.0,1,POS,2,f9,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
1,0,Sam only gave MARY apples.,Sam didn't give Mary oranges.,B,1,B,1,Sam only gave MARY apples.,Sam didn't give Mary oranges.,"the prosodic focus on ""MARY"" in S1 means that Mary is the only person who received apples from Sam. This does not restrict what other items Mary might or might not have received, so S2 is independent.",0.0,0.0,1,NEG,2,f9,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
2,0,Sam only gave TOM bananas.,Sam also gave Tom apples.,B,1,B,1,Sam only gave TOM bananas.,Sam also gave Tom apples.,"the prosodic focus on ""TOM"" in S1 means that Tom is the only person who received bananas from Sam. This does not restrict what other items Tom might have received, so S2 is independent.",0.0,0.0,1,POS,2,f9,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
3,0,Sam only gave MARY apples.,Sam didn't give Mary grapes.,B,1,B,1,Sam only gave MARY apples.,Sam didn't give Mary grapes.,"the prosodic focus on ""MARY"" in S1 means that Mary is the only person who received apples from Sam. This does not restrict what other items Mary might or might not have received, so S2 is independent.",0.0,0.0,1,NEG,2,f9,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
4,0,Sam only gave Mary ORANGES.,Sam didn't give Mary apples.,A,1,A,1,Sam only gave Mary ORANGES.,Sam didn't give Mary apples.,"the prosodic focus on ""ORANGES"" in S1 means that oranges are the only items Sam gave to Mary. This entails that Sam did not give Mary any other items, including apples.",0.0,0.0,2,NEG,2,f9,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
5,0,Sam only gave Rob APPLES.,Sam also gave Mary apples.,B,1,B,1,Sam only gave Rob APPLES.,Sam also gave Mary apples.,"the prosodic focus on ""APPLES"" in S1 means that apples are the only items Sam gave to Rob. This does not restrict what Sam might have given to other people like Mary, so S2 is independent.",0.0,0.0,2,POS,1,f9,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
6,0,Sam only gave ROB apples.,Sam also gave Tom apples.,C,1,C,1,Sam only gave ROB apples.,Sam also gave Tom apples.,"the prosodic focus on ""ROB"" in S1 means that Rob is the only person who received apples from Sam. This contradicts the claim in S2 that Tom also received apples.",0.0,0.0,1,POS,1,f9,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
7,0,Sam only gave Rob ORANGES.,Sam didn't give Rob bananas.,A,1,A,1,Sam only gave Rob ORANGES.,Sam didn't give Rob bananas.,"the prosodic focus on ""ORANGES"" in S1 means that oranges are the only items Sam gave to Rob. This entails that Sam did not give Rob any other items, including bananas.",0.0,0.0,2,NEG,2,f9,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
8,0,Sam only gave Bill GRAPES.,Sam also gave Rob grapes.,B,1,B,1,Sam only gave Bill GRAPES.,Sam also gave Rob grapes.,"the prosodic focus on ""GRAPES"" in S1 means that grapes are the only items Sam gave to Bill. This does not restrict what Sam might have given to other people like Rob, so S2 is independent.",0.0,0.0,2,POS,1,f9,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
9,0,Sam only gave Rob GRAPES.,Sam also gave Rob bananas.,C,1,C,1,Sam only gave Rob GRAPES.,Sam also gave Rob bananas.,"the prosodic focus on ""GRAPES"" in S1 means that grapes are the only items Sam gave to Rob. This contradicts the claim in S2 that Sam also gave Rob bananas.",0.0,0.0,2,POS,2,f9,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
