example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave Tom APPLES.,Sam also gave Tom grapes.,C,1,C,0,Sam only gave TOM apples.,Sam also gave Tom grapes.,"if Sam only gave Tom apples, then giving Tom grapes contradicts that “only” condition.",0.0,0.0,2,POS,2,f10,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaWXqLFLnXaEKKQDYUJXBkEe66Nr,4
1,0,Sam only gave Mary BANANAS.,Sam didn't give Bill bananas.,B,1,B,0,Sam only gave MARY bananas.,Sam didn't give Bill bananas.,the statement about Mary’s bananas and the statement about Bill’s bananas refer to different people and are independent.,0.0,0.0,2,NEG,1,f10,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaWXqLFLnXaEKKQDYUJXBkEe66Nr,4
2,0,Sam only gave MARY apples.,Sam also gave Mary bananas.,B,0,C,1,Sam only gave MARY apples.,Sam also gave Mary bananas.,the claim that Sam only gave Mary apples is contradicted by the statement that he also gave her bananas.,0.0,0.0,1,POS,2,f10,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaWXqLFLnXaEKKQDYUJXBkEe66Nr,4
3,0,Sam only gave SUE apples.,Sam didn't give Rob apples.,A,0,B,1,Sam only gave SUE apples.,Sam didn't give ROB apples.,giving apples to Sue and not giving them to Rob are separate pieces of information about different individuals and are independent.,0.0,0.0,1,NEG,1,f10,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaWXqLFLnXaEKKQDYUJXBkEe66Nr,4
4,0,Sam only gave BILL bananas.,Sam also gave Bill grapes.,B,0,C,1,Sam only gave BILL bananas.,Sam also gave Bill grapes.,"the “only” statement excludes the possibility of giving something else to Bill, and giving him grapes contradicts that.",0.0,0.0,1,POS,2,f10,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaWXqLFLnXaEKKQDYUJXBkEe66Nr,4
5,0,Sam only gave Rob GRAPES.,Sam didn't give Rob apples.,A,1,A,0,Sam only gave ROB grapes.,Sam didn't give Rob apples.,"if Sam only gave Rob grapes, it follows logically that he didn’t give Rob apples. That is entailed.",0.0,0.0,2,NEG,2,f10,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaWXqLFLnXaEKKQDYUJXBkEe66Nr,4
6,0,Sam only gave SUE grapes.,Sam also gave Tom grapes.,C,0,B,1,Sam only gave SUE grapes.,Sam also gave Tom grapes.,giving Sue grapes and also giving Tom grapes are independent pieces of information about different people.,0.0,0.0,1,POS,1,f10,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaWXqLFLnXaEKKQDYUJXBkEe66Nr,4
7,0,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,A,0,B,1,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,the statement about Ellen receiving grapes does not provide information about Rob. The two are independent.,0.0,0.0,1,NEG,1,f10,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaWXqLFLnXaEKKQDYUJXBkEe66Nr,4
8,1,Sam only gave MARY grapes.,Sam also gave Mary bananas.,B,0,C,1,Sam only gave MARY grapes.,Sam also gave Mary bananas.,the “only” condition is contradicted by giving Mary an additional item (bananas beyond grapes).,0.0,0.0,1,POS,2,f10,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaWXqLFLnXaEKKQDYUJXBkEe66Nr,4
9,1,Sam only gave SUE apples.,Sam didn't give Bill apples.,A,1,A,1,Sam only gave SUE apples.,Sam didn't give Bill apples.,"if Sue was the only one who received apples, it entails that Bill did not get apples. That is entailed.",0.0,0.0,1,NEG,1,f10,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaWXqLFLnXaEKKQDYUJXBkEe66Nr,4
