example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave Tom APPLES.,Sam also gave Tom grapes.,C,1,C,1,Sam only gave Tom APPLES.,Sam also gave Tom grapes.,"S1 states that Sam gave *only* apples to Tom, meaning he gave no other fruit to Tom. S2 states that Sam *also* gave grapes to Tom, which contradicts the exclusivity implied by ""only apples"" in S1.",0.0,0.0,2,POS,2,f10,audio,gemini,gemini-2.5-flash,20260223_174122,,
1,0,Sam only gave Mary BANANAS.,Sam didn't give Bill bananas.,B,0,A,0,Sam only gave MARY bananas.,Sam didn't give Bill bananas.,"S1 states that Sam gave bananas *only* to Mary, implying he did not give bananas to anyone else. S2 states that Sam didn't give Bill bananas, which is necessarily true if he only gave bananas to Mary.",0.0,0.0,2,NEG,1,f10,audio,gemini,gemini-2.5-flash,20260223_174122,,
2,0,Sam only gave MARY apples.,Sam also gave Mary bananas.,B,0,C,0,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,"S1 states that Sam gave *only* apples to Mary, meaning he gave no other fruit to Mary. S2 states that Sam *also* gave bananas to Mary, which contradicts the exclusivity implied by ""only apples"" in S1.",0.0,0.0,1,POS,2,f10,audio,gemini,gemini-2.5-flash,20260223_174122,,
3,0,Sam only gave SUE apples.,Sam didn't give Rob apples.,A,1,A,1,Sam only gave SUE apples.,Sam didn't give Rob apples.,"S1 states that Sam gave apples *only* to Sue, implying he did not give apples to anyone else. S2 states that Sam didn't give Rob apples, which is necessarily true if he only gave apples to Sue.",0.0,0.0,1,NEG,1,f10,audio,gemini,gemini-2.5-flash,20260223_174122,,
4,0,Sam only gave BILL bananas.,Sam also gave Bill grapes.,B,0,C,0,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,"S1 states that Sam gave *only* bananas to Bill, meaning he gave no other fruit to Bill. S2 states that Sam *also* gave grapes to Bill, which contradicts the exclusivity implied by ""only bananas"" in S1.",0.0,0.0,1,POS,2,f10,audio,gemini,gemini-2.5-flash,20260223_174122,,
5,0,Sam only gave Rob GRAPES.,Sam didn't give Rob apples.,A,1,A,1,Sam only gave Rob GRAPES.,Sam didn't give Rob apples.,"S1 states that Sam gave *only* grapes to Rob, implying he did not give any other fruit to Rob. S2 states that Sam didn't give Rob apples, which is necessarily true if he only gave grapes to Rob.",0.0,0.0,2,NEG,2,f10,audio,gemini,gemini-2.5-flash,20260223_174122,,
6,0,Sam only gave SUE grapes.,Sam also gave Tom grapes.,C,1,C,1,Sam only gave SUE grapes.,Sam also gave Tom grapes.,"S1 states that Sam gave grapes *only* to Sue, implying he did not give grapes to anyone else. S2 states that Sam *also* gave Tom grapes, which contradicts the exclusivity implied by ""only Sue"" in S1.",0.0,0.0,1,POS,1,f10,audio,gemini,gemini-2.5-flash,20260223_174122,,
7,0,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,A,1,A,1,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,"S1 states that Sam gave grapes *only* to Ellen, implying he did not give grapes to anyone else. S2 states that Sam didn't give Rob grapes, which is necessarily true if he only gave grapes to Ellen.",0.0,0.0,1,NEG,1,f10,audio,gemini,gemini-2.5-flash,20260223_174122,,
8,0,Sam only gave MARY grapes.,Sam also gave Mary bananas.,B,0,C,0,Sam only gave Mary GRAPES.,Sam also gave Mary bananas.,"S1 states that Sam gave *only* grapes to Mary, meaning he gave no other fruit to Mary. S2 states that Sam *also* gave bananas to Mary, which contradicts the exclusivity implied by ""only grapes"" in S1.",0.0,0.0,1,POS,2,f10,audio,gemini,gemini-2.5-flash,20260223_174122,,
9,0,Sam only gave SUE apples.,Sam didn't give Bill apples.,A,1,A,1,Sam only gave SUE apples.,Sam didn't give Bill apples.,"S1 states that Sam gave apples *only* to Sue, implying he did not give apples to anyone else. S2 states that Sam didn't give Bill apples, which is necessarily true if he only gave apples to Sue.",0.0,0.0,1,NEG,1,f10,audio,gemini,gemini-2.5-flash,20260223_174122,,
