example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,A,0,C,1,Sam only gave ROB bananas.,Sam didn't give TOM bananas.,"S1 says Rob was the only recipient of bananas, so if Tom didn’t receive bananas, that’s consistent, but the focus on Rob (“only ROB”) contrasts with possible other recipients like Tom. Thus, S2 is independently true but not required directly by S1.",0.0,0.0,1,NEG,1,f2,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEBCAoRgtkxgPLcu2BsJsw4s3Vn
1,0,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,B,0,C,1,Sam only gave TOM grapes.,Sam didn't give TOM oranges.,"S1 emphasizes that Tom only received grapes, so indicating he received no oranges (as in S2) reinforces the restriction in S1. But S2 is more specific than necessary to infer from S1, so it’s not strictly entailed.",0.0,0.0,1,NEG,2,f2,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEBCAoRgtkxgPLcu2BsJsw4s3Vn
2,0,Sam only gave SUE oranges.,Sam also gave Sue apples.,B,0,C,1,Sam only gave SUE oranges.,Sam also gave SUE apples.,"S1 says Sue received only oranges, but S2 contradicts that by saying she also got apples. Hence, these statements directly contradict each other.",0.0,0.0,1,POS,2,f2,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEBCAoRgtkxgPLcu2BsJsw4s3Vn
3,0,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,A,0,B,1,Sam only gave SUE bananas.,Sam didn't give ROB bananas.,"S1 speaks about Sue being the only recipient of bananas, but S2 says something about what Rob didn’t receive. These statements don’t directly relate and can be considered independent.",0.0,0.0,1,NEG,1,f2,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEBCAoRgtkxgPLcu2BsJsw4s3Vn
4,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,1,A,0,Sam only gave TOM oranges.,Sam didn't give TOM bananas.,"if Tom only got oranges, it necessarily entails that he didn’t get bananas. S2 is fully entailed by S1.",0.0,0.0,2,NEG,2,f2,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEBCAoRgtkxgPLcu2BsJsw4s3Vn
5,0,Sam only gave SUE apples.,Sam didn't give Sue oranges.,B,0,A,1,Sam only gave SUE apples.,Sam didn't give SUE oranges.,"if Sue only received apples, it logically follows that she did not receive oranges. Thus, S2 is entailed by S1.",0.0,0.0,1,NEG,2,f2,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEBCAoRgtkxgPLcu2BsJsw4s3Vn
6,0,Sam only gave Sue GRAPES.,Sam didn't give Sue apples.,A,1,A,0,Sam only gave SUE grapes.,Sam didn't give SUE apples.,"if Sue only received grapes, then it must be true that she didn’t get apples. Therefore, S2 is entailed by S1.",0.0,0.0,2,NEG,2,f2,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEBCAoRgtkxgPLcu2BsJsw4s3Vn
7,0,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,B,0,C,1,Sam only gave ELLEN oranges.,Sam also gave ELLEN bananas.,"S1 claims that Ellen only got oranges, while S2 says she also got bananas. This creates a direct contradiction.",0.0,0.0,1,POS,2,f2,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEBCAoRgtkxgPLcu2BsJsw4s3Vn
8,0,Sam only gave MARY grapes.,Sam didn't give Mary apples.,B,0,A,1,Sam only gave MARY grapes.,Sam didn't give MARY apples.,"if Mary only received grapes, it necessarily follows that she didn't get apples. Thus, S2 is entailed by S1.",0.0,0.0,1,NEG,2,f2,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEBCAoRgtkxgPLcu2BsJsw4s3Vn
9,0,Sam only gave BILL oranges.,Sam also gave Mary oranges.,C,0,B,1,Sam only gave BILL oranges.,Sam also gave MARY oranges.,"S1 is about what Bill received, while S2 is about Mary. These statements don’t directly relate to each other and are independent.",0.0,0.0,1,POS,1,f2,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEBCAoRgtkxgPLcu2BsJsw4s3Vn
