example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,B,1,B,1,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,S1 says Ellen is the only person who got bananas; it doesn’t restrict other fruits Ellen might get.,0.0,0.0,1,POS,2,f9,oracle,openai,gpt-5,20251218_174413,
1,0,Sam only gave MARY apples.,Sam didn't give Mary oranges.,B,1,B,1,Sam only gave MARY apples.,Sam didn't give Mary oranges.,"S1 restricts recipients of apples (only Mary), not what Mary may receive; it doesn’t rule out or entail oranges.",0.0,0.0,1,NEG,2,f9,oracle,openai,gpt-5,20251218_174413,
2,0,Sam only gave TOM bananas.,Sam also gave Tom apples.,B,1,B,1,Sam only gave TOM bananas.,Sam also gave Tom apples.,"S1 restricts recipients of bananas (only Tom), not what Tom may also receive.",0.0,0.0,1,POS,2,f9,oracle,openai,gpt-5,20251218_174413,
3,0,Sam only gave MARY apples.,Sam didn't give Mary grapes.,B,1,B,1,Sam only gave MARY apples.,Sam didn't give Mary grapes.,"S1 limits who got apples (only Mary), not whether Mary got grapes.",0.0,0.0,1,NEG,2,f9,oracle,openai,gpt-5,20251218_174413,
4,0,Sam only gave Mary ORANGES.,Sam didn't give Mary apples.,A,1,A,1,Sam only gave Mary ORANGES.,Sam didn't give Mary apples.,"S1 says the only thing Sam gave Mary was oranges, so he didn’t give her apples.",0.0,0.0,2,NEG,2,f9,oracle,openai,gpt-5,20251218_174413,
5,0,Sam only gave Rob APPLES.,Sam also gave Mary apples.,B,1,B,1,Sam only gave Rob APPLES.,Sam also gave Mary apples.,"S1 limits what Rob received (only apples), not whether others also got apples.",0.0,0.0,2,POS,1,f9,oracle,openai,gpt-5,20251218_174413,
6,0,Sam only gave ROB apples.,Sam also gave Tom apples.,C,1,C,1,Sam only gave ROB apples.,Sam also gave Tom apples.,S1 says Rob is the only person who got apples; giving apples to Tom contradicts that.,0.0,0.0,1,POS,1,f9,oracle,openai,gpt-5,20251218_174413,
7,0,Sam only gave Rob ORANGES.,Sam didn't give Rob bananas.,A,1,A,1,Sam only gave Rob ORANGES.,Sam didn't give Rob bananas.,"S1 says the only thing Sam gave Rob was oranges, so he didn’t give him bananas.",0.0,0.0,2,NEG,2,f9,oracle,openai,gpt-5,20251218_174413,
8,0,Sam only gave Bill GRAPES.,Sam also gave Rob grapes.,B,1,B,1,Sam only gave Bill GRAPES.,Sam also gave Rob grapes.,"S1 limits what Bill received (only grapes), not who else might get grapes.",0.0,0.0,2,POS,1,f9,oracle,openai,gpt-5,20251218_174413,
9,0,Sam only gave Rob GRAPES.,Sam also gave Rob bananas.,C,1,C,1,Sam only gave Rob GRAPES.,Sam also gave Rob bananas.,"S1 says the only thing Sam gave Rob was grapes, so he didn’t give him bananas.",0.0,0.0,2,POS,2,f9,oracle,openai,gpt-5,20251218_174413,
