example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,1,Sam only gave Tom APPLES.,Sam also gave Tom grapes.,C,1,C,1,Sam only gave Tom APPLES.,Sam also gave Tom grapes.,"the second sentence contradicts the first: if Sam only gave Tom apples, it means no other items like grapes were given to Tom, but S2 says Sam also gave him grapes.",0.0,0.0,2,POS,2,f10,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaVdyDzdSDt9Wy3viRNo2DLedNS0,0
1,1,Sam only gave Mary BANANAS.,Sam didn't give Bill bananas.,B,1,B,1,Sam only gave Mary BANANAS.,Sam didn't give Bill bananas.,"the second sentence talks about Bill, who is a different person than Mary, so it is independent. S1 focuses on what Mary received, and S2 is about Bill’s situation, which does not affect the truth of S1.",0.0,0.0,2,NEG,1,f10,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaVdyDzdSDt9Wy3viRNo2DLedNS0,0
2,0,Sam only gave MARY apples.,Sam also gave Mary bananas.,B,0,C,0,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,"S1 says Sam only gave Mary apples, meaning no other fruit was given to her. S2 contradicts this by saying Sam also gave Mary bananas.",0.0,0.0,1,POS,2,f10,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaVdyDzdSDt9Wy3viRNo2DLedNS0,0
3,0,Sam only gave SUE apples.,Sam didn't give Rob apples.,A,0,B,1,Sam only gave SUE apples.,Sam didn’t give Rob apples.,"S1 focuses on Sue, and S2 focuses on Rob; the two sentences are about different people and do not overlap in terms of defining the same event or action. Thus, they are independent.",0.0,0.038461538461538464,1,NEG,1,f10,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaVdyDzdSDt9Wy3viRNo2DLedNS0,0
4,0,Sam only gave BILL bananas.,Sam also gave Bill grapes.,B,0,C,0,Sam only gave BILL BANANAS.,Sam also gave Bill grapes.,"S1 says Sam only gave Bill bananas, meaning no other items like grapes were given. S2 contradicts this by stating that Bill got grapes too.",0.0,0.0,1,POS,2,f10,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaVdyDzdSDt9Wy3viRNo2DLedNS0,0
5,0,Sam only gave Rob GRAPES.,Sam didn't give Rob apples.,A,1,A,0,Sam only gave ROB GRAPES.,Sam didn’t give Rob apples.,"S1 says Sam only gave Rob grapes, which means Rob didn’t get anything else, including apples. S2’s statement that Sam didn’t give Rob apples is consistent with this and therefore entailed by S1.",0.0,0.038461538461538464,2,NEG,2,f10,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaVdyDzdSDt9Wy3viRNo2DLedNS0,0
6,0,Sam only gave SUE grapes.,Sam also gave Tom grapes.,C,0,B,0,Sam only gave SUE GRAPES.,Sam also gave Tom grapes.,"S1 is about what Sue received (only grapes), and S2 is about what Tom received. Whether or not Tom got grapes is a separate fact from what Sue received, so these statements are independent.",0.0,0.0,1,POS,1,f10,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaVdyDzdSDt9Wy3viRNo2DLedNS0,0
7,0,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,A,0,B,0,Sam only gave ELLEN GRAPES.,Sam didn’t give Rob grapes.,"S1 says Sam only gave Ellen grapes, addressing a specific fact about Ellen, and S2 discusses what Rob got (or didn’t get). They talk about different individuals and do not contradict or confirm each other directly.",0.0,0.038461538461538464,1,NEG,1,f10,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaVdyDzdSDt9Wy3viRNo2DLedNS0,0
8,0,Sam only gave MARY grapes.,Sam also gave Mary bananas.,B,0,C,0,Sam only gave MARY GRAPES.,Sam also gave Mary bananas.,"S1 says Sam only gave Mary grapes, meaning no other items were given to her. S2 contradicts this by stating that Mary also got bananas.",0.0,0.0,1,POS,2,f10,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaVdyDzdSDt9Wy3viRNo2DLedNS0,0
9,0,Sam only gave SUE apples.,Sam didn't give Bill apples.,A,0,B,0,Sam only gave SUE APPLES.,Sam didn’t give Bill apples.,"S1 talks about Sue getting only apples, and S2 talks about what Bill didn’t get. They concern different individuals, so S2 is independent of S1.",0.0,0.037037037037037035,1,NEG,1,f10,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaVdyDzdSDt9Wy3viRNo2DLedNS0,0
