example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,0,B,0,Sam ONLY gave Ellen grapes.,Sam didn't give Tom grapes.,"S2 is independent of S1. S1 states who Sam gave grapes to, and S2 states who Sam did not give grapes to.",0.0,0.0,1,NEG,1,f3,audio,gemini,gemini-2.0-flash,20251217_164100,
1,0,Sam only gave Ellen APPLES.,Sam didn't give Ellen oranges.,A,0,C,1,Sam ONLY gave Ellen APPLES.,Sam didn't give Ellen apples.,"S2 contradicts S1. S1 states that Sam gave Ellen apples, and S2 states that Sam did not give Ellen apples.",0.0,0.1724137931034483,2,NEG,2,f3,audio,gemini,gemini-2.0-flash,20251217_164100,
2,0,Sam only gave Rob GRAPES.,Sam also gave Ellen grapes.,B,0,C,0,Sam ONLY gave Rob grapes.,Sam also gave Ellen grapes.,"S2 contradicts S1. S1 states that Sam only gave Rob grapes, and S2 states that Sam also gave Ellen grapes.",0.0,0.0,2,POS,1,f3,audio,gemini,gemini-2.0-flash,20251217_164100,
3,0,Sam only gave Rob APPLES.,Sam also gave Ellen apples.,B,0,C,1,Sam ONLY gave Rob APPLES.,Sam also gave Ellen apples.,"S2 contradicts S1. S1 states that Sam only gave Rob apples, and S2 states that Sam also gave Ellen apples.",0.0,0.0,2,POS,1,f3,audio,gemini,gemini-2.0-flash,20251217_164100,
4,0,Sam only gave Ellen APPLES.,Sam didn't give Bill apples.,B,1,B,1,Sam ONLY gave Ellen APPLES.,Sam didn't give Bill apples.,"S2 is independent of S1. S1 states who Sam gave apples to, and S2 states who Sam did not give apples to.",0.0,0.0,2,NEG,1,f3,audio,gemini,gemini-2.0-flash,20251217_164100,
5,0,Sam only gave Rob APPLES.,Sam didn't give Sue apples.,B,1,B,1,Sam ONLY gave Rob APPLES.,Sam didn't give Sue apples.,"S2 is independent of S1. S1 states who Sam gave apples to, and S2 states who Sam did not give apples to.",0.0,0.0,2,NEG,1,f3,audio,gemini,gemini-2.0-flash,20251217_164100,
6,0,Sam only gave ROB oranges.,Sam also gave Rob apples.,B,0,C,0,Sam ONLY gave Rob ORANGES.,Sam also gave Rob apples.,"S2 contradicts S1. S1 states that Sam only gave Rob oranges, and S2 states that Sam also gave Rob apples.",0.0,0.0,1,POS,2,f3,audio,gemini,gemini-2.0-flash,20251217_164100,
7,0,Sam only gave ROB apples.,Sam also gave Rob grapes.,B,0,C,0,Sam ONLY gave Rob APPLES.,Sam also gave Rob grapes.,"S2 contradicts S1. S1 states that Sam only gave Rob apples, and S2 states that Sam also gave Rob grapes.",0.0,0.0,1,POS,2,f3,audio,gemini,gemini-2.0-flash,20251217_164100,
8,0,Sam only gave ROB bananas.,Sam didn't give Ellen bananas.,A,0,B,0,Sam ONLY gave Rob BANANAS.,Sam didn't give Ellen bananas.,"S2 is independent of S1. S1 states who Sam gave bananas to, and S2 states who Sam did not give bananas to.",0.0,0.0,1,NEG,1,f3,audio,gemini,gemini-2.0-flash,20251217_164100,
9,0,Sam only gave Mary APPLES.,Sam also gave Ellen apples.,B,0,C,1,Sam ONLY gave Mary APPLES.,Sam also gave Ellen apples.,"S2 contradicts S1. S1 states that Sam only gave Mary apples, and S2 states that Sam also gave Ellen apples.",0.0,0.0,2,POS,1,f3,audio,gemini,gemini-2.0-flash,20251217_164100,
