example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave Tom APPLES.,Sam also gave Tom grapes.,C,0,B,0,Sam only gave TOM apples.,Sam also gave Tom grapes.,"the first sentence states that Sam only gave Tom apples, but it doesn't exclude the possibility of Sam giving Tom other things.",0.0,0.0,2,POS,2,f10,audio,gemini,gemini-2.0-flash,20251217_141810,
1,0,Sam only gave Mary BANANAS.,Sam didn't give Bill bananas.,B,0,A,0,Sam only gave MARY bananas.,Sam didn't give Bill bananas.,"if Sam *only* gave Mary bananas, then he didn't give Bill bananas.",0.0,0.0,2,NEG,1,f10,audio,gemini,gemini-2.0-flash,20251217_141810,
2,0,Sam only gave MARY apples.,Sam also gave Mary bananas.,B,1,B,1,Sam only gave MARY apples.,Sam also gave Mary bananas.,"the first sentence states that Sam only gave Mary apples, but it doesn't exclude the possibility of Sam giving Mary other things.",0.0,0.0,1,POS,2,f10,audio,gemini,gemini-2.0-flash,20251217_141810,
3,0,Sam only gave SUE apples.,Sam didn't give Rob apples.,A,1,A,1,Sam only gave SUE apples.,Sam didn't give Rob apples.,"if Sam *only* gave Sue apples, then he didn't give Rob apples.",0.0,0.0,1,NEG,1,f10,audio,gemini,gemini-2.0-flash,20251217_141810,
4,0,Sam only gave BILL bananas.,Sam also gave Bill grapes.,B,1,B,1,Sam only gave BILL bananas.,Sam also gave Bill grapes.,"the first sentence states that Sam only gave Bill bananas, but it doesn't exclude the possibility of Sam giving Bill other things.",0.0,0.0,1,POS,2,f10,audio,gemini,gemini-2.0-flash,20251217_141810,
5,0,Sam only gave Rob GRAPES.,Sam didn't give Rob apples.,A,1,A,0,Sam only gave ROB grapes.,Sam didn't give Rob apples.,"if Sam *only* gave Rob grapes, then he didn't give Rob apples.",0.0,0.0,2,NEG,2,f10,audio,gemini,gemini-2.0-flash,20251217_141810,
6,0,Sam only gave SUE grapes.,Sam also gave Tom grapes.,C,0,B,1,Sam only gave SUE grapes.,Sam also gave Tom grapes.,"the first sentence states that Sam only gave Sue grapes, but it doesn't exclude the possibility of Sam giving Tom grapes.",0.0,0.0,1,POS,1,f10,audio,gemini,gemini-2.0-flash,20251217_141810,
7,0,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,A,1,A,1,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,"if Sam *only* gave Ellen grapes, then he didn't give Rob grapes.",0.0,0.0,1,NEG,1,f10,audio,gemini,gemini-2.0-flash,20251217_141810,
8,0,Sam only gave MARY grapes.,Sam also gave Mary bananas.,B,1,B,1,Sam only gave MARY grapes.,Sam also gave Mary bananas.,"the first sentence states that Sam only gave Mary grapes, but it doesn't exclude the possibility of Sam giving Mary other things.",0.0,0.0,1,POS,2,f10,audio,gemini,gemini-2.0-flash,20251217_141810,
9,0,Sam only gave SUE apples.,Sam didn't give Bill apples.,A,1,A,1,Sam only gave SUE apples.,Sam didn't give Bill apples.,"if Sam *only* gave Sue apples, then he didn't give Bill apples.",0.0,0.0,1,NEG,1,f10,audio,gemini,gemini-2.0-flash,20251217_141810,
