example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,B,0,C,1,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,"the focus in S1 is on ELLEN, meaning Sam didn't give anyone else bananas. S2 says Sam gave Ellen an additional fruit, grapes, which contradicts the meaning of the “only” statement focused on the recipient.",0.0,0.0,1,POS,2,f9,audio,openai,gpt-audio,20260105_101608,chatcmpl-Cuc02V5XWrbJsQYfYgbG5wwu67r5f,1
1,0,Sam only gave MARY apples.,Sam didn't give Mary oranges.,B,0,A,1,Sam only gave MARY apples.,Sam didn’t give Mary oranges.,"the focus in S1 is on MARY, meaning Sam didn’t give anyone else apples. This doesn’t exclude that Mary didn’t receive other fruits. S2 says Mary didn’t get oranges, which aligns with S1’s implication that apples were the only thing Sam gave Mary.",0.0,0.03571428571428571,1,NEG,2,f9,audio,openai,gpt-audio,20260105_101608,chatcmpl-Cuc02V5XWrbJsQYfYgbG5wwu67r5f,1
2,0,Sam only gave TOM bananas.,Sam also gave Tom apples.,B,0,C,1,Sam only gave TOM bananas.,Sam also gave Tom apples.,"the focus in S1 is on TOM, meaning Sam didn’t give anyone else bananas. S2 says Tom also got apples, contradicting the implication that bananas were the only thing given to Tom.",0.0,0.0,1,POS,2,f9,audio,openai,gpt-audio,20260105_101608,chatcmpl-Cuc02V5XWrbJsQYfYgbG5wwu67r5f,1
3,0,Sam only gave MARY apples.,Sam didn't give Mary grapes.,B,0,A,1,Sam only gave MARY apples.,Sam didn’t give Mary grapes.,"the focus in S1 is on MARY, meaning no one else got apples. This doesn't prevent Mary from not receiving other fruits. S2 affirms Mary didn’t get grapes, which is consistent, not contradictory.",0.0,0.037037037037037035,1,NEG,2,f9,audio,openai,gpt-audio,20260105_101608,chatcmpl-Cuc02V5XWrbJsQYfYgbG5wwu67r5f,1
4,0,Sam only gave Mary ORANGES.,Sam didn't give Mary apples.,A,1,A,0,Sam only gave MARY ORANGES.,Sam didn’t give Mary apples.,"the focus in S1 is on ORANGES, meaning Sam gave Mary nothing else but oranges. S2 confirms that Mary didn’t get apples, which aligns with S1’s meaning.",0.0,0.037037037037037035,2,NEG,2,f9,audio,openai,gpt-audio,20260105_101608,chatcmpl-Cuc02V5XWrbJsQYfYgbG5wwu67r5f,1
5,1,Sam only gave Rob APPLES.,Sam also gave Mary apples.,B,1,B,0,Sam only gave ROB APPLES.,Sam also gave Mary apples.,"the focus in S1 is on APPLES, meaning Sam gave Rob nothing but apples. S2 involves another person (Mary) also receiving apples, but it doesn’t contradict that Rob only got apples.",0.0,0.0,2,POS,1,f9,audio,openai,gpt-audio,20260105_101608,chatcmpl-Cuc02V5XWrbJsQYfYgbG5wwu67r5f,1
6,1,Sam only gave ROB apples.,Sam also gave Tom apples.,C,1,C,1,Sam only gave ROB apples.,Sam also gave Tom apples.,"the focus in S1 is on ROB, meaning no one else got apples. S2 says Tom also got apples, contradicting the focus in S1.",0.0,0.0,1,POS,1,f9,audio,openai,gpt-audio,20260105_101608,chatcmpl-Cuc02V5XWrbJsQYfYgbG5wwu67r5f,1
7,1,Sam only gave Rob ORANGES.,Sam didn't give Rob bananas.,A,1,A,1,Sam only gave Rob ORANGES.,Sam didn’t give Rob bananas.,"the focus in S1 is on ORANGES, meaning Sam didn’t give Rob anything else. S2 says Rob didn’t get bananas, which fits with the idea that oranges were the only thing Rob got.",0.0,0.037037037037037035,2,NEG,2,f9,audio,openai,gpt-audio,20260105_101608,chatcmpl-Cuc02V5XWrbJsQYfYgbG5wwu67r5f,1
8,1,Sam only gave Bill GRAPES.,Sam also gave Rob grapes.,B,1,B,0,Sam only gave BILL GRAPES.,Sam also gave Rob grapes.,"the focus in S1 is on GRAPES, meaning Sam gave Bill nothing but grapes. However, S1 says nothing about whether others (Rob) got grapes, so S2 is independent.",0.0,0.0,2,POS,1,f9,audio,openai,gpt-audio,20260105_101608,chatcmpl-Cuc02V5XWrbJsQYfYgbG5wwu67r5f,1
9,1,Sam only gave Rob GRAPES.,Sam also gave Rob bananas.,C,1,C,0,Sam only gave ROB GRAPES.,Sam also gave Rob bananas.,"the focus in S1 is on GRAPES, meaning Sam didn’t give Rob anything else. S2 says Rob also got bananas, contradicting the focus in S1.",0.0,0.0,2,POS,2,f9,audio,openai,gpt-audio,20260105_101608,chatcmpl-Cuc02V5XWrbJsQYfYgbG5wwu67r5f,1
