example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave Tom APPLES.,Sam also gave Tom grapes.,C,1,C,0,Sam only gave TOM apples.,Sam also gave Tom grapes.,"if Sam only gave TOM apples, that implies he didn't give Tom anything else, so giving Tom grapes contradicts this.",0.0,0.0,2,POS,2,f10,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmIdtvaTP0ssiM581wIGWtnUQbTW
1,0,Sam only gave Mary BANANAS.,Sam didn't give Bill bananas.,B,1,B,1,Sam only gave Mary BANANAS.,Sam didn't give Bill bananas.,"the focus is on Mary getting only bananas, but nothing is said about Bill, so the statements are independent.",0.0,0.0,2,NEG,1,f10,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmIdtvaTP0ssiM581wIGWtnUQbTW
2,0,Sam only gave MARY apples.,Sam also gave Mary bananas.,B,0,C,1,Sam only gave MARY apples.,Sam also gave Mary bananas.,"if Sam only gave MARY apples, it means he didn’t give her anything else. Giving her bananas contradicts this.",0.0,0.0,1,POS,2,f10,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmIdtvaTP0ssiM581wIGWtnUQbTW
3,0,Sam only gave SUE apples.,Sam didn't give Rob apples.,A,0,B,1,Sam only gave SUE apples.,Sam didn’t give Rob apples.,"the focus is on Sue receiving only apples, and there's no connection to what Rob got, making the statements independent.",0.0,0.038461538461538464,1,NEG,1,f10,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmIdtvaTP0ssiM581wIGWtnUQbTW
4,0,Sam only gave BILL bananas.,Sam also gave Bill grapes.,B,0,C,1,Sam only gave BILL bananas.,Sam also gave Bill grapes.,"if Sam only gave BILL bananas, it means he didn’t give Bill anything else, so giving Bill grapes contradicts this.",0.0,0.0,1,POS,2,f10,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmIdtvaTP0ssiM581wIGWtnUQbTW
5,0,Sam only gave Rob GRAPES.,Sam didn't give Rob apples.,A,1,A,0,Sam only gave ROB grapes.,Sam didn’t give Rob apples.,"if Sam only gave ROB grapes, then he gave no other fruits to Rob, which entails he didn’t give Rob apples.",0.0,0.038461538461538464,2,NEG,2,f10,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmIdtvaTP0ssiM581wIGWtnUQbTW
6,0,Sam only gave SUE grapes.,Sam also gave Tom grapes.,C,1,C,1,Sam only gave SUE grapes.,Sam also gave Tom grapes.,"if Sam only gave SUE grapes, it means he didn’t give grapes to anyone else, so giving Tom grapes contradicts this.",0.0,0.0,1,POS,1,f10,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmIdtvaTP0ssiM581wIGWtnUQbTW
7,0,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,A,1,A,1,Sam only gave ELLEN grapes.,Sam didn’t give Rob grapes.,"if Sam only gave ELLEN grapes, he didn’t give grapes to anyone else, which entails that Rob didn’t get grapes.",0.0,0.038461538461538464,1,NEG,1,f10,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmIdtvaTP0ssiM581wIGWtnUQbTW
8,0,Sam only gave MARY grapes.,Sam also gave Mary bananas.,B,0,C,1,Sam only gave MARY grapes.,Sam also gave Mary bananas.,"if Sam only gave MARY grapes, this implies he gave her nothing else, so giving her bananas contradicts this.",0.0,0.0,1,POS,2,f10,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmIdtvaTP0ssiM581wIGWtnUQbTW
9,0,Sam only gave SUE apples.,Sam didn't give Bill apples.,A,1,A,1,Sam only gave SUE apples.,Sam didn’t give Bill apples.,"if Sam only gave SUE apples, then no one else received apples, which entails Bill didn’t get any apples.",0.0,0.037037037037037035,1,NEG,1,f10,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmIdtvaTP0ssiM581wIGWtnUQbTW
