example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave Ellen GRAPES.,Sam also gave Ellen oranges.,C,1,C,0,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,"the focus in S1 is on ""ELLEN,"" meaning Sam gave grapes to Ellen and no one else. S2 says Sam also gave oranges to Ellen, which contradicts the idea that only grapes were given to her (since the focus is person-based, not item-based).",0.0,0.0,2,POS,2,f5,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuaxkSrJ1vYFiANyNifXyzfVJJ6jh,3
1,0,Sam only gave ELLEN apples.,Sam also gave Rob apples.,C,1,C,1,Sam only gave ELLEN apples.,Sam also gave ROB apples.,"the focus in S1 is on ""ELLEN,"" meaning Sam gave apples only to Ellen and no one else. S2 claims Sam also gave apples to Rob, which contradicts the first sentence.",0.0,0.0,1,POS,1,f5,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuaxkSrJ1vYFiANyNifXyzfVJJ6jh,3
2,0,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,B,0,A,1,Sam only gave MARY oranges.,Sam didn’t give Mary bananas.,"the focus in S1 is on ""MARY,"" meaning Sam gave oranges to Mary and no one else. S2 says Sam didn’t give Mary bananas, which is consistent with S1 because S1 doesn’t claim he gave other things.",0.0,0.03571428571428571,1,NEG,2,f5,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuaxkSrJ1vYFiANyNifXyzfVJJ6jh,3
3,0,Sam only gave MARY oranges.,Sam also gave Tom oranges.,C,0,B,0,Sam only gave MARY ORANGES.,Sam also gave Tom oranges.,"the focus in S1 is on ""ORANGES,"" meaning Sam only gave oranges to Mary, and nothing else to Mary. S2 is about giving oranges to Tom, which is independent of the restriction about Mary.",0.0,0.0,1,POS,1,f5,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuaxkSrJ1vYFiANyNifXyzfVJJ6jh,3
4,0,Sam only gave Mary ORANGES.,Sam didn't give Tom oranges.,B,1,B,0,Sam only gave MARY ORANGES.,Sam didn’t give Tom oranges.,"the focus in S1 is on ""ORANGES,"" meaning Sam only gave oranges to Mary. S2 mentions Tom and doesn’t contradict or depend on this restriction about Mary.",0.0,0.037037037037037035,2,NEG,1,f5,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuaxkSrJ1vYFiANyNifXyzfVJJ6jh,3
5,0,Sam only gave Mary GRAPES.,Sam also gave Mary apples.,C,1,C,0,Sam only gave MARY grapes.,Sam also gave Mary apples.,"the focus in S1 is on ""MARY,"" meaning Sam gave grapes to Mary and nothing else. S2 says Sam also gave Mary apples, which contradicts the focus on exclusivity to grapes.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuaxkSrJ1vYFiANyNifXyzfVJJ6jh,3
6,1,Sam only gave SUE apples.,Sam also gave Mary apples.,C,1,C,1,Sam only gave SUE apples.,Sam also gave Mary apples.,"the focus in S1 is on ""SUE,"" meaning Sam gave apples to Sue and no one else. S2 says he also gave apples to Mary, which contradicts the first sentence.",0.0,0.0,1,POS,1,f5,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuaxkSrJ1vYFiANyNifXyzfVJJ6jh,3
7,1,Sam only gave Bill ORANGES.,Sam also gave Bill bananas.,C,1,C,1,Sam only gave Bill ORANGES.,Sam also gave Bill bananas.,"the focus in S1 is on ""ORANGES,"" meaning Sam gave only oranges to Bill and nothing else to Bill. S2 says Sam also gave Bill bananas, which contradicts the first sentence.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuaxkSrJ1vYFiANyNifXyzfVJJ6jh,3
8,0,Sam only gave Ellen BANANAS.,Sam also gave Ellen grapes.,C,1,C,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,"the focus in S1 is on ""ELLEN,"" meaning Sam gave bananas only to Ellen and no one else. S2 says he also gave her grapes, which contradicts the exclusivity implied by S1.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuaxkSrJ1vYFiANyNifXyzfVJJ6jh,3
9,0,Sam only gave Tom BANANAS.,Sam didn't give Tom oranges.,A,1,A,0,Sam only gave TOM bananas.,Sam didn’t give Tom oranges.,"the focus in S1 is on ""TOM,"" meaning Sam gave bananas to Tom and no one else. S2 says he didn’t give Tom oranges, which is consistent with the exclusivity of the first sentence.",0.0,0.037037037037037035,2,NEG,2,f5,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuaxkSrJ1vYFiANyNifXyzfVJJ6jh,3
