example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,C,1,C,0,Sam only gave BILL bananas.,Sam also gave Bill grapes.,"the focus in S1 is on BILL. This entails that Sam did not give bananas to anyone else. S2 says Sam gave Bill something else (grapes), which does not contradict that Sam only gave Bill bananas. It contradicts the typical reading of ‘only’ as it limits the kind of thing given; S2 contradicts the intended meaning that only bananas were given to Bill.",0.0,0.0,2,POS,2,f7,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyREb5DmKepuQTwz8uBlOE7K6Vk
1,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,C,0,B,1,Sam only gave BILL bananas.,Sam also gave Mary apples.,"the focus in S1 is on BILL. This means Sam didn’t give bananas to anyone else. S2 talks about giving apples to Mary, which doesn’t affect the claim about who got bananas. So, they are independent.",0.34615384615384615,0.19230769230769232,1,POS,1,f7,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyREb5DmKepuQTwz8uBlOE7K6Vk
2,0,Sam only gave Sue APPLES.,Sam also gave Tom apples.,B,0,C,0,Sam only gave SUE apples.,Sam also gave Tom apples.,the focus in S1 is on SUE. This means Sam didn’t give apples to anyone else. S2 says that Tom also got apples. This directly contradicts S1.,0.0,0.0,2,POS,1,f7,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyREb5DmKepuQTwz8uBlOE7K6Vk
3,0,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,0,A,1,Sam only gave BILL grapes.,Sam didn’t give Bill oranges.,"the focus in S1 is on GRAPES. This means that Bill only got grapes and nothing else (no oranges). S2 says Bill didn’t get oranges, which aligns with this. So it’s entailed.",0.0,0.03571428571428571,1,NEG,2,f7,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyREb5DmKepuQTwz8uBlOE7K6Vk
4,0,Sam only gave BILL apples.,Sam didn't give Bill bananas.,B,0,A,1,Sam only gave BILL apples.,Sam didn’t give Bill bananas.,"the focus in S1 is on APPLES. This means Bill got no other fruits, like bananas. S2 says Bill didn’t get bananas, which is entailed by S1.",0.0,0.03571428571428571,1,NEG,2,f7,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyREb5DmKepuQTwz8uBlOE7K6Vk
5,0,Sam only gave SUE apples.,Sam didn't give Sue bananas.,B,0,A,1,Sam only gave SUE apples.,Sam didn’t give Sue bananas.,the focus in S1 is on APPLES. This means Sue didn’t get bananas or any other fruit. S2 says Sue didn’t get bananas. This is directly entailed by S1.,0.0,0.037037037037037035,1,NEG,2,f7,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyREb5DmKepuQTwz8uBlOE7K6Vk
6,0,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,A,0,B,1,Sam only gave ELLEN oranges.,Sam didn’t give Tom oranges.,"the focus in S1 is on ELLEN. This means Ellen was the only recipient of oranges. S2 says Tom didn’t get oranges. That’s not a contradiction, nor does it follow directly—it’s independent.",0.0,0.037037037037037035,1,NEG,1,f7,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyREb5DmKepuQTwz8uBlOE7K6Vk
7,0,Sam only gave TOM apples.,Sam didn't give Mary apples.,A,1,A,1,Sam only gave TOM apples.,Sam didn’t give Mary apples.,"the focus in S1 is on TOM. This means Tom was the only one who got apples. S2 says Mary didn’t get apples. This follows directly from S1, so it’s entailed.",0.0,0.037037037037037035,1,NEG,1,f7,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyREb5DmKepuQTwz8uBlOE7K6Vk
8,0,Sam only gave Tom APPLES.,Sam also gave Bill apples.,B,0,C,0,Sam only gave TOM apples.,Sam also gave Bill apples.,"the focus in S1 is on TOM. This means Tom was the only recipient of apples. S2 says Bill also got apples, which contradicts S1.",0.0,0.0,2,POS,1,f7,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyREb5DmKepuQTwz8uBlOE7K6Vk
9,0,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,B,0,A,0,Sam only gave SUE bananas.,Sam didn’t give Tom bananas.,"the focus in S1 is on SUE. This means Sue was the only one who got bananas. S2 says Tom didn’t get bananas. That matches the meaning of S1, so it’s entailed.",0.0,0.037037037037037035,2,NEG,1,f7,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyREb5DmKepuQTwz8uBlOE7K6Vk
