example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave ROB apples.,Sam didn't give Sue apples.,A,1,A,1,Sam only gave ROB apples.,Sam didn't give Sue apples.,"focusing on ""ROB"" means Sam didn't give apples to anyone else, so Sam not giving Sue apples is consistent.",0.0,0.0,1,NEG,1,f6,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHgCh4c4AoaqJFCi8P8YnIeByYI
1,0,Sam only gave SUE grapes.,Sam also gave Sue oranges.,B,0,C,1,Sam only gave SUE grapes.,Sam also gave Sue oranges.,"focusing on ""SUE"" means Sam gave grapes only to Sue and nothing else, so giving Sue oranges contradicts that.",0.0,0.0,1,POS,2,f6,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHgCh4c4AoaqJFCi8P8YnIeByYI
2,0,Sam only gave SUE grapes.,Sam didn't give Sue bananas.,B,0,A,1,Sam only gave SUE grapes.,Sam didn't give Sue bananas.,"focusing on ""SUE"" means Sam gave only grapes to Sue, so it's entailed that Sue didn’t get bananas.",0.0,0.0,1,NEG,2,f6,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHgCh4c4AoaqJFCi8P8YnIeByYI
3,0,Sam only gave Mary GRAPES.,Sam also gave Ellen grapes.,B,0,C,0,Sam only gave MARY grapes.,Sam also gave Ellen grapes.,"focusing on ""MARY"" means Sam gave grapes only to Mary and not to anyone else, so giving grapes to Ellen contradicts that.",0.0,0.0,2,POS,1,f6,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHgCh4c4AoaqJFCi8P8YnIeByYI
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob bananas.,C,1,C,0,Sam only gave ROB oranges.,Sam also gave Rob bananas.,"focusing on ""oranges"" means Sam gave only oranges to Rob, so giving Rob bananas contradicts that.",0.0,0.0,2,POS,2,f6,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHgCh4c4AoaqJFCi8P8YnIeByYI
5,0,Sam only gave Sue BANANAS.,Sam didn't give Sue grapes.,A,1,A,0,Sam only gave SUE bananas.,Sam didn't give Sue grapes.,"focusing on ""bananas"" means Sam gave only bananas to Sue, so Sue not getting grapes is entailed.",0.0,0.0,2,NEG,2,f6,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHgCh4c4AoaqJFCi8P8YnIeByYI
6,0,Sam only gave Tom GRAPES.,Sam didn't give Tom apples.,A,1,A,0,Sam only gave TOM grapes.,Sam didn't give Tom apples.,"focusing on ""grapes"" means Sam gave only grapes to Tom, so Tom not getting apples is entailed.",0.0,0.0,2,NEG,2,f6,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHgCh4c4AoaqJFCi8P8YnIeByYI
7,0,Sam only gave TOM bananas.,Sam didn't give Tom grapes.,B,0,A,1,Sam only gave TOM bananas.,Sam didn't give Tom grapes.,"focusing on ""bananas"" means Sam gave only bananas to Tom, so Tom not getting grapes is entailed.",0.0,0.0,1,NEG,2,f6,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHgCh4c4AoaqJFCi8P8YnIeByYI
8,0,Sam only gave Rob APPLES.,Sam also gave Rob grapes.,C,1,C,0,Sam only gave ROB apples.,Sam also gave Rob grapes.,"focusing on ""apples"" means Sam gave only apples to Rob, so giving him grapes contradicts that.",0.0,0.0,2,POS,2,f6,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHgCh4c4AoaqJFCi8P8YnIeByYI
9,0,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,B,0,C,1,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,"focusing on ""grapes"" means Sam gave only grapes to Ellen, so giving her oranges contradicts that.",0.0,0.0,1,POS,2,f6,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHgCh4c4AoaqJFCi8P8YnIeByYI
