example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave SUE apples.,Sam also gave Rob apples.,C,1,C,1,Sam only gave SUE apples.,Sam also gave Rob apples.,"the focus in S1 is on ""SUE,"" meaning Sam did not give apples to anyone else besides Sue. S2 states that Sam also gave apples to Rob, which directly contradicts the meaning of S1.",0.0,0.0,1,POS,1,f4,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuawQ1tHDes1GGhb6yG11m45Oq04A,3
1,0,Sam only gave Bill APPLES.,Sam didn't give Mary apples.,B,1,B,0,Sam only gave BILL apples.,Sam didn't give Mary apples.,"the focus is on ""BILL,"" meaning Sam didn’t give apples to anyone else except Bill. S2 says Sam didn’t give Mary apples, which is independent of S1 because S1 makes no claim about Mary.",0.0,0.0,2,NEG,1,f4,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuawQ1tHDes1GGhb6yG11m45Oq04A,3
2,0,Sam only gave MARY oranges.,Sam also gave Ellen oranges.,C,1,C,1,Sam only gave MARY oranges.,Sam also gave Ellen oranges.,"the focus on ""MARY"" means Sam did not give oranges to anyone else. S2 says Sam also gave oranges to Ellen, which contradicts S1.",0.0,0.0,1,POS,1,f4,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuawQ1tHDes1GGhb6yG11m45Oq04A,3
3,0,Sam only gave Ellen APPLES.,Sam didn't give Tom apples.,B,0,A,0,Sam only gave ELLEN apples.,Sam didn't give Tom apples.,"the focus is on ""ELLEN,"" meaning Sam didn’t give apples to anyone else. S2 says Sam didn’t give apples to Tom, which is entailed by S1.",0.0,0.0,2,NEG,1,f4,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuawQ1tHDes1GGhb6yG11m45Oq04A,3
4,0,Sam only gave ROB bananas.,Sam also gave Rob oranges.,B,1,B,1,Sam only gave ROB bananas.,Sam also gave Rob oranges.,"the focus is on ""ROB,"" meaning Sam only gave bananas to Rob in terms of people, not what else he might have given to Rob. S2 talks about giving Rob oranges, which is about the type of item and is independent of S1.",0.0,0.0,1,POS,2,f4,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuawQ1tHDes1GGhb6yG11m45Oq04A,3
5,0,Sam only gave Bill BANANAS.,Sam didn't give Bill grapes.,A,1,A,0,Sam only gave BILL bananas.,Sam didn’t give Bill grapes.,"the focus is on ""BANANAS,"" meaning Bill didn’t receive anything else besides bananas. S2 says Sam didn’t give Bill grapes, which is entailed by S1.",0.0,0.037037037037037035,2,NEG,2,f4,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuawQ1tHDes1GGhb6yG11m45Oq04A,3
6,1,Sam only gave Ellen ORANGES.,Sam didn't give Ellen grapes.,A,1,A,0,Sam only gave ELLEN ORANGES.,Sam didn't give Ellen grapes.,"the focus is on ""ORANGES,"" meaning Ellen didn’t get anything besides oranges. S2 says Sam didn’t give Ellen grapes, which is entailed by S1.",0.0,0.0,2,NEG,2,f4,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuawQ1tHDes1GGhb6yG11m45Oq04A,3
7,1,Sam only gave Mary BANANAS.,Sam didn't give Ellen bananas.,B,1,B,0,Sam only gave MARY BANANAS.,Sam didn't give Ellen bananas.,"the focus is on ""BANANAS,"" meaning Mary didn’t receive anything else besides bananas, but S1 doesn’t say anything about Ellen. S2 talks about Ellen, which is independent.",0.0,0.0,2,NEG,1,f4,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuawQ1tHDes1GGhb6yG11m45Oq04A,3
8,0,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave BILL bananas.,Sam didn’t give Tom bananas.,"the focus is on ""BILL,"" meaning no one else got bananas except Bill. S2 says Tom didn’t get bananas, which is entailed by S1.",0.0,0.037037037037037035,1,NEG,1,f4,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuawQ1tHDes1GGhb6yG11m45Oq04A,3
9,0,Sam only gave Sue ORANGES.,Sam didn't give Sue grapes.,A,1,A,0,Sam only gave SUE oranges.,Sam didn’t give Sue grapes.,"the focus is on ""ORANGES,"" meaning Sue didn’t receive anything other than oranges. S2 says Sam didn’t give Sue grapes, which is entailed by S1.",0.0,0.038461538461538464,2,NEG,2,f4,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-CuawQ1tHDes1GGhb6yG11m45Oq04A,3
