example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave Ellen BANANAS.,Sam also gave Rob bananas.,B,0,C,0,Sam only gave ELLEN bananas.,Sam also gave ROB bananas.,"S1 states that Ellen was the only recipient of bananas, but S2 claims that Rob also received bananas. This directly contradicts the focus on ""ELLEN"" in S1.",0.0,0.0,2,POS,1,f8,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnlvHjWdWHMo0Re08V273NqSCkSmK
1,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,1,B,1,Sam only gave ROB grapes.,Sam also gave ROB oranges.,"S1 states that grapes were the only thing given to Rob, and S2 introduces a new, unrelated event where Rob receives oranges. The two are independent actions.",0.0,0.0,1,POS,2,f8,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnlvHjWdWHMo0Re08V273NqSCkSmK
2,0,Sam only gave TOM apples.,Sam also gave Bill apples.,C,1,C,1,Sam only gave TOM apples.,Sam also gave BILL apples.,"S1 states that Tom was the only recipient of apples, but S2 claims that Bill also got apples. This contradicts the exclusivity of ""TOM"" in S1.",0.0,0.0,1,POS,1,f8,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnlvHjWdWHMo0Re08V273NqSCkSmK
3,0,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,C,0,B,0,Sam only gave MARY apples.,Sam also gave MARY bananas.,"S1 focuses on Mary as the only receiver of apples, and S2 introduces bananas—an entirely different item. The focus in S1 does not exclude Mary from receiving other items, so these statements are independent.",0.0,0.0,2,POS,2,f8,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnlvHjWdWHMo0Re08V273NqSCkSmK
4,0,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,B,0,C,0,Sam only gave ELLEN oranges.,Sam also gave SUE oranges.,"S1 states that Ellen was the only recipient of oranges, while S2 claims that Sue also got oranges. This contradicts the exclusivity of ""ELLEN"" in S1.",0.0,0.0,2,POS,1,f8,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnlvHjWdWHMo0Re08V273NqSCkSmK
5,0,Sam only gave Rob ORANGES.,Sam didn't give Rob apples.,A,1,A,0,Sam only gave ROB oranges.,Sam didn’t give ROB apples.,"if Sam only gave Rob oranges, it follows that Sam didn’t give Rob any other fruit, including apples. S2 is entailed by S1.",0.0,0.038461538461538464,2,NEG,2,f8,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnlvHjWdWHMo0Re08V273NqSCkSmK
6,0,Sam only gave Bill BANANAS.,Sam didn't give Ellen bananas.,B,0,A,0,Sam only gave BILL bananas.,Sam didn’t give ELLEN bananas.,"if Sam only gave Bill bananas, then by definition, Sam did not give bananas to anyone else, including Ellen. S2 is entailed by S1.",0.0,0.034482758620689655,2,NEG,1,f8,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnlvHjWdWHMo0Re08V273NqSCkSmK
7,0,Sam only gave Rob BANANAS.,Sam also gave Sue bananas.,B,0,C,0,Sam only gave ROB bananas.,Sam also gave SUE bananas.,"S1 states that Rob was the only recipient of bananas, but S2 claims that Sue also received bananas. This contradicts the exclusivity of ""ROB"" in S1.",0.0,0.0,2,POS,1,f8,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnlvHjWdWHMo0Re08V273NqSCkSmK
8,0,Sam only gave Bill BANANAS.,Sam didn't give Mary bananas.,B,0,A,0,Sam only gave BILL bananas.,Sam didn’t give MARY bananas.,"if Bill was the only recipient of bananas, it follows that Mary did not receive bananas. S2 is entailed by S1.",0.0,0.03571428571428571,2,NEG,1,f8,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnlvHjWdWHMo0Re08V273NqSCkSmK
9,0,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,B,0,A,0,Sam only gave ELLEN grapes.,Sam didn’t give ROB grapes.,"if Ellen was the only recipient of grapes, it follows that no one else, including Rob, received grapes. S2 is entailed by S1.",0.0,0.038461538461538464,2,NEG,1,f8,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnlvHjWdWHMo0Re08V273NqSCkSmK
