example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,A,0,B,1,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,"S1 only restricts what Rob received (just bananas), and says nothing about Tom.",0.0,0.0,1,NEG,1,f2,oracle,openai,gpt-5,20251218_173456,
1,0,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,B,0,A,1,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,"if Tom only got grapes from Sam, he did not get oranges.",0.0,0.0,1,NEG,2,f2,oracle,openai,gpt-5,20251218_173456,
2,0,Sam only gave SUE oranges.,Sam also gave Sue apples.,B,0,C,1,Sam only gave SUE oranges.,Sam also gave Sue apples.,"""only gave Sue oranges"" rules out Sam giving Sue apples.",0.0,0.0,1,POS,2,f2,oracle,openai,gpt-5,20251218_173456,
3,0,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,A,0,B,1,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,S1 limits Sue’s items (only bananas) but doesn’t say whether Rob got bananas.,0.0,0.0,1,NEG,1,f2,oracle,openai,gpt-5,20251218_173456,
4,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,"if Sam only gave Tom oranges, he did not give Tom bananas.",0.0,0.0,2,NEG,2,f2,oracle,openai,gpt-5,20251218_173456,
5,0,Sam only gave SUE apples.,Sam didn't give Sue oranges.,B,0,A,1,Sam only gave SUE apples.,Sam didn't give Sue oranges.,"if Sam only gave Sue apples, he did not give her oranges.",0.0,0.0,1,NEG,2,f2,oracle,openai,gpt-5,20251218_173456,
6,0,Sam only gave Sue GRAPES.,Sam didn't give Sue apples.,A,1,A,1,Sam only gave Sue GRAPES.,Sam didn't give Sue apples.,"if Sam only gave Sue grapes, he did not give her apples.",0.0,0.0,2,NEG,2,f2,oracle,openai,gpt-5,20251218_173456,
7,0,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,B,0,C,1,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,"""only gave Ellen oranges"" means no bananas to Ellen.",0.0,0.0,1,POS,2,f2,oracle,openai,gpt-5,20251218_173456,
8,0,Sam only gave MARY grapes.,Sam didn't give Mary apples.,B,0,A,1,Sam only gave MARY grapes.,Sam didn't give Mary apples.,"if Sam only gave Mary grapes, he did not give her apples.",0.0,0.0,1,NEG,2,f2,oracle,openai,gpt-5,20251218_173456,
9,0,Sam only gave BILL oranges.,Sam also gave Mary oranges.,C,0,B,1,Sam only gave BILL oranges.,Sam also gave Mary oranges.,S1 doesn’t restrict what others received; Mary could also have gotten oranges.,0.0,0.0,1,POS,1,f2,oracle,openai,gpt-5,20251218_173456,
