example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,B,0,C,1,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,"the focus on ""ELLEN"" in S1 means Sam gave bananas to Ellen but no one else. However, S2 introduces that Sam also gave Ellen something else (grapes), contradicting the only-statement that restricts what Ellen received.",0.0,0.0,1,POS,2,f9,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cub2Q2gCF3FsopumrEI6U3y5OjcCt,2
1,0,Sam only gave MARY apples.,Sam didn't give Mary oranges.,B,0,A,1,Sam only gave MARY apples.,Sam didn't give Mary oranges.,"the focus on ""MARY"" in S1 means Mary received apples and nobody else did. Therefore, it follows that Mary did not receive oranges, which is entailed by S2.",0.0,0.0,1,NEG,2,f9,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cub2Q2gCF3FsopumrEI6U3y5OjcCt,2
2,0,Sam only gave TOM bananas.,Sam also gave Tom apples.,B,0,C,1,Sam only gave TOM bananas.,Sam also gave Tom apples.,"the focus on ""TOM"" in S1 means that Tom is the only person who received something, specifically bananas. But S2 says Tom also got apples, which contradicts the idea that Tom only received bananas.",0.0,0.0,1,POS,2,f9,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cub2Q2gCF3FsopumrEI6U3y5OjcCt,2
3,0,Sam only gave MARY apples.,Sam didn't give Mary grapes.,B,0,A,1,Sam only gave MARY apples.,Sam didn't give Mary grapes.,"the focus on ""MARY"" in S1 means Mary only received apples and nothing else. Therefore, it is entailed that Mary didn’t receive grapes, as S2 states.",0.0,0.0,1,NEG,2,f9,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cub2Q2gCF3FsopumrEI6U3y5OjcCt,2
4,1,Sam only gave Mary ORANGES.,Sam didn't give Mary apples.,A,1,A,0,Sam only gave MARY oranges.,Sam didn't give Mary apples.,"the focus on ""MARY"" in S1 means Mary received only oranges. It naturally follows that she did not receive apples, which is confirmed by S2.",0.0,0.0,2,NEG,2,f9,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cub2Q2gCF3FsopumrEI6U3y5OjcCt,2
5,1,Sam only gave Rob APPLES.,Sam also gave Mary apples.,B,1,B,0,Sam only gave ROB apples.,Sam also gave Mary apples.,"the focus on ""ROB"" in S1 means Rob is the only person who received apples. The statement in S2 about Mary receiving apples does not contradict it directly but is independent, as it involves someone else who received the same thing.",0.0,0.0,2,POS,1,f9,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cub2Q2gCF3FsopumrEI6U3y5OjcCt,2
6,0,Sam only gave ROB apples.,Sam also gave Tom apples.,C,1,C,1,Sam only gave ROB apples.,Sam also gave Tom apples.,"the focus on ""ROB"" in S1 means Rob is the only person who got apples. If S2 says Tom also received apples, that contradicts the exclusivity implied by ""only.""",0.0,0.0,1,POS,1,f9,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cub2Q2gCF3FsopumrEI6U3y5OjcCt,2
7,0,Sam only gave Rob ORANGES.,Sam didn't give Rob bananas.,A,1,A,0,Sam only gave ROB oranges.,Sam didn't give Rob bananas.,"the focus on ""ROB"" in S1 means Rob only got oranges, which means he didn’t receive anything else, like bananas. That is exactly what S2 states, so S2 is entailed by S1.",0.0,0.0,2,NEG,2,f9,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cub2Q2gCF3FsopumrEI6U3y5OjcCt,2
8,0,Sam only gave Bill GRAPES.,Sam also gave Rob grapes.,B,0,C,0,Sam only gave BILL grapes.,Sam also gave Rob grapes.,"the focus on ""BILL"" in S1 means that Bill is the only person who received grapes. S2 contradicts that by saying that Rob also got grapes.",0.0,0.0,2,POS,1,f9,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cub2Q2gCF3FsopumrEI6U3y5OjcCt,2
9,0,Sam only gave Rob GRAPES.,Sam also gave Rob bananas.,C,0,B,0,Sam only gave ROB grapes.,Sam also gave Rob bananas.,"the focus on ""ROB"" in S1 means Rob received only grapes, but the restriction is on the recipient, not the item. S2 introduces another item (bananas), which doesn't contradict S1 directly but is independent.",0.0,0.0,2,POS,2,f9,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cub2Q2gCF3FsopumrEI6U3y5OjcCt,2
