example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,B,0,C,1,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,"if Sam only gave Ellen bananas, he did not give her grapes. The second sentence contradicts the exclusivity stated in the first.",0.0,0.0,1,POS,2,f9,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuapdQGl8IN4Tx4b5Wca5uJTgPBfc,3
1,0,Sam only gave MARY apples.,Sam didn't give Mary oranges.,B,0,A,1,Sam only gave MARY apples.,Sam didn't give Mary oranges.,"if Sam only gave Mary apples, it logically follows that he did not give her oranges. The second sentence is entailed by the first.",0.0,0.0,1,NEG,2,f9,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuapdQGl8IN4Tx4b5Wca5uJTgPBfc,3
2,0,Sam only gave TOM bananas.,Sam also gave Tom apples.,B,0,C,1,Sam only gave TOM bananas.,Sam also gave Tom apples.,"the first sentence states that Sam exclusively gave Tom bananas, so the addition of apples contradicts that exclusivity.",0.0,0.0,1,POS,2,f9,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuapdQGl8IN4Tx4b5Wca5uJTgPBfc,3
3,0,Sam only gave MARY apples.,Sam didn't give Mary grapes.,B,0,A,1,Sam only gave MARY apples.,Sam didn’t give Mary grapes.,"if Sam only gave Mary apples, it naturally follows that he didn’t give her grapes. The second sentence is entailed by the first.",0.0,0.037037037037037035,1,NEG,2,f9,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuapdQGl8IN4Tx4b5Wca5uJTgPBfc,3
4,0,Sam only gave Mary ORANGES.,Sam didn't give Mary apples.,A,1,A,0,Sam only gave MARY oranges.,Sam didn’t give Mary apples.,"if Sam exclusively gave Mary oranges, then he did not give her apples. The second sentence logically follows as an entailment.",0.0,0.037037037037037035,2,NEG,2,f9,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuapdQGl8IN4Tx4b5Wca5uJTgPBfc,3
5,0,Sam only gave Rob APPLES.,Sam also gave Mary apples.,B,1,B,0,Sam only gave ROB apples.,Sam also gave Mary apples.,"the first sentence states something about what Sam gave Rob, while the second sentence is about what Sam gave Mary. The two sentences are independent.",0.0,0.0,2,POS,1,f9,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuapdQGl8IN4Tx4b5Wca5uJTgPBfc,3
6,1,Sam only gave ROB apples.,Sam also gave Tom apples.,C,1,C,1,Sam only gave ROB apples.,Sam also gave TOM apples.,"if Sam only gave Rob apples, then he did not give Tom apples. The second sentence contradicts the exclusivity of the first.",0.0,0.0,1,POS,1,f9,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuapdQGl8IN4Tx4b5Wca5uJTgPBfc,3
7,1,Sam only gave Rob ORANGES.,Sam didn't give Rob bananas.,A,1,A,0,Sam only gave ROB oranges.,Sam didn’t give Rob bananas.,"if Sam exclusively gave Rob oranges, it follows that he did not give Rob bananas. The second sentence is entailed by the first.",0.0,0.037037037037037035,2,NEG,2,f9,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuapdQGl8IN4Tx4b5Wca5uJTgPBfc,3
8,0,Sam only gave Bill GRAPES.,Sam also gave Rob grapes.,B,0,C,0,Sam only gave BILL grapes.,Sam also gave Rob grapes.,"the exclusivity in the first sentence is contradicted by the second sentence, which states that Rob also received grapes.",0.0,0.0,2,POS,1,f9,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuapdQGl8IN4Tx4b5Wca5uJTgPBfc,3
9,0,Sam only gave Rob GRAPES.,Sam also gave Rob bananas.,C,1,C,0,Sam only gave ROB grapes.,Sam also gave Rob bananas.,"if Sam only gave Rob grapes, then giving him bananas contradicts that exclusivity.",0.0,0.0,2,POS,2,f9,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuapdQGl8IN4Tx4b5Wca5uJTgPBfc,3
