example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave Ellen GRAPES.,Sam also gave Ellen oranges.,C,1,C,0,Sam only gave ELLEN grapes.,Sam also gave Ellen ORANGES.,"In S1, the focus is on ""ELLEN"" and ""grapes,"" meaning the only thing Sam gave Ellen was grapes. S2 says Sam also gave Ellen oranges, which contradicts the exclusivity implied in ""only gave Ellen grapes.""",0.0,0.0,2,POS,2,f5,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnluUHOfTLTNB3CFcXK3rKeaIjGuq
1,0,Sam only gave ELLEN apples.,Sam also gave Rob apples.,C,0,B,1,Sam only gave ELLEN apples.,Sam also gave ROB apples.,"S1 focuses on ""ELLEN"" and apples, meaning Sam only gave apples to Ellen (considering the apples’ recipient). S2 introduces a different recipient, Rob, and doesn’t contradict or confirm what S1 states about Ellen. Therefore, they are independent.",0.0,0.0,1,POS,1,f5,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnluUHOfTLTNB3CFcXK3rKeaIjGuq
2,0,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,B,0,A,0,Sam only gave MARY ORANGES.,Sam didn’t give Mary BANANAS.,"S1, with focus on ""MARY"" and ""ORANGES,"" says oranges were the only thing Sam gave Mary. This implies Sam didn’t give Mary anything else (like bananas). S2 states explicitly that Sam didn’t give Mary bananas. That’s consistent with and entailed by S1’s exclusivity.",0.0,0.03571428571428571,1,NEG,2,f5,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnluUHOfTLTNB3CFcXK3rKeaIjGuq
3,0,Sam only gave MARY oranges.,Sam also gave Tom oranges.,C,0,B,0,Sam only gave MARY ORANGES.,Sam also gave TOM oranges.,"The focus in S1 is on ""MARY"" and ""ORANGES,"" meaning the only thing Sam gave to Mary was oranges. S2 is about what Sam gave Tom. There’s no conflict or confirmation between what was given to Mary and what was given to Tom. They’re about different recipients. So these are independent.",0.0,0.0,1,POS,1,f5,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnluUHOfTLTNB3CFcXK3rKeaIjGuq
4,0,Sam only gave Mary ORANGES.,Sam didn't give Tom oranges.,B,1,B,0,Sam only gave MARY ORANGES.,Sam didn’t give TOM oranges.,"S1 focuses on ""MARY"" and ""ORANGES""—the exclusivity is about what Mary got. It doesn’t specify anything about what Tom got. S2 specifies what Tom did not receive (oranges), but this doesn’t follow from or contradict S1. The statements are independent.",0.0,0.037037037037037035,2,NEG,1,f5,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnluUHOfTLTNB3CFcXK3rKeaIjGuq
5,0,Sam only gave Mary GRAPES.,Sam also gave Mary apples.,C,1,C,0,Sam only gave MARY GRAPES.,Sam also gave Mary APPLES.,"The focus in S1 is on ""MARY"" and ""GRAPES,"" meaning grapes were the only thing Sam gave Mary. S2 says Sam also gave Mary apples, which directly contradicts the exclusive claim from S1.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnluUHOfTLTNB3CFcXK3rKeaIjGuq
6,0,Sam only gave SUE apples.,Sam also gave Mary apples.,C,0,B,0,Sam only gave SUE APPLES.,Sam also gave MARY apples.,"The focus in S1 is on ""SUE"" and ""APPLES,"" meaning the only thing Sam gave Sue was apples. There’s no mention of Mary in S1, so S2, which talks about what Mary received, is a separate and unrelated fact. They are independent.",0.0,0.0,1,POS,1,f5,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnluUHOfTLTNB3CFcXK3rKeaIjGuq
7,0,Sam only gave Bill ORANGES.,Sam also gave Bill bananas.,C,1,C,0,Sam only gave BILL ORANGES.,Sam also gave Bill BANANAS.,"The focus in S1 is on ""BILL"" and ""ORANGES,"" meaning the only thing Bill received from Sam was oranges. S2 contradicts this by saying Bill also received bananas.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnluUHOfTLTNB3CFcXK3rKeaIjGuq
8,0,Sam only gave Ellen BANANAS.,Sam also gave Ellen grapes.,C,1,C,0,Sam only gave ELLEN BANANAS.,Sam also gave Ellen GRAPES.,"The focus in S1 is on ""ELLEN"" and ""BANANAS,"" meaning bananas were the only thing Sam gave Ellen. S2 contradicts that exclusivity by saying Sam also gave Ellen grapes.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnluUHOfTLTNB3CFcXK3rKeaIjGuq
9,0,Sam only gave Tom BANANAS.,Sam didn't give Tom oranges.,A,1,A,0,Sam only gave TOM BANANAS.,Sam didn’t give Tom ORANGES.,"The focus in S1 is on ""TOM"" and ""BANANAS,"" meaning bananas were the only thing Sam gave Tom. This implies that Sam didn’t give Tom oranges or anything else. S2 explicitly confirms that Sam didn’t give Tom oranges, so it’s entailed by S1.",0.0,0.037037037037037035,2,NEG,2,f5,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnluUHOfTLTNB3CFcXK3rKeaIjGuq
