example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave ROB apples.,Sam didn't give Sue apples.,A,1,A,1,Sam only gave ROB apples.,Sam didn't give Sue apples.,"if Sam only gave Rob apples, then he did not give apples to anyone else, including Sue.",0.0,0.0,1,NEG,1,f6,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuamOBCvqQzAFxxMUnRM4CTqET1U8,3
1,0,Sam only gave SUE grapes.,Sam also gave Sue oranges.,B,0,C,1,Sam only gave SUE grapes.,Sam also gave Sue oranges.,"if Sam only gave Sue grapes, then he did not give her any other fruit, making the statement that he also gave her oranges a contradiction.",0.0,0.0,1,POS,2,f6,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuamOBCvqQzAFxxMUnRM4CTqET1U8,3
2,0,Sam only gave SUE grapes.,Sam didn't give Sue bananas.,B,0,A,1,Sam only gave SUE grapes.,Sam didn't give Sue bananas.,"if Sam only gave Sue grapes, then he didn't give her any other fruit, so he did not give her bananas.",0.0,0.0,1,NEG,2,f6,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuamOBCvqQzAFxxMUnRM4CTqET1U8,3
3,0,Sam only gave Mary GRAPES.,Sam also gave Ellen grapes.,B,1,B,0,Sam only gave MARY grapes.,Sam also gave Ellen grapes.,the sentence about Ellen is independent of the sentence about Mary. Knowing what Mary received does not affect what Ellen received.,0.0,0.0,2,POS,1,f6,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuamOBCvqQzAFxxMUnRM4CTqET1U8,3
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob bananas.,C,1,C,0,Sam only gave ROB oranges.,Sam also gave Rob bananas.,"if Sam only gave Rob oranges, then he did not give him any other fruit, and the claim that Sam also gave Rob bananas contradicts that.",0.0,0.0,2,POS,2,f6,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuamOBCvqQzAFxxMUnRM4CTqET1U8,3
5,0,Sam only gave Sue BANANAS.,Sam didn't give Sue grapes.,A,1,A,0,Sam only gave SUE bananas.,Sam didn't give Sue grapes.,"if Sam only gave Sue bananas, then he didn’t give her any other fruit, so he didn’t give her grapes.",0.0,0.0,2,NEG,2,f6,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuamOBCvqQzAFxxMUnRM4CTqET1U8,3
6,1,Sam only gave Tom GRAPES.,Sam didn't give Tom apples.,A,1,A,0,Sam only gave TOM grapes.,Sam didn't give Tom apples.,"if Sam only gave Tom grapes, then he didn’t give him any other fruit, including apples.",0.0,0.0,2,NEG,2,f6,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuamOBCvqQzAFxxMUnRM4CTqET1U8,3
7,1,Sam only gave TOM bananas.,Sam didn't give Tom grapes.,B,0,A,1,Sam only gave TOM bananas.,Sam didn't give Tom grapes.,"if Sam only gave Tom bananas, then he didn’t give him any other fruit, including grapes.",0.0,0.0,1,NEG,2,f6,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuamOBCvqQzAFxxMUnRM4CTqET1U8,3
8,0,Sam only gave Rob APPLES.,Sam also gave Rob grapes.,C,1,C,0,Sam only gave ROB apples.,Sam also gave Rob grapes.,"if Sam only gave Rob apples, then he did not give him any other fruit, and saying he also gave him grapes is a contradiction.",0.0,0.0,2,POS,2,f6,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuamOBCvqQzAFxxMUnRM4CTqET1U8,3
9,0,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,B,0,C,1,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,"if Sam only gave Ellen grapes, then he did not give her any other fruit, so the statement that he also gave her oranges contradicts that.",0.0,0.0,1,POS,2,f6,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuamOBCvqQzAFxxMUnRM4CTqET1U8,3
