example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,B,1,B,1,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,"S1 focuses on Ellen, meaning Sam didn't give bananas to anyone else. S2 is independent of this.",0.0,0.0,1,POS,2,f9,audio,gemini,gemini-2.0-flash,20251217_141913,
1,0,Sam only gave MARY apples.,Sam didn't give Mary oranges.,B,1,B,1,Sam only gave MARY apples.,Sam didn't give Mary oranges.,"S1 focuses on Mary, meaning Sam didn't give apples to anyone else. S2 is independent of this.",0.0,0.0,1,NEG,2,f9,audio,gemini,gemini-2.0-flash,20251217_141913,
2,0,Sam only gave TOM bananas.,Sam also gave Tom apples.,B,1,B,1,Sam only gave TOM bananas.,Sam also gave Tom apples.,"S1 focuses on Tom, meaning Sam didn't give bananas to anyone else. S2 is independent of this.",0.0,0.0,1,POS,2,f9,audio,gemini,gemini-2.0-flash,20251217_141913,
3,0,Sam only gave MARY apples.,Sam didn't give Mary grapes.,B,1,B,1,Sam only gave MARY apples.,Sam didn't give Mary grapes.,"S1 focuses on Mary, meaning Sam didn't give apples to anyone else. S2 is independent of this.",0.0,0.0,1,NEG,2,f9,audio,gemini,gemini-2.0-flash,20251217_141913,
4,0,Sam only gave Mary ORANGES.,Sam didn't give Mary apples.,A,1,A,1,Sam only gave Mary ORANGES.,Sam didn't give Mary apples.,"S1 focuses on oranges, meaning Sam didn't give Mary anything else.",0.0,0.0,2,NEG,2,f9,audio,gemini,gemini-2.0-flash,20251217_141913,
5,0,Sam only gave Rob APPLES.,Sam also gave Mary apples.,B,1,B,0,Sam only gave ROB apples.,Sam also gave Mary apples.,"S1 focuses on Rob, meaning Sam didn't give apples to anyone else. S2 is independent of this.",0.0,0.0,2,POS,1,f9,audio,gemini,gemini-2.0-flash,20251217_141913,
6,0,Sam only gave ROB apples.,Sam also gave Tom apples.,C,0,B,1,Sam only gave ROB apples.,Sam also gave Tom apples.,"S1 focuses on Rob, meaning Sam didn't give apples to anyone else. S2 is independent of this.",0.0,0.0,1,POS,1,f9,audio,gemini,gemini-2.0-flash,20251217_141913,
7,0,Sam only gave Rob ORANGES.,Sam didn't give Rob bananas.,A,1,A,0,Sam only gave ROB oranges.,Sam didn't give Rob bananas.,"S1 focuses on oranges, meaning Sam didn't give Rob anything else.",0.0,0.0,2,NEG,2,f9,audio,gemini,gemini-2.0-flash,20251217_141913,
8,0,Sam only gave Bill GRAPES.,Sam also gave Rob grapes.,B,1,B,0,Sam only gave BILL grapes.,Sam also gave Rob grapes.,"S1 focuses on Bill, meaning Sam didn't give grapes to anyone else. S2 is independent of this.",0.0,0.0,2,POS,1,f9,audio,gemini,gemini-2.0-flash,20251217_141913,
9,0,Sam only gave Rob GRAPES.,Sam also gave Rob bananas.,C,0,B,0,Sam only gave ROB grapes.,Sam also gave Rob bananas.,"S1 focuses on Rob, meaning Sam didn't give grapes to anyone else. S2 is independent of this.",0.0,0.0,2,POS,2,f9,audio,gemini,gemini-2.0-flash,20251217_141913,
