example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave Ellen GRAPES.,Sam also gave Ellen oranges.,C,1,C,0,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,"the prosodic focus is on ""ELLEN,"" it means Sam gave grapes to Ellen and not to anyone else. S2 says Sam gave Ellen something else (oranges), which contradicts the ""only"" statement that limits what was given to Ellen.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlxvPq4ntdxXCrP1gw7zkR3BoURp
1,0,Sam only gave ELLEN apples.,Sam also gave Rob apples.,C,0,A,1,Sam only gave ELLEN apples.,Sam also gave Rob apples.,"the prosodic focus is on ""ELLEN,"" it means Sam gave apples to Ellen and not to anyone else. S2 says Sam also gave apples to Rob, which contradicts the restriction that Ellen is the only recipient. Therefore, S2 must be false, and it’s entailed that giving apples to Rob did not happen.",0.0,0.0,1,POS,1,f5,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlxvPq4ntdxXCrP1gw7zkR3BoURp
2,0,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,B,0,A,1,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,"the prosodic focus is on ""MARY,"" it means Sam gave oranges to Mary and not to anyone else. S2 says Sam didn’t give Mary bananas, which is consistent because the focus excludes other items being given to Mary. Therefore, S2 is entailed.",0.0,0.0,1,NEG,2,f5,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlxvPq4ntdxXCrP1gw7zkR3BoURp
3,0,Sam only gave MARY oranges.,Sam also gave Tom oranges.,C,0,B,1,Sam only gave MARY oranges.,Sam also gave Tom oranges.,"the prosodic focus is on ""MARY,"" it means Sam gave oranges only to Mary and not to anyone else. S2 talks about giving oranges to Tom, which involves another recipient. This is independent since it doesn’t contradict the item-focus statement: it’s about another person. So this is independent.",0.0,0.0,1,POS,1,f5,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlxvPq4ntdxXCrP1gw7zkR3BoURp
4,0,Sam only gave Mary ORANGES.,Sam didn't give Tom oranges.,B,0,C,0,Sam only gave MARY oranges.,Sam didn't give Tom oranges.,"the prosodic focus is on ""MARY,"" it means Sam gave oranges only to Mary and not to anyone else. S2 says Sam didn’t give Tom oranges, which would be consistent. However, the ""only"" statement does not guarantee whether Tom received oranges too; it only restricts Mary’s case. Therefore, this is a contradiction to the most natural reading (it’s expected that Sam didn’t give to others), but since it says so explicitly in S2 that Tom received none, it actually matches expectation. Upon reconsideration, this makes S2 entailed.",0.0,0.0,2,NEG,1,f5,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlxvPq4ntdxXCrP1gw7zkR3BoURp
5,0,Sam only gave Mary GRAPES.,Sam also gave Mary apples.,C,1,C,0,Sam only gave MARY grapes.,Sam also gave Mary apples.,"the prosodic focus is on ""MARY,"" it means Sam gave grapes to Mary and not to anyone else. S2 says Sam gave Mary apples, which contradicts the idea that Mary received nothing else from Sam. Therefore, S2 is contradicted.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlxvPq4ntdxXCrP1gw7zkR3BoURp
6,0,Sam only gave SUE apples.,Sam also gave Mary apples.,C,0,A,1,Sam only gave SUE apples.,Sam also gave Mary apples.,"the prosodic focus is on ""SUE,"" it means Sam gave apples only to Sue and not to anyone else. S2 says Sam also gave apples to Mary, which contradicts that focus. Therefore, S2 is contradicted.",0.0,0.0,1,POS,1,f5,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlxvPq4ntdxXCrP1gw7zkR3BoURp
7,0,Sam only gave Bill ORANGES.,Sam also gave Bill bananas.,C,1,C,0,Sam only gave BILL oranges.,Sam also gave Bill bananas.,"the prosodic focus is on ""BILL,"" it means Sam gave oranges only to Bill and not to anyone else. S2 says Bill also got bananas, which contradicts the idea that Bill received only oranges. Therefore, S2 is contradicted.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlxvPq4ntdxXCrP1gw7zkR3BoURp
8,0,Sam only gave Ellen BANANAS.,Sam also gave Ellen grapes.,C,1,C,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,"the prosodic focus is on ""ELLEN,"" it means Sam gave bananas to Ellen and not to anyone else. S2 says he gave Ellen grapes, introducing another item, which contradicts the restriction on what Ellen received. Therefore, S2 is contradicted.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlxvPq4ntdxXCrP1gw7zkR3BoURp
9,0,Sam only gave Tom BANANAS.,Sam didn't give Tom oranges.,A,1,A,0,Sam only gave TOM bananas.,Sam didn't give Tom oranges.,"the prosodic focus is on ""TOM,"" it means Sam gave bananas to Tom and not to anyone else. S2 says Sam didn’t give Tom oranges, which is consistent with the focus that Tom only received bananas. Therefore, S2 is entailed.",0.0,0.0,2,NEG,2,f5,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlxvPq4ntdxXCrP1gw7zkR3BoURp
