example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave Ellen BANANAS.,Sam also gave Rob bananas.,B,0,C,0,Sam only gave ELLEN bananas.,Sam also gave Rob bananas.,"S1 entails that Sam didn't give anyone else bananas, and S2 contradicts this.",0.0,0.0,2,POS,1,f8,audio,gemini,gemini-2.0-flash,20251217_164212,
1,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,0,C,1,Sam only gave ROB grapes.,Sam also gave Rob oranges.,"S1 entails that Sam didn't give Rob anything else, and S2 contradicts this.",0.0,0.0,1,POS,2,f8,audio,gemini,gemini-2.0-flash,20251217_164212,
2,0,Sam only gave TOM apples.,Sam also gave Bill apples.,C,1,C,1,Sam only gave TOM apples.,Sam also gave Bill apples.,"S1 entails that Sam didn't give anyone else apples, and S2 contradicts this.",0.0,0.0,1,POS,1,f8,audio,gemini,gemini-2.0-flash,20251217_164212,
3,0,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,C,1,C,0,Sam only gave MARY apples.,Sam also gave Mary bananas.,"S1 entails that Sam didn't give Mary anything else, and S2 contradicts this.",0.0,0.0,2,POS,2,f8,audio,gemini,gemini-2.0-flash,20251217_164212,
4,0,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,B,0,C,0,Sam only gave ELLEN oranges.,Sam also gave Sue oranges.,"S1 entails that Sam didn't give anyone else oranges, and S2 contradicts this.",0.0,0.0,2,POS,1,f8,audio,gemini,gemini-2.0-flash,20251217_164212,
5,0,Sam only gave Rob ORANGES.,Sam didn't give Rob apples.,A,1,A,0,Sam only gave ROB oranges.,Sam didn't give Rob apples.,"S1 entails that Sam didn't give Rob anything else, and S2 is consistent with this.",0.0,0.0,2,NEG,2,f8,audio,gemini,gemini-2.0-flash,20251217_164212,
6,0,Sam only gave Bill BANANAS.,Sam didn't give Ellen bananas.,B,0,A,0,Sam only gave BILL bananas.,Sam didn't give Ellen bananas.,"S1 entails that Sam didn't give anyone else bananas, and S2 is consistent with this.",0.0,0.0,2,NEG,1,f8,audio,gemini,gemini-2.0-flash,20251217_164212,
7,0,Sam only gave Rob BANANAS.,Sam also gave Sue bananas.,B,0,C,0,Sam only gave ROB bananas.,Sam also gave Sue bananas.,"S1 entails that Sam didn't give anyone else bananas, and S2 contradicts this.",0.0,0.0,2,POS,1,f8,audio,gemini,gemini-2.0-flash,20251217_164212,
8,0,Sam only gave Bill BANANAS.,Sam didn't give Mary bananas.,B,0,A,0,Sam only gave BILL bananas.,Sam didn't give Mary bananas.,"S1 entails that Sam didn't give anyone else bananas, and S2 is consistent with this.",0.0,0.0,2,NEG,1,f8,audio,gemini,gemini-2.0-flash,20251217_164212,
9,0,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,B,0,A,0,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,"S1 entails that Sam didn't give anyone else grapes, and S2 is consistent with this.",0.0,0.0,2,NEG,1,f8,audio,gemini,gemini-2.0-flash,20251217_164212,
